PRLight neighbor topology (radius=600): {0: []}
PRLight (one-shot neighbor-aware prediction): m=2 decision(s) of assumed delay (sim_delay=20, real_delay=30)
replay_curve: 99 checkpoints from data/output_data/sim2real_actions/cityflow_dqn/tempe_1x1/action_delay_optimized_s0_prlight_s0/model/tempe_1x1_setting1_dqn_prlight -> eval real_setting=setting2
REAL_TEST step:3, travel time:365.85415577626765, q_loss:100, rewards:-81.44503580729166, queue:127.31666666666666, delay:0.6378392961290148, throughput:1613, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:6, travel time:278.2017773131208, q_loss:100, rewards:-50.19562717013889, queue:77.23333333333333, delay:0.5739256117078994, throughput:1743, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:9, travel time:266.80397281756404, q_loss:100, rewards:-48.140283203125, queue:72.08055555555555, delay:0.5691483815511068, throughput:1692, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:12, travel time:273.3190928270042, q_loss:100, rewards:-54.69207899305555, queue:77.39722222222223, delay:0.5470184750027127, throughput:1581, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:15, travel time:206.56874019864088, q_loss:100, rewards:-23.93666720920139, queue:38.02777777777778, delay:0.5584170871310764, throughput:1732, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:18, travel time:353.257187663356, q_loss:100, rewards:-81.15645616319445, queue:124.93611111111112, delay:0.5724580976698134, throughput:1459, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:21, travel time:215.64035546262414, q_loss:100, rewards:-27.383626302083332, queue:42.138888888888886, delay:0.5378128475613064, throughput:1809, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:24, travel time:237.10768426555148, q_loss:100, rewards:-38.04319661458333, queue:56.25833333333333, delay:0.5708757612440322, throughput:1700, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:27, travel time:365.26346053319395, q_loss:100, rewards:-77.74617513020833, queue:127.15277777777777, delay:0.5838577270507812, throughput:1629, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:30, travel time:329.43335075797177, q_loss:100, rewards:-66.94493815104167, queue:109.24166666666666, delay:0.5706887563069661, throughput:1553, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:33, travel time:460.8170412963931, q_loss:100, rewards:-116.24232855902778, queue:185.04444444444445, delay:0.5803443908691406, throughput:1341, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
