MORLGrid: 22 grid policies
SIM_TRAIN step:0, travel time:135.46313706086096, q_loss:0, rewards:-44.184715, queue:34.991665, delay:0.5907369, throughput:1957, raw_metrics:{'fairness': 121.0}
SIM_TRAIN step:1, travel time:137.2894606630381, q_loss:0, rewards:-45.06335, queue:35.680557, delay:0.62156785, throughput:1964, raw_metrics:{'fairness': 155.0}
SIM_TRAIN step:2, travel time:127.39040079168728, q_loss:156.89383, rewards:-40.542767, queue:32.980556, delay:0.6032265, throughput:1933, raw_metrics:{'fairness': 162.0}
SIM_TRAIN step:3, travel time:426.4690747154874, q_loss:46.480392, rewards:-86.4664, queue:74.727776, delay:0.69563514, throughput:1675, raw_metrics:{'fairness': 221.0}
SIM_TRAIN step:4, travel time:277.4403760514597, q_loss:3.5326965, rewards:-81.49112, queue:66.06111, delay:0.702577, throughput:1769, raw_metrics:{'fairness': 142.0}
SIM_TRAIN step:5, travel time:451.5835806132542, q_loss:1.0576352, rewards:-82.68527, queue:71.34167, delay:0.6643945, throughput:1664, raw_metrics:{'fairness': 82.0}
SIM_TRAIN step:6, travel time:210.0286986640277, q_loss:0.61593306, rewards:-80.95995, queue:69.84722, delay:0.7342092, throughput:1836, raw_metrics:{'fairness': 169.0}
SIM_TRAIN step:7, travel time:249.71944581890153, q_loss:0.5572734, rewards:-73.2586, queue:61.244446, delay:0.6677392, throughput:1804, raw_metrics:{'fairness': 89.0}
SIM_TRAIN step:8, travel time:407.2330529440871, q_loss:0.55396944, rewards:-90.14915, queue:77.102776, delay:0.707684, throughput:1747, raw_metrics:{'fairness': 178.0}
REAL_TRAIN step:1, travel time:178.92421991084694, q_loss:100, rewards:-83.59837, queue:67.90278, delay:0.70285875, throughput:1896, R_real:-18.0290, components:{'queue': 0.424, 'delay': 0.0, 'waiting': 13.236, 'pressure': 0.0, 'switches': 0.0, 'fairness': 4.369}, raw_metrics:{'fairness': 172.0, 'emission': 610.295, 'fuel': 197.852, 'emergency_stops': 3.0, 'collisions': 1.0, 'ssm_conflicts': 1716.0}, grid;w=queue=0.167;delay=0.167;waiting=0.167;pressure=0.167;switches=0.167;fairness=0.167
SIM_TRAIN step:9, travel time:136.40920336467096, q_loss:0, rewards:-43.12917, queue:34.494446, delay:0.62443435, throughput:1969, raw_metrics:{'fairness': 161.0}
SIM_TRAIN step:10, travel time:125.36467095497278, q_loss:0, rewards:-38.65447, queue:30.944445, delay:0.60215276, throughput:1968, raw_metrics:{'fairness': 158.0}
SIM_TRAIN step:11, travel time:148.8753092528451, q_loss:163.21039, rewards:-48.135822, queue:39.166668, delay:0.6118198, throughput:1910, raw_metrics:{'fairness': 161.0}
SIM_TRAIN step:12, travel time:333.8990598713508, q_loss:45.021893, rewards:-79.119446, queue:71.041664, delay:0.6674159, throughput:1594, raw_metrics:{'fairness': 146.0}
SIM_TRAIN step:13, travel time:620.3146956952004, q_loss:7.263696, rewards:-110.96076, queue:104.333336, delay:0.71521723, throughput:1302, raw_metrics:{'fairness': 329.0}
SIM_TRAIN step:14, travel time:749.9035131123206, q_loss:4.79803, rewards:-108.73191, queue:99.41944, delay:0.6825478, throughput:1290, raw_metrics:{'fairness': 417.0}
SIM_TRAIN step:15, travel time:453.88025729836716, q_loss:1.3037372, rewards:-91.10891, queue:79.994446, delay:0.70066625, throughput:1590, raw_metrics:{'fairness': 379.0}
