Loading cached latent encoders from pretrained/darla/dqn/tempe_1x1
replay_curve: 99 checkpoints from data/output_data/sim2real_observations/cityflow_dqn/tempe_1x1/baseline_v1_darla_s0/model/tempe_1x1_noise5_dqn_latent_observation -> eval real_setting=dz10
REAL_TEST step:2, travel time:1550.2738095238096, q_loss:100, rewards:-354.8108, queue:550.83057, delay:0.6022606, throughput:451
REAL_TEST step:4, travel time:954.4958540630182, q_loss:100, rewards:-269.33392, queue:435.04443, delay:0.700143, throughput:893
REAL_TEST step:6, travel time:1309.4478003939594, q_loss:100, rewards:-341.1839, queue:518.9778, delay:0.7568305, throughput:599
REAL_TEST step:8, travel time:1306.1245901639345, q_loss:100, rewards:-340.90054, queue:518.2111, delay:0.7535856, throughput:601
REAL_TEST step:10, travel time:1308.3560655737706, q_loss:100, rewards:-341.48654, queue:519.175, delay:0.7553982, throughput:600
REAL_TEST step:12, travel time:968.0582318687136, q_loss:100, rewards:-285.8891, queue:462.49445, delay:0.6588584, throughput:959
REAL_TEST step:14, travel time:1197.864553314121, q_loss:100, rewards:-331.327, queue:538.4472, delay:0.76202315, throughput:738
REAL_TEST step:16, travel time:1092.114121037464, q_loss:100, rewards:-299.37946, queue:485.24445, delay:0.61628807, throughput:831
REAL_TEST step:18, travel time:1290.1665706051874, q_loss:100, rewards:-350.65424, queue:585.7889, delay:0.7611425, throughput:636
REAL_TEST step:20, travel time:1149.0517836593785, q_loss:100, rewards:-308.56396, queue:515.6528, delay:0.5907603, throughput:774
REAL_TEST step:22, travel time:1171.4294761082326, q_loss:100, rewards:-315.44806, queue:527.0222, delay:0.69108, throughput:739
REAL_TEST step:24, travel time:1822.8383988139362, q_loss:100, rewards:-421.94678, queue:662.78613, delay:0.6497848, throughput:226
REAL_TEST step:26, travel time:1249.9442528735633, q_loss:100, rewards:-339.47565, queue:566.79443, delay:0.6993538, throughput:676
REAL_TEST step:28, travel time:1034.1882893226177, q_loss:100, rewards:-282.91037, queue:457.3889, delay:0.60863173, throughput:890
REAL_TEST step:30, travel time:1040.25590778098, q_loss:100, rewards:-283.70288, queue:458.3889, delay:0.6094579, throughput:885
REAL_TEST step:32, travel time:1928.5917159763314, q_loss:100, rewards:-451.85065, queue:705.23334, delay:0.7570941, throughput:173
REAL_TEST step:34, travel time:1928.5917159763314, q_loss:100, rewards:-451.85065, queue:705.23334, delay:0.7570941, throughput:173
REAL_TEST step:36, travel time:1178.47204610951, q_loss:100, rewards:-318.84647, queue:529.33887, delay:0.6549874, throughput:750
REAL_TEST step:38, travel time:1153.1438434982738, q_loss:100, rewards:-309.86493, queue:517.525, delay:0.6075259, throughput:773
REAL_TEST step:40, travel time:1104.5152561888312, q_loss:100, rewards:-295.05035, queue:493.00833, delay:0.629283, throughput:814
REAL_TEST step:42, travel time:1790.7076023391812, q_loss:100, rewards:-419.84814, queue:659.5972, delay:0.7011322, throughput:248
REAL_TEST step:44, travel time:913.6196213425129, q_loss:100, rewards:-237.29692, queue:396.63333, delay:0.5334279, throughput:1016
REAL_TEST step:46, travel time:919.3740634005763, q_loss:100, rewards:-238.2332, queue:397.76666, delay:0.54599327, throughput:1004
REAL_TEST step:48, travel time:1180.6532934131737, q_loss:100, rewards:-320.5357, queue:513.10834, delay:0.5809435, throughput:661
REAL_TEST step:50, travel time:912.2880091795754, q_loss:100, rewards:-237.09776, queue:396.0778, delay:0.55198556, throughput:1014
REAL_TEST step:52, travel time:916.0511788384129, q_loss:100, rewards:-237.68805, queue:396.98056, delay:0.560457, throughput:1013
REAL_TEST step:54, travel time:911.4325874928285, q_loss:100, rewards:-236.80283, queue:395.58334, delay:0.53866225, throughput:1018
REAL_TEST step:56, travel time:1590.4842105263158, q_loss:100, rewards:-383.0257, queue:604.7083, delay:0.585797, throughput:360
REAL_TEST step:58, travel time:918.9106628242075, q_loss:100, rewards:-238.01428, queue:397.56668, delay:0.5523813, throughput:1003
REAL_TEST step:60, travel time:916.1048991354467, q_loss:100, rewards:-237.02014, queue:396.06946, delay:0.52364665, throughput:1008
REAL_TEST step:62, travel time:917.8455331412104, q_loss:100, rewards:-237.65387, queue:397.0611, delay:0.5393606, throughput:1003
REAL_TEST step:64, travel time:915.3649425287356, q_loss:100, rewards:-237.51096, queue:396.90277, delay:0.55541766, throughput:1012
REAL_TEST step:66, travel time:931.087205966724, q_loss:100, rewards:-242.9297, queue:405.91666, delay:0.5689937, throughput:989
REAL_TEST step:68, travel time:918.3596541786743, q_loss:100, rewards:-237.70987, queue:397.16388, delay:0.5485101, throughput:1008
REAL_TEST step:70, travel time:961.5759493670886, q_loss:100, rewards:-251.42383, queue:420.12222, delay:0.5647715, throughput:962
REAL_TEST step:72, travel time:918.0080552359034, q_loss:100, rewards:-238.03488, queue:397.83334, delay:0.5601939, throughput:1007
REAL_TEST step:74, travel time:917.5667433831991, q_loss:100, rewards:-237.98859, queue:397.71945, delay:0.5521575, throughput:1005
REAL_TEST step:76, travel time:916.7397812320092, q_loss:100, rewards:-237.54477, queue:397.02777, delay:0.52845114, throughput:1010
REAL_TEST step:78, travel time:916.8132564841499, q_loss:100, rewards:-237.2314, queue:396.36667, delay:0.527942, throughput:1010
REAL_TEST step:80, travel time:916.674338319908, q_loss:100, rewards:-237.63554, queue:396.72223, delay:0.53122914, throughput:1009
REAL_TEST step:82, travel time:916.1595622119816, q_loss:100, rewards:-237.20743, queue:396.30832, delay:0.5405029, throughput:1010
REAL_TEST step:84, travel time:916.9682997118156, q_loss:100, rewards:-237.29503, queue:396.51944, delay:0.50602555, throughput:1006
REAL_TEST step:86, travel time:912.0627157652474, q_loss:100, rewards:-236.17276, queue:394.725, delay:0.49867007, throughput:1014
REAL_TEST step:88, travel time:914.7884726224784, q_loss:100, rewards:-236.4842, queue:395.37778, delay:0.4827102, throughput:1013
REAL_TEST step:90, travel time:917.5314121037464, q_loss:100, rewards:-237.28947, queue:396.66666, delay:0.49944514, throughput:1012
