Loading cached latent encoders from pretrained/atc/presslight/cologne3
replay_curve: 99 checkpoints from data/output_data/sim2real_observations/cityflow_presslight/cologne3/baseline_v1_atc_s0/model/cologne3_noise5_presslight_latent_observation -> eval real_setting=noise10
REAL_TEST step:2, travel time:1437.005272407733, q_loss:100, rewards:-149.08002, queue:65.27576, delay:4.2502217, throughput:502
REAL_TEST step:4, travel time:357.3396135265701, q_loss:100, rewards:-63.389713, queue:38.32353, delay:4.296121, throughput:1855
REAL_TEST step:6, travel time:448.8978021978022, q_loss:100, rewards:-84.13638, queue:45.920364, delay:4.2458878, throughput:1563
REAL_TEST step:8, travel time:1211.2105263157894, q_loss:100, rewards:-102.13112, queue:55.346962, delay:4.313619, throughput:613
REAL_TEST step:10, travel time:505.45085296506903, q_loss:100, rewards:-83.97528, queue:46.992, delay:4.2202997, throughput:1913
REAL_TEST step:12, travel time:104.57738095238095, q_loss:100, rewards:-32.11528, queue:30.47429, delay:4.189222, throughput:2800
REAL_TEST step:14, travel time:89.84803921568627, q_loss:100, rewards:-25.936111, queue:29.382812, delay:4.2952456, throughput:2810
REAL_TEST step:16, travel time:132.55009242144178, q_loss:100, rewards:-55.64278, queue:38.075348, delay:4.189237, throughput:2609
REAL_TEST step:18, travel time:90.63655462184875, q_loss:100, rewards:-20.794445, queue:27.429466, delay:4.019162, throughput:2784
REAL_TEST step:20, travel time:115.81386347642506, q_loss:100, rewards:-38.35472, queue:32.076576, delay:4.1325865, throughput:2772
REAL_TEST step:22, travel time:96.10916110916111, q_loss:100, rewards:-20.119171, queue:27.58546, delay:4.1414814, throughput:2779
REAL_TEST step:24, travel time:186.11743515850145, q_loss:100, rewards:-30.260557, queue:32.08919, delay:4.196054, throughput:2508
REAL_TEST step:26, travel time:105.83368347338936, q_loss:100, rewards:-27.377495, queue:28.756367, delay:4.2275815, throughput:2781
REAL_TEST step:28, travel time:161.971019947309, q_loss:100, rewards:-45.931667, queue:33.691135, delay:4.2859664, throughput:2558
REAL_TEST step:30, travel time:167.61824324324326, q_loss:100, rewards:-60.052208, queue:38.359978, delay:4.0934334, throughput:2546
REAL_TEST step:32, travel time:152.41066666666666, q_loss:100, rewards:-56.75195, queue:38.365154, delay:4.305367, throughput:2516
REAL_TEST step:34, travel time:210.0134175217048, q_loss:100, rewards:-72.218605, queue:42.040695, delay:4.2099843, throughput:2329
REAL_TEST step:36, travel time:960.3452466047177, q_loss:100, rewards:-98.941666, queue:53.35599, delay:4.134628, throughput:877
REAL_TEST step:38, travel time:631.3858668022369, q_loss:100, rewards:-80.93529, queue:45.347134, delay:4.2428718, throughput:1405
REAL_TEST step:40, travel time:264.8437894736842, q_loss:100, rewards:-63.838882, queue:39.457806, delay:4.125078, throughput:2176
REAL_TEST step:42, travel time:161.23542770628313, q_loss:100, rewards:-55.046955, queue:37.754963, delay:4.1526065, throughput:2539
REAL_TEST step:44, travel time:279.60345520289275, q_loss:100, rewards:-61.332222, queue:40.381927, delay:4.2276692, throughput:2150
REAL_TEST step:46, travel time:162.93692307692308, q_loss:100, rewards:-56.718613, queue:38.92191, delay:4.231994, throughput:2463
REAL_TEST step:48, travel time:164.29432079815808, q_loss:100, rewards:-64.69887, queue:40.35007, delay:4.281025, throughput:2474
REAL_TEST step:50, travel time:183.3299571484223, q_loss:100, rewards:-56.702778, queue:38.387066, delay:4.179822, throughput:2426
REAL_TEST step:52, travel time:362.64201680672267, q_loss:100, rewards:-119.26779, queue:56.19102, delay:4.2683187, throughput:1982
REAL_TEST step:54, travel time:212.91423076923076, q_loss:100, rewards:-72.028046, queue:42.81844, delay:4.2969155, throughput:2456
REAL_TEST step:56, travel time:179.1260601387818, q_loss:100, rewards:-56.253613, queue:36.80029, delay:4.224011, throughput:2451
REAL_TEST step:58, travel time:324.5162689804772, q_loss:100, rewards:-79.49945, queue:43.483295, delay:4.2189794, throughput:2078
REAL_TEST step:60, travel time:745.9336927223719, q_loss:100, rewards:-126.94527, queue:58.936363, delay:4.5028014, throughput:1241
REAL_TEST step:62, travel time:360.4951838879159, q_loss:100, rewards:-106.39721, queue:51.360973, delay:4.178968, throughput:1949
REAL_TEST step:64, travel time:283.1668077900085, q_loss:100, rewards:-71.93917, queue:41.36066, delay:4.2880354, throughput:2160
REAL_TEST step:66, travel time:192.38074824629774, q_loss:100, rewards:-60.064167, queue:39.68478, delay:4.303021, throughput:2423
REAL_TEST step:68, travel time:171.66383307573415, q_loss:100, rewards:-62.714165, queue:39.724045, delay:4.164294, throughput:2452
REAL_TEST step:70, travel time:139.83020314296667, q_loss:100, rewards:-55.68611, queue:38.49306, delay:4.232093, throughput:2512
REAL_TEST step:72, travel time:141.68415007656967, q_loss:100, rewards:-54.529156, queue:37.61571, delay:4.1315966, throughput:2511
REAL_TEST step:74, travel time:139.74942440521872, q_loss:100, rewards:-54.061115, queue:36.80113, delay:4.2992444, throughput:2494
REAL_TEST step:76, travel time:565.4736842105264, q_loss:100, rewards:-94.18861, queue:49.277725, delay:4.204497, throughput:1346
REAL_TEST step:78, travel time:165.5947812739831, q_loss:100, rewards:-67.98722, queue:41.37978, delay:4.1334066, throughput:2498
REAL_TEST step:80, travel time:158.21527244819646, q_loss:100, rewards:-64.93944, queue:40.1248, delay:4.3283997, throughput:2498
REAL_TEST step:82, travel time:154.7413660782809, q_loss:100, rewards:-61.761658, queue:39.98911, delay:4.2393003, throughput:2496
REAL_TEST step:84, travel time:167.98158096699925, q_loss:100, rewards:-67.51305, queue:40.69911, delay:4.187254, throughput:2496
REAL_TEST step:86, travel time:175.93476592478896, q_loss:100, rewards:-76.289444, queue:42.822056, delay:4.2616024, throughput:2485
REAL_TEST step:88, travel time:167.25057559478128, q_loss:100, rewards:-67.24834, queue:39.59099, delay:4.269938, throughput:2489
REAL_TEST step:90, travel time:194.43668457405985, q_loss:100, rewards:-89.0439, queue:46.731384, delay:4.2335215, throughput:2474
REAL_TEST step:92, travel time:190.8001549186677, q_loss:100, rewards:-74.02611, queue:43.163876, delay:4.242675, throughput:2448
REAL_TEST step:94, travel time:185.52804642166345, q_loss:100, rewards:-76.3136, queue:43.432835, delay:4.3969436, throughput:2456
REAL_TEST step:96, travel time:216.06141367323292, q_loss:100, rewards:-86.3578, queue:45.11678, delay:4.406124, throughput:2452
REAL_TEST step:98, travel time:173.8254029163469, q_loss:100, rewards:-71.12195, queue:41.598606, delay:4.3198986, throughput:2490
REAL_TEST step:100, travel time:185.65195702225634, q_loss:100, rewards:-76.495834, queue:42.459538, delay:4.338484, throughput:2470
REAL_TEST step:102, travel time:189.64508580343212, q_loss:100, rewards:-78.689735, queue:43.556675, delay:4.2123213, throughput:2425
REAL_TEST step:104, travel time:313.263986013986, q_loss:100, rewards:-82.96806, queue:44.87391, delay:4.3396935, throughput:2080
REAL_TEST step:106, travel time:202.08561093247587, q_loss:100, rewards:-74.192795, queue:43.370224, delay:4.1979337, throughput:2357
REAL_TEST step:108, travel time:324.40398230088493, q_loss:100, rewards:-79.6875, queue:45.076485, delay:4.269721, throughput:2068
REAL_TEST step:110, travel time:384.0371456500489, q_loss:100, rewards:-79.97554, queue:44.483253, delay:4.144929, throughput:1793
REAL_TEST step:112, travel time:392.9171136031204, q_loss:100, rewards:-83.37055, queue:45.302895, delay:4.190916, throughput:1799
REAL_TEST step:114, travel time:413.55710594315246, q_loss:100, rewards:-82.406364, queue:44.88104, delay:4.347744, throughput:1686
REAL_TEST step:116, travel time:398.6744950681071, q_loss:100, rewards:-97.73113, queue:50.586998, delay:4.3194118, throughput:1877
REAL_TEST step:118, travel time:365.24224452554745, q_loss:100, rewards:-85.47806, queue:45.96014, delay:4.2119784, throughput:1946
REAL_TEST step:120, travel time:357.7220946256316, q_loss:100, rewards:-80.67027, queue:43.750675, delay:4.1824603, throughput:1936
REAL_TEST step:122, travel time:359.9338468509289, q_loss:100, rewards:-87.09499, queue:46.284462, delay:4.167301, throughput:1964
REAL_TEST step:124, travel time:435.75986193293886, q_loss:100, rewards:-78.91777, queue:44.37551, delay:4.2829027, throughput:1687
REAL_TEST step:126, travel time:424.44970414201185, q_loss:100, rewards:-79.59333, queue:44.7734, delay:4.2813296, throughput:1612
REAL_TEST step:128, travel time:404.7605210420842, q_loss:100, rewards:-84.205, queue:45.315243, delay:4.3220406, throughput:1746
REAL_TEST step:130, travel time:319.51384615384615, q_loss:100, rewards:-83.995834, queue:45.582237, delay:4.28464, throughput:2074
REAL_TEST step:132, travel time:302.2853492333901, q_loss:100, rewards:-86.804436, queue:46.234566, delay:4.4713335, throughput:2153
REAL_TEST step:134, travel time:246.3193588162762, q_loss:100, rewards:-94.936935, queue:48.72952, delay:4.1911745, throughput:2284
REAL_TEST step:136, travel time:311.05406574394465, q_loss:100, rewards:-77.82194, queue:43.480392, delay:4.321686, throughput:2130
REAL_TEST step:138, travel time:258.9798602548294, q_loss:100, rewards:-79.77221, queue:44.23623, delay:4.35608, throughput:2266
REAL_TEST step:140, travel time:344.0531869987336, q_loss:100, rewards:-83.962494, queue:46.567085, delay:4.3101063, throughput:2095
REAL_TEST step:142, travel time:286.8843830888697, q_loss:100, rewards:-79.74026, queue:44.50569, delay:4.358867, throughput:2116
REAL_TEST step:144, travel time:426.1362564827911, q_loss:100, rewards:-79.94222, queue:45.289795, delay:4.364969, throughput:1773
REAL_TEST step:146, travel time:323.3773751657092, q_loss:100, rewards:-78.78139, queue:43.341465, delay:4.3205724, throughput:2057
REAL_TEST step:148, travel time:384.2429188670187, q_loss:100, rewards:-82.115265, queue:44.152237, delay:4.3833523, throughput:1842
REAL_TEST step:150, travel time:338.33244206773617, q_loss:100, rewards:-89.89195, queue:46.11663, delay:4.204004, throughput:2030
REAL_TEST step:152, travel time:372.38670973696355, q_loss:100, rewards:-84.01999, queue:45.446995, delay:4.207477, throughput:1920
REAL_TEST step:154, travel time:523.5795218295218, q_loss:100, rewards:-97.30445, queue:48.50109, delay:4.3326573, throughput:1434
REAL_TEST step:156, travel time:219.34712736038568, q_loss:100, rewards:-81.40361, queue:44.313618, delay:4.3415275, throughput:2351
REAL_TEST step:158, travel time:258.73882156289176, q_loss:100, rewards:-80.746376, queue:43.39011, delay:4.2045937, throughput:2216
REAL_TEST step:160, travel time:207.49189402926058, q_loss:100, rewards:-91.14, queue:45.72561, delay:4.200106, throughput:2390
REAL_TEST step:162, travel time:349.52916134525327, q_loss:100, rewards:-90.99334, queue:48.14451, delay:4.3900366, throughput:2022
REAL_TEST step:164, travel time:364.0168103448276, q_loss:100, rewards:-83.86222, queue:45.483723, delay:4.3330207, throughput:2045
REAL_TEST step:166, travel time:236.30188679245282, q_loss:100, rewards:-88.08168, queue:45.993965, delay:4.2696147, throughput:2341
REAL_TEST step:168, travel time:378.4531043593131, q_loss:100, rewards:-100.132484, queue:48.06095, delay:4.311063, throughput:2062
REAL_TEST step:170, travel time:296.6962399662019, q_loss:100, rewards:-89.68888, queue:46.35343, delay:4.2575803, throughput:2197
REAL_TEST step:172, travel time:437.85585585585585, q_loss:100, rewards:-86.98304, queue:46.171726, delay:4.201016, throughput:1751
REAL_TEST step:174, travel time:384.58688245315165, q_loss:100, rewards:-98.492775, queue:49.747547, delay:4.0905023, throughput:1942
REAL_TEST step:176, travel time:278.1302170283806, q_loss:100, rewards:-83.92917, queue:44.938324, delay:4.330111, throughput:2218
REAL_TEST step:178, travel time:249.98231180584122, q_loss:100, rewards:-91.86336, queue:47.71695, delay:4.350382, throughput:2267
REAL_TEST step:180, travel time:289.308112652375, q_loss:100, rewards:-92.80499, queue:47.198048, delay:4.183347, throughput:2184
REAL_TEST step:182, travel time:310.0432025366627, q_loss:100, rewards:-126.411415, queue:56.85899, delay:4.217003, throughput:2329
REAL_TEST step:184, travel time:192.30928626247123, q_loss:100, rewards:-80.40889, queue:43.783672, delay:4.347992, throughput:2498
REAL_TEST step:186, travel time:343.68714168714166, q_loss:100, rewards:-91.941376, queue:51.630974, delay:4.3451676, throughput:2022
REAL_TEST step:188, travel time:155.21028396009208, q_loss:100, rewards:-63.75556, queue:40.1217, delay:4.2246933, throughput:2484
