Loading cached latent encoders from pretrained/vae_embedding/dqn/hz4x4
replay_curve: 99 checkpoints from data/output_data/sim2real_observations/cityflow_dqn/hz4x4/baseline_v1_vae_s0/model/hz4x4_noise5_dqn_latent_observation -> eval real_setting=combine1
REAL_TEST step:2, travel time:1610.9698443579766, q_loss:100, rewards:-1011.43726, queue:63.14435, delay:1.2531794, throughput:711
REAL_TEST step:4, travel time:896.7743881997989, q_loss:100, rewards:-707.7258, queue:44.249725, delay:1.3098724, throughput:1771
REAL_TEST step:6, travel time:757.7227623198123, q_loss:100, rewards:-598.9546, queue:37.354797, delay:1.2987099, throughput:1985
REAL_TEST step:8, travel time:646.9265839758632, q_loss:100, rewards:-492.8555, queue:30.664236, delay:1.2828089, throughput:2219
REAL_TEST step:10, travel time:750.8441166610794, q_loss:100, rewards:-576.3355, queue:35.880898, delay:1.2346442, throughput:2061
REAL_TEST step:12, travel time:626.4787127053302, q_loss:100, rewards:-479.6605, queue:29.758179, delay:1.2485782, throughput:2235
REAL_TEST step:14, travel time:758.7710358699296, q_loss:100, rewards:-531.21814, queue:33.09983, delay:1.2245824, throughput:2097
REAL_TEST step:16, travel time:555.7596379483741, q_loss:100, rewards:-373.61588, queue:23.218224, delay:1.2166206, throughput:2437
REAL_TEST step:18, travel time:725.3144485417365, q_loss:100, rewards:-530.8599, queue:32.93998, delay:1.2400936, throughput:2194
REAL_TEST step:20, travel time:596.321153201475, q_loss:100, rewards:-424.88303, queue:26.411661, delay:1.2443888, throughput:2341
REAL_TEST step:22, travel time:987.7858942065491, q_loss:100, rewards:-481.3379, queue:30.045897, delay:1.1978186, throughput:1566
REAL_TEST step:24, travel time:631.9346295675495, q_loss:100, rewards:-479.89444, queue:29.75243, delay:1.2256612, throughput:2310
REAL_TEST step:26, travel time:771.8498156218571, q_loss:100, rewards:-599.41895, queue:37.296207, delay:1.2329162, throughput:2118
REAL_TEST step:28, travel time:764.4812834224599, q_loss:100, rewards:-453.58212, queue:28.285694, delay:1.2442483, throughput:2028
REAL_TEST step:30, travel time:705.5467650016761, q_loss:100, rewards:-554.4239, queue:34.456417, delay:1.2322317, throughput:2226
REAL_TEST step:32, travel time:690.7499161917533, q_loss:100, rewards:-525.8152, queue:32.674408, delay:1.2667964, throughput:2215
REAL_TEST step:34, travel time:692.3791485082132, q_loss:100, rewards:-557.84375, queue:34.67247, delay:1.2588825, throughput:2249
REAL_TEST step:36, travel time:665.4958095876634, q_loss:100, rewards:-438.89886, queue:27.25746, delay:1.1841391, throughput:2299
REAL_TEST step:38, travel time:766.2719200887902, q_loss:100, rewards:-479.99725, queue:29.831953, delay:1.2621307, throughput:2023
