Loading cached latent encoders from pretrained/darla/presslight/ingolstadt1
replay_curve: 99 checkpoints from data/output_data/sim2real_observations/cityflow_presslight/ingolstadt1/baseline_v1_darla_s0/model/ingolstadt1_noise5_presslight_latent_observation -> eval real_setting=noise10
REAL_TEST step:2, travel time:153.47337770382694, q_loss:100, rewards:-6.2033324, queue:42.238388, delay:3.9743202, throughput:1149
REAL_TEST step:4, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:42.139282, delay:4.2460566, throughput:1138
REAL_TEST step:6, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:43.540516, delay:4.171967, throughput:1138
REAL_TEST step:8, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:41.791256, delay:4.191425, throughput:1138
REAL_TEST step:10, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:41.107273, delay:3.969805, throughput:1138
REAL_TEST step:12, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:42.404163, delay:4.131552, throughput:1138
REAL_TEST step:14, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:41.26329, delay:4.1687264, throughput:1138
REAL_TEST step:16, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:41.223286, delay:4.1136527, throughput:1138
REAL_TEST step:18, travel time:128.70462633451956, q_loss:100, rewards:-6.8163905, queue:41.824955, delay:4.170275, throughput:1349
REAL_TEST step:20, travel time:130.94283646888567, q_loss:100, rewards:-6.3783317, queue:40.928043, delay:3.92657, throughput:1328
REAL_TEST step:22, travel time:118.06104844061048, q_loss:100, rewards:-6.764165, queue:41.569115, delay:4.156369, throughput:1455
REAL_TEST step:24, travel time:141.93433544303798, q_loss:100, rewards:-6.5041666, queue:41.856422, delay:3.9905965, throughput:1209
REAL_TEST step:26, travel time:137.0261780104712, q_loss:100, rewards:-6.55861, queue:41.89311, delay:4.1802793, throughput:1292
REAL_TEST step:28, travel time:148.34501992031872, q_loss:100, rewards:-6.861389, queue:39.36975, delay:4.273004, throughput:1202
REAL_TEST step:30, travel time:150.1569579288026, q_loss:100, rewards:-6.254441, queue:42.393414, delay:4.1731877, throughput:1183
REAL_TEST step:32, travel time:156.37551355792934, q_loss:100, rewards:-6.516942, queue:42.47144, delay:4.0163593, throughput:1162
REAL_TEST step:34, travel time:144.47453516572352, q_loss:100, rewards:-6.6605535, queue:41.43621, delay:4.1368184, throughput:1183
REAL_TEST step:36, travel time:155.77611940298507, q_loss:100, rewards:-6.273054, queue:41.15975, delay:4.2430506, throughput:1154
REAL_TEST step:38, travel time:153.06213753106877, q_loss:100, rewards:-5.9758334, queue:42.27101, delay:4.1050224, throughput:1152
REAL_TEST step:40, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:40.126446, delay:4.250713, throughput:1138
REAL_TEST step:42, travel time:148.90468625893567, q_loss:100, rewards:-6.5913873, queue:39.626358, delay:4.1740656, throughput:1203
REAL_TEST step:44, travel time:191.4732441471572, q_loss:100, rewards:-19.329998, queue:50.411644, delay:4.136094, throughput:1127
REAL_TEST step:46, travel time:152.74050121261115, q_loss:100, rewards:-6.397777, queue:40.726936, delay:4.2310557, throughput:1181
REAL_TEST step:48, travel time:149.77839555202542, q_loss:100, rewards:-7.2099977, queue:39.199535, delay:3.976115, throughput:1205
REAL_TEST step:50, travel time:115.17824377457406, q_loss:100, rewards:-7.020278, queue:40.480446, delay:4.0555024, throughput:1470
REAL_TEST step:52, travel time:146.01980198019803, q_loss:100, rewards:-6.931667, queue:42.053535, delay:4.143858, throughput:1258
REAL_TEST step:54, travel time:116.74901960784314, q_loss:100, rewards:-7.765834, queue:42.33953, delay:4.1517034, throughput:1477
REAL_TEST step:56, travel time:119.63040540540541, q_loss:100, rewards:-7.8333335, queue:43.13367, delay:3.925818, throughput:1431
REAL_TEST step:58, travel time:116.77216021011162, q_loss:100, rewards:-6.827499, queue:41.723785, delay:4.173943, throughput:1462
REAL_TEST step:60, travel time:130.13961255845024, q_loss:100, rewards:-11.327504, queue:42.429478, delay:4.4029045, throughput:1435
REAL_TEST step:62, travel time:126.1930758988016, q_loss:100, rewards:-10.944164, queue:43.031254, delay:4.3342752, throughput:1453
REAL_TEST step:64, travel time:123.25401069518716, q_loss:100, rewards:-8.9669485, queue:42.48811, delay:4.229949, throughput:1433
REAL_TEST step:66, travel time:123.1327608982827, q_loss:100, rewards:-10.2255535, queue:45.273388, delay:4.287823, throughput:1459
REAL_TEST step:68, travel time:122.59193121693121, q_loss:100, rewards:-8.544725, queue:43.80813, delay:4.297295, throughput:1459
REAL_TEST step:70, travel time:116.33812010443864, q_loss:100, rewards:-7.843333, queue:42.97805, delay:4.196231, throughput:1474
REAL_TEST step:72, travel time:110.57652399481194, q_loss:100, rewards:-7.7011113, queue:40.78676, delay:4.3739004, throughput:1487
