Loading cached latent encoders from pretrained/atc/dqn/ingolstadt7
replay_curve: 99 checkpoints from data/output_data/sim2real_observations/cityflow_dqn/ingolstadt7/baseline_v1_atc_s0/model/ingolstadt7_noise5_dqn_latent_observation -> eval real_setting=sensor50
REAL_TEST step:2, travel time:1915.9345794392523, q_loss:100, rewards:-35.36224, queue:4.7674603, delay:0.1421873, throughput:195
REAL_TEST step:4, travel time:1646.836009174312, q_loss:100, rewards:-85.81929, queue:11.043651, delay:0.14281376, throughput:343
REAL_TEST step:6, travel time:760.9013417521705, q_loss:100, rewards:-72.70877, queue:9.455556, delay:0.12815791, throughput:835
REAL_TEST step:8, travel time:290.373417721519, q_loss:100, rewards:-46.803425, queue:6.179365, delay:0.10930023, throughput:1618
REAL_TEST step:10, travel time:928.9084027252081, q_loss:100, rewards:-77.91121, queue:9.473809, delay:0.12442926, throughput:766
REAL_TEST step:12, travel time:708.9601648351648, q_loss:100, rewards:-84.53649, queue:11.168651, delay:0.1429182, throughput:966
REAL_TEST step:14, travel time:1168.076479076479, q_loss:100, rewards:-173.9494, queue:21.59127, delay:0.25127548, throughput:647
REAL_TEST step:16, travel time:611.1540648095508, q_loss:100, rewards:-39.75049, queue:5.059127, delay:0.10749973, throughput:1277
REAL_TEST step:18, travel time:298.2067039106145, q_loss:100, rewards:-8.142983, queue:1.4361111, delay:0.038145866, throughput:1581
REAL_TEST step:20, travel time:1515.5076923076922, q_loss:100, rewards:-47.15003, queue:6.401984, delay:0.07890391, throughput:396
REAL_TEST step:22, travel time:366.52893518518516, q_loss:100, rewards:-15.64308, queue:2.4170635, delay:0.09888564, throughput:1505
REAL_TEST step:24, travel time:153.86626916524702, q_loss:100, rewards:-2.9948893, queue:0.46984127, delay:0.038818672, throughput:2216
REAL_TEST step:26, travel time:408.84728804634017, q_loss:100, rewards:-75.10715, queue:9.895635, delay:0.10061597, throughput:1471
REAL_TEST step:28, travel time:706.7141645462256, q_loss:100, rewards:-23.564348, queue:3.1440477, delay:0.033078786, throughput:835
REAL_TEST step:30, travel time:747.9894050529747, q_loss:100, rewards:-63.65234, queue:7.9099207, delay:0.10628434, throughput:775
REAL_TEST step:32, travel time:1096.9354066985645, q_loss:100, rewards:-45.758137, queue:5.2452383, delay:0.095103756, throughput:744
REAL_TEST step:34, travel time:711.0487972508591, q_loss:100, rewards:-49.154873, queue:6.145238, delay:0.10568894, throughput:965
REAL_TEST step:36, travel time:885.7724550898204, q_loss:100, rewards:-68.29149, queue:8.513492, delay:0.16520903, throughput:879
REAL_TEST step:38, travel time:703.0255102040817, q_loss:100, rewards:-20.428215, queue:2.690873, delay:0.07672146, throughput:897
REAL_TEST step:40, travel time:727.8552932216298, q_loss:100, rewards:-51.78153, queue:6.5519843, delay:0.08953151, throughput:847
REAL_TEST step:42, travel time:824.98712998713, q_loss:100, rewards:-52.551952, queue:6.5876985, delay:0.11596866, throughput:938
REAL_TEST step:44, travel time:928.5008818342152, q_loss:100, rewards:-55.346104, queue:6.3849206, delay:0.09503568, throughput:704
REAL_TEST step:46, travel time:343.7774946921444, q_loss:100, rewards:-24.716179, queue:3.415476, delay:0.110528275, throughput:2139
REAL_TEST step:48, travel time:897.43857331572, q_loss:100, rewards:-64.043015, queue:7.707143, delay:0.117247604, throughput:925
REAL_TEST step:50, travel time:879.1880064829821, q_loss:100, rewards:-46.77918, queue:6.7781744, delay:0.14245494, throughput:786
REAL_TEST step:52, travel time:845.631412786109, q_loss:100, rewards:-63.208084, queue:7.8619046, delay:0.082217254, throughput:818
REAL_TEST step:54, travel time:886.9484126984127, q_loss:100, rewards:-43.503326, queue:5.3, delay:0.10360815, throughput:859
