MORLGrid: 16 grid policies
SIM_TRAIN step:0, travel time:55.72428571428571, q_loss:0, rewards:-8.945692, queue:1.5444444, delay:0.1724959, throughput:2790, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:1, travel time:76.38392857142857, q_loss:0, rewards:-27.04403, queue:4.7314816, delay:0.20248371, throughput:2770, raw_metrics:{'fairness': 50.333}
SIM_TRAIN step:2, travel time:70.71760085683684, q_loss:555.90955, rewards:-28.836117, queue:5.1546297, delay:0.21693212, throughput:2785, raw_metrics:{'fairness': 62.667}
SIM_TRAIN step:3, travel time:392.33702249196716, q_loss:64.81748, rewards:-103.21168, queue:19.21574, delay:0.38623053, throughput:2215, raw_metrics:{'fairness': 140.0}
SIM_TRAIN step:4, travel time:77.7037830121342, q_loss:2.4118662, rewards:-26.390972, queue:4.94537, delay:0.22947705, throughput:2783, raw_metrics:{'fairness': 49.0}
SIM_TRAIN step:5, travel time:74.9025, q_loss:0.8204299, rewards:-23.952085, queue:4.3324075, delay:0.21082652, throughput:2781, raw_metrics:{'fairness': 72.0}
SIM_TRAIN step:6, travel time:75.46071428571429, q_loss:0.8085272, rewards:-29.164305, queue:5.2796297, delay:0.23602173, throughput:2781, raw_metrics:{'fairness': 42.667}
SIM_TRAIN step:7, travel time:82.39392857142857, q_loss:0.79704994, rewards:-28.330696, queue:4.9694443, delay:0.22667526, throughput:2770, raw_metrics:{'fairness': 57.333}
SIM_TRAIN step:8, travel time:72.4125, q_loss:0.8040101, rewards:-27.680836, queue:4.8425927, delay:0.22722802, throughput:2783, raw_metrics:{'fairness': 56.0}
REAL_TRAIN step:1, travel time:682.1659597030753, q_loss:100, rewards:-279.5526, queue:40.420372, delay:0.71269476, throughput:1255, R_real:-1.4024, components:{'queue': 1.167, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'ssm_conflicts': 0.236, 'collisions': 0.0}, raw_metrics:{'fairness': 124.333, 'emission': 960.807, 'fuel': 311.488, 'emergency_stops': 1.0, 'collisions': 0.0, 'ssm_conflicts': 424.0}, grid;w=queue=0.2;delay=0.2;waiting=0.2;pressure=0.2;switches=0.2
SIM_TRAIN step:9, travel time:57.081785714285715, q_loss:0, rewards:-9.386252, queue:1.7148148, delay:0.17639418, throughput:2792, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:10, travel time:71.66285714285715, q_loss:0, rewards:-27.988617, queue:4.7601852, delay:0.21684013, throughput:2785, raw_metrics:{'fairness': 51.333}
SIM_TRAIN step:11, travel time:67.8254194930382, q_loss:527.08136, rewards:-26.877913, queue:4.665741, delay:0.20722046, throughput:2782, raw_metrics:{'fairness': 46.333}
SIM_TRAIN step:12, travel time:60.69357142857143, q_loss:57.86672, rewards:-14.577775, queue:2.9666667, delay:0.1929395, throughput:2784, raw_metrics:{'fairness': 8.667}
SIM_TRAIN step:13, travel time:171.9857193859336, q_loss:0.43616116, rewards:-58.34194, queue:12.142592, delay:0.30300492, throughput:2475, raw_metrics:{'fairness': 147.333}
SIM_TRAIN step:14, travel time:547.5471428571428, q_loss:0.006638717, rewards:-94.676956, queue:19.424074, delay:0.352826, throughput:2050, raw_metrics:{'fairness': 210.333}
SIM_TRAIN step:15, travel time:71.80607142857143, q_loss:0.008465656, rewards:-20.007504, queue:3.5296297, delay:0.19134061, throughput:2791, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:16, travel time:67.5255265976437, q_loss:0.0070354855, rewards:-23.20612, queue:3.9907408, delay:0.19073959, throughput:2785, raw_metrics:{'fairness': 39.333}
SIM_TRAIN step:17, travel time:60.55607142857143, q_loss:0.004960192, rewards:-11.782779, queue:2.1157408, delay:0.19327044, throughput:2779, raw_metrics:{'fairness': 52.333}
REAL_TRAIN step:2, travel time:117.0437675070028, q_loss:100, rewards:-52.392227, queue:9.474074, delay:0.42809924, throughput:2754, R_real:-0.6677, components:{'queue': 0.219, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'ssm_conflicts': 0.449, 'collisions': 0.0}, raw_metrics:{'fairness': 10.667, 'emission': 313.326, 'fuel': 101.577, 'emergency_stops': 1.0, 'collisions': 3.0, 'ssm_conflicts': 808.0}, grid;w=queue=1.0
SIM_TRAIN step:18, travel time:66.765, q_loss:0, rewards:-24.393473, queue:4.262963, delay:0.19946377, throughput:2783, raw_metrics:{'fairness': 50.333}
SIM_TRAIN step:19, travel time:68.92609782220636, q_loss:0, rewards:-26.932497, queue:4.711111, delay:0.20833302, throughput:2784, raw_metrics:{'fairness': 53.0}
SIM_TRAIN step:20, travel time:66.07637401855817, q_loss:547.8734, rewards:-24.363752, queue:4.2694445, delay:0.20424172, throughput:2782, raw_metrics:{'fairness': 50.667}
SIM_TRAIN step:21, travel time:93.46321428571429, q_loss:62.21512, rewards:-42.760418, queue:8.376852, delay:0.24663803, throughput:2783, raw_metrics:{'fairness': 27.333}
SIM_TRAIN step:22, travel time:543.0620985010706, q_loss:0.44029742, rewards:-111.71138, queue:23.242592, delay:0.3666235, throughput:2050, raw_metrics:{'fairness': 92.333}
SIM_TRAIN step:23, travel time:146.97892857142858, q_loss:0.022327214, rewards:-32.488476, queue:5.987963, delay:0.24170208, throughput:2785, raw_metrics:{'fairness': 79.0}
SIM_TRAIN step:24, travel time:74.30060692609783, q_loss:0.017383132, rewards:-26.53292, queue:4.5833335, delay:0.1945802, throughput:2767, raw_metrics:{'fairness': 56.0}
SIM_TRAIN step:25, travel time:64.59743040685225, q_loss:0.015352343, rewards:-23.160557, queue:3.9833333, delay:0.1794098, throughput:2783, raw_metrics:{'fairness': 42.333}
SIM_TRAIN step:26, travel time:62.79614423420207, q_loss:0.014495474, rewards:-22.578472, queue:3.910185, delay:0.17327645, throughput:2781, raw_metrics:{'fairness': 36.0}
REAL_TRAIN step:3, travel time:816.6231213872833, q_loss:100, rewards:-324.41513, queue:55.900925, delay:0.77829903, throughput:1049, R_real:-1.6142, components:{'queue': 1.354, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'ssm_conflicts': 0.261, 'collisions': 0.0}, raw_metrics:{'fairness': 76.333, 'emission': 1071.102, 'fuel': 347.245, 'emergency_stops': 2.0, 'collisions': 1.0, 'ssm_conflicts': 469.0}, grid;w=delay=1.0
SIM_TRAIN step:27, travel time:71.49018207782935, q_loss:0, rewards:-24.842644, queue:4.310185, delay:0.2069007, throughput:2785, raw_metrics:{'fairness': 198.333}
SIM_TRAIN step:28, travel time:68.03141735094609, q_loss:0, rewards:-17.503605, queue:2.9842594, delay:0.206037, throughput:2791, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:29, travel time:72.25598000714031, q_loss:555.9397, rewards:-25.67875, queue:4.617593, delay:0.22167666, throughput:2779, raw_metrics:{'fairness': 51.667}
SIM_TRAIN step:30, travel time:498.8957142857143, q_loss:110.44071, rewards:-165.54735, queue:27.658333, delay:0.41464832, throughput:2019, raw_metrics:{'fairness': 169.667}
SIM_TRAIN step:31, travel time:660.55, q_loss:257.38373, rewards:-114.17472, queue:24.337036, delay:0.3461775, throughput:1923, raw_metrics:{'fairness': 146.667}
SIM_TRAIN step:32, travel time:60.893928571428575, q_loss:311.26654, rewards:-18.501947, queue:3.2564814, delay:0.17837943, throughput:2784, raw_metrics:{'fairness': 48.667}
SIM_TRAIN step:33, travel time:68.83511777301928, q_loss:266.45148, rewards:-17.95625, queue:3.125, delay:0.17668463, throughput:2785, raw_metrics:{'fairness': 40.667}
SIM_TRAIN step:34, travel time:55.165, q_loss:188.3476, rewards:-10.762499, queue:1.6842593, delay:0.15657568, throughput:2774, raw_metrics:{'fairness': 61.0}
SIM_TRAIN step:35, travel time:67.07744468236973, q_loss:152.35733, rewards:-21.64528, queue:3.675, delay:0.17767811, throughput:2783, raw_metrics:{'fairness': 54.0}
REAL_TRAIN step:4, travel time:489.21497707590424, q_loss:100, rewards:-91.778755, queue:19.039814, delay:0.442622, throughput:1468, R_real:-0.6273, components:{'queue': 0.384, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'ssm_conflicts': 0.243, 'collisions': 0.0}, raw_metrics:{'fairness': 43.0, 'emission': 437.41, 'fuel': 141.805, 'emergency_stops': 5.0, 'collisions': 0.0, 'ssm_conflicts': 438.0}, grid;w=waiting=1.0
SIM_TRAIN step:36, travel time:70.49928571428572, q_loss:0, rewards:-24.22403, queue:4.1759257, delay:0.20673645, throughput:2790, raw_metrics:{'fairness': 23.667}
SIM_TRAIN step:37, travel time:69.94501963584435, q_loss:0, rewards:-23.605974, queue:4.185185, delay:0.20617701, throughput:2783, raw_metrics:{'fairness': 39.0}
SIM_TRAIN step:38, travel time:70.59478757586577, q_loss:546.1103, rewards:-26.480278, queue:4.55, delay:0.21020924, throughput:2780, raw_metrics:{'fairness': 38.0}
SIM_TRAIN step:39, travel time:77.68964285714286, q_loss:60.742477, rewards:-34.163757, queue:6.5037036, delay:0.22085916, throughput:2783, raw_metrics:{'fairness': 30.333}
SIM_TRAIN step:40, travel time:562.8546428571428, q_loss:0.6640051, rewards:-98.35071, queue:20.266666, delay:0.3691204, throughput:1935, raw_metrics:{'fairness': 161.333}
SIM_TRAIN step:41, travel time:69.72483940042827, q_loss:0.25622678, rewards:-23.474167, queue:3.9777777, delay:0.19841486, throughput:2783, raw_metrics:{'fairness': 44.667}
