MORLGrid: 16 grid policies
SIM_TRAIN step:0, travel time:380.9935675408214, q_loss:0, rewards:-111.35917, queue:73.50833, delay:0.71114624, throughput:1675, raw_metrics:{'fairness': 147.0}
SIM_TRAIN step:1, travel time:389.61850569025233, q_loss:0, rewards:-115.63204, queue:76.28611, delay:0.7101269, throughput:1656, raw_metrics:{'fairness': 135.0}
SIM_TRAIN step:2, travel time:404.56952003958435, q_loss:445.1103, rewards:-113.13832, queue:74.81944, delay:0.7000378, throughput:1683, raw_metrics:{'fairness': 112.0}
SIM_TRAIN step:3, travel time:405.3981206726014, q_loss:69.63335, rewards:-109.69082, queue:72.68611, delay:0.63320535, throughput:1560, raw_metrics:{'fairness': 302.0}
SIM_TRAIN step:4, travel time:478.35428005937655, q_loss:1.7633246, rewards:-118.925804, queue:78.87222, delay:0.7065674, throughput:1693, raw_metrics:{'fairness': 108.0}
SIM_TRAIN step:5, travel time:286.84611578426524, q_loss:0.6660383, rewards:-107.08671, queue:71.05278, delay:0.7186625, throughput:1812, raw_metrics:{'fairness': 142.0}
SIM_TRAIN step:6, travel time:203.28451261751607, q_loss:0.52029544, rewards:-86.835846, queue:57.488888, delay:0.72842306, throughput:1889, raw_metrics:{'fairness': 158.0}
SIM_TRAIN step:7, travel time:381.25086590796633, q_loss:0.52352065, rewards:-122.87373, queue:81.655556, delay:0.6892578, throughput:1637, raw_metrics:{'fairness': 177.0}
SIM_TRAIN step:8, travel time:294.93072736269175, q_loss:0.57537675, rewards:-85.61168, queue:56.694443, delay:0.6873874, throughput:1815, raw_metrics:{'fairness': 131.0}
REAL_TRAIN step:1, travel time:545.1739475774424, q_loss:100, rewards:-260.07025, queue:173.58888, delay:0.6711336, throughput:1003, R_real:-1.6944, components:{'queue': 1.085, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'ssm_conflicts': 0.609, 'collisions': 0.0}, raw_metrics:{'fairness': 314.0, 'emission': 1077.932, 'fuel': 349.458, 'emergency_stops': 2.0, 'collisions': 3.0, 'ssm_conflicts': 1097.0}, grid;w=queue=0.2;delay=0.2;waiting=0.2;pressure=0.2;switches=0.2
SIM_TRAIN step:9, travel time:413.90598713508166, q_loss:0, rewards:-112.07082, queue:73.89167, delay:0.68383217, throughput:1618, raw_metrics:{'fairness': 166.0}
