MORLGrid: 22 grid policies
SIM_TRAIN step:0, travel time:144.1375, q_loss:0, rewards:-10.941112, queue:5.961111, delay:0.37324393, throughput:1873, raw_metrics:{'fairness': 580.0}
SIM_TRAIN step:1, travel time:143.93180635085892, q_loss:0, rewards:-10.840552, queue:5.861111, delay:0.36726993, throughput:1872, raw_metrics:{'fairness': 555.0}
SIM_TRAIN step:2, travel time:144.06979166666667, q_loss:6.0914483, rewards:-10.939997, queue:5.9305553, delay:0.37153748, throughput:1871, raw_metrics:{'fairness': 554.0}
SIM_TRAIN step:3, travel time:183.80520833333333, q_loss:8.909395, rewards:-35.55306, queue:28.033333, delay:0.42892456, throughput:1787, raw_metrics:{'fairness': 570.0}
SIM_TRAIN step:4, travel time:194.82977615825092, q_loss:2.277516, rewards:-38.496387, queue:32.183334, delay:0.5074371, throughput:1857, raw_metrics:{'fairness': 567.0}
SIM_TRAIN step:5, travel time:280.2809573361082, q_loss:0.69724137, rewards:-91.07717, queue:80.48333, delay:0.58398354, throughput:1647, raw_metrics:{'fairness': 524.0}
SIM_TRAIN step:6, travel time:164.04997397188964, q_loss:0.33798316, rewards:-21.96166, queue:16.213888, delay:0.4662941, throughput:1860, raw_metrics:{'fairness': 590.0}
SIM_TRAIN step:7, travel time:153.70015616866215, q_loss:0.20359023, rewards:-16.217785, queue:10.858334, delay:0.4251897, throughput:1865, raw_metrics:{'fairness': 587.0}
SIM_TRAIN step:8, travel time:151.19364914107237, q_loss:0.16199994, rewards:-14.778616, queue:9.555555, delay:0.39175794, throughput:1871, raw_metrics:{'fairness': 601.0}
REAL_TRAIN step:1, travel time:730.7927736450584, q_loss:100, rewards:-355.9445, queue:325.41943, delay:0.6884138, throughput:1349, R_real:-120.7440, components:{'queue': 0.901, 'delay': 0.0, 'waiting': 115.035, 'pressure': 0.0, 'switches': 0.0, 'fairness': 4.808}, raw_metrics:{'fairness': 275.0, 'emission': 2221.391, 'fuel': 720.158, 'emergency_stops': 6.0, 'collisions': 0.0, 'ssm_conflicts': 1325.0}, grid;w=queue=0.167;delay=0.167;waiting=0.167;pressure=0.167;switches=0.167;fairness=0.167
SIM_TRAIN step:9, travel time:143.43779281624154, q_loss:0, rewards:-10.604449, queue:5.647222, delay:0.35843185, throughput:1874, raw_metrics:{'fairness': 542.0}
SIM_TRAIN step:10, travel time:143.8849557522124, q_loss:0, rewards:-10.883884, queue:5.8805556, delay:0.3632134, throughput:1875, raw_metrics:{'fairness': 488.0}
SIM_TRAIN step:11, travel time:144.24479166666666, q_loss:6.9218903, rewards:-11.053334, queue:6.0277777, delay:0.3623647, throughput:1871, raw_metrics:{'fairness': 566.0}
SIM_TRAIN step:12, travel time:240.9005726184279, q_loss:11.449036, rewards:-69.316666, queue:59.341667, delay:0.48959622, throughput:1682, raw_metrics:{'fairness': 579.0}
SIM_TRAIN step:13, travel time:358.5484375, q_loss:4.109609, rewards:-129.83055, queue:116.119446, delay:0.5541098, throughput:1723, raw_metrics:{'fairness': 560.0}
SIM_TRAIN step:14, travel time:219.60572916666666, q_loss:1.387417, rewards:-52.05694, queue:44.694443, delay:0.5325908, throughput:1850, raw_metrics:{'fairness': 481.0}
SIM_TRAIN step:15, travel time:283.44380853277835, q_loss:0.24266031, rewards:-88.04499, queue:76.21667, delay:0.5211452, throughput:1793, raw_metrics:{'fairness': 617.0}
SIM_TRAIN step:16, travel time:188.41614583333333, q_loss:0.11272604, rewards:-35.367504, queue:28.897223, delay:0.49115762, throughput:1851, raw_metrics:{'fairness': 551.0}
SIM_TRAIN step:17, travel time:378.453125, q_loss:0.080361746, rewards:-140.8297, queue:130.38611, delay:0.62102604, throughput:1779, raw_metrics:{'fairness': 598.0}
REAL_TRAIN step:2, travel time:401.5321484579195, q_loss:100, rewards:-180.79161, queue:146.84166, delay:0.5657311, throughput:1678, R_real:-36.9883, components:{'queue': 0.433, 'delay': 0.0, 'waiting': 30.908, 'pressure': 0.0, 'switches': 0.0, 'fairness': 5.646}, raw_metrics:{'fairness': 301.0, 'emission': 1302.373, 'fuel': 422.218, 'emergency_stops': 8.0, 'collisions': 0.0, 'ssm_conflicts': 1264.0}, grid;w=queue=1.0
SIM_TRAIN step:18, travel time:144.48854166666666, q_loss:0, rewards:-11.12333, queue:6.0972223, delay:0.37192664, throughput:1874, raw_metrics:{'fairness': 540.0}
SIM_TRAIN step:19, travel time:143.92868297761584, q_loss:0, rewards:-10.7997265, queue:5.861111, delay:0.36532652, throughput:1873, raw_metrics:{'fairness': 534.0}
SIM_TRAIN step:20, travel time:144.3548387096774, q_loss:7.068475, rewards:-11.232782, queue:6.138889, delay:0.36758953, throughput:1870, raw_metrics:{'fairness': 606.0}
SIM_TRAIN step:21, travel time:181.05830296720458, q_loss:10.654776, rewards:-33.9961, queue:26.45, delay:0.44145316, throughput:1788, raw_metrics:{'fairness': 498.0}
SIM_TRAIN step:22, travel time:353.71004685059864, q_loss:5.0766983, rewards:-129.2145, queue:115.40278, delay:0.5629245, throughput:1685, raw_metrics:{'fairness': 493.0}
SIM_TRAIN step:23, travel time:247.9390942217595, q_loss:1.5525026, rewards:-68.579956, queue:59.944443, delay:0.5506208, throughput:1801, raw_metrics:{'fairness': 588.0}
SIM_TRAIN step:24, travel time:271.9281624154086, q_loss:0.33276138, rewards:-85.29222, queue:74.84722, delay:0.55479157, throughput:1682, raw_metrics:{'fairness': 494.0}
SIM_TRAIN step:25, travel time:483.1608537220198, q_loss:0.10870817, rewards:-199.00221, queue:180.25833, delay:0.58465827, throughput:1670, raw_metrics:{'fairness': 507.0}
