MORLGrid: 16 grid policies
SIM_TRAIN step:0, travel time:77.20560314887706, q_loss:0, rewards:-30.35333, queue:2.386979, delay:0.22305319, throughput:21317, raw_metrics:{'fairness': 584.25}
SIM_TRAIN step:1, travel time:77.38482911919978, q_loss:0, rewards:-30.63112, queue:2.4288194, delay:0.22666109, throughput:21328, raw_metrics:{'fairness': 272.5}
SIM_TRAIN step:2, travel time:77.49321413682894, q_loss:6.173381, rewards:-31.411938, queue:2.4345486, delay:0.22168791, throughput:21327, raw_metrics:{'fairness': 257.75}
SIM_TRAIN step:3, travel time:370.4156553960167, q_loss:56.67131, rewards:-287.73584, queue:66.32622, delay:0.37718752, throughput:17629, raw_metrics:{'fairness': 585.5}
SIM_TRAIN step:4, travel time:239.81743238236385, q_loss:67.639885, rewards:-277.73944, queue:50.55347, delay:0.370843, throughput:20209, raw_metrics:{'fairness': 1024.0}
SIM_TRAIN step:5, travel time:158.7954987496527, q_loss:27.403475, rewards:-264.32663, queue:24.534895, delay:0.32179442, throughput:20455, raw_metrics:{'fairness': 483.062}
SIM_TRAIN step:6, travel time:204.47652125590443, q_loss:20.223806, rewards:-251.62161, queue:36.210415, delay:0.3431781, throughput:20027, raw_metrics:{'fairness': 1045.75}
SIM_TRAIN step:7, travel time:148.78048893416056, q_loss:18.40606, rewards:-266.75537, queue:23.681944, delay:0.30175367, throughput:20851, raw_metrics:{'fairness': 587.625}
SIM_TRAIN step:8, travel time:147.2587636026858, q_loss:18.219448, rewards:-165.8709, queue:15.738368, delay:0.28907382, throughput:20620, raw_metrics:{'fairness': 837.062}
REAL_TRAIN step:1, travel time:187.91828179711, q_loss:100, rewards:-435.79233, queue:35.37014, delay:0.32481396, throughput:18929, R_real:-6.7192, components:{'queue': 1.901, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'ssm_conflicts': 4.818, 'collisions': 0.0}, raw_metrics:{'fairness': 179.562, 'emission': 6808.343, 'fuel': 2207.201, 'emergency_stops': 82.0, 'collisions': 4.0, 'ssm_conflicts': 8672.0}, grid;w=queue=0.2;delay=0.2;waiting=0.2;pressure=0.2;switches=0.2
SIM_TRAIN step:9, travel time:77.15654952076677, q_loss:0, rewards:-29.899729, queue:2.335243, delay:0.2202529, throughput:21333, raw_metrics:{'fairness': 165.875}
SIM_TRAIN step:10, travel time:77.16090782769801, q_loss:0, rewards:-30.13667, queue:2.3519096, delay:0.2234918, throughput:21338, raw_metrics:{'fairness': 403.125}
SIM_TRAIN step:11, travel time:79.06648763774423, q_loss:7.067435, rewards:-32.055546, queue:3.140104, delay:0.22386211, throughput:21180, raw_metrics:{'fairness': 837.875}
SIM_TRAIN step:12, travel time:334.24541411895495, q_loss:58.185814, rewards:-363.9311, queue:64.44444, delay:0.36717385, throughput:17276, raw_metrics:{'fairness': 1183.625}
SIM_TRAIN step:13, travel time:600.2339430423709, q_loss:65.91905, rewards:-845.31824, queue:134.55972, delay:0.5191293, throughput:15772, raw_metrics:{'fairness': 1173.625}
SIM_TRAIN step:14, travel time:676.3371473572057, q_loss:32.794308, rewards:-864.1196, queue:139.78923, delay:0.46706378, throughput:14381, raw_metrics:{'fairness': 953.125}
SIM_TRAIN step:15, travel time:405.9358006392144, q_loss:13.6778555, rewards:-618.98267, queue:83.06632, delay:0.39069745, throughput:16781, raw_metrics:{'fairness': 903.562}
SIM_TRAIN step:16, travel time:592.9563646470261, q_loss:10.853024, rewards:-741.59375, queue:109.57604, delay:0.43663734, throughput:16542, raw_metrics:{'fairness': 843.25}
SIM_TRAIN step:17, travel time:512.5333055401148, q_loss:9.594003, rewards:-786.8419, queue:98.067184, delay:0.4418857, throughput:17040, raw_metrics:{'fairness': 1041.875}
REAL_TRAIN step:2, travel time:481.2817522483319, q_loss:100, rewards:-774.1856, queue:95.56458, delay:0.4049702, throughput:13580, R_real:-9.4046, components:{'queue': 4.934, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'ssm_conflicts': 4.471, 'collisions': 0.0}, raw_metrics:{'fairness': 186.188, 'emission': 13434.48, 'fuel': 4355.364, 'emergency_stops': 59.0, 'collisions': 2.0, 'ssm_conflicts': 8047.0}, grid;w=queue=1.0
SIM_TRAIN step:18, travel time:77.23972031857751, q_loss:0, rewards:-30.867773, queue:2.3892362, delay:0.22217184, throughput:21329, raw_metrics:{'fairness': 422.688}
SIM_TRAIN step:19, travel time:77.17362108090585, q_loss:0, rewards:-30.316929, queue:2.3722222, delay:0.22260801, throughput:21330, raw_metrics:{'fairness': 464.812}
SIM_TRAIN step:20, travel time:77.56233790292701, q_loss:6.07739, rewards:-31.847221, queue:2.4520833, delay:0.22050355, throughput:21311, raw_metrics:{'fairness': 480.0}
SIM_TRAIN step:21, travel time:397.0602565883933, q_loss:44.537605, rewards:-310.9553, queue:71.98906, delay:0.38470367, throughput:16991, raw_metrics:{'fairness': 1172.438}
SIM_TRAIN step:22, travel time:626.7433534043539, q_loss:71.519485, rewards:-704.2946, queue:131.67656, delay:0.47849473, throughput:15503, raw_metrics:{'fairness': 914.062}
SIM_TRAIN step:23, travel time:703.4855461873436, q_loss:39.64759, rewards:-785.6104, queue:138.57709, delay:0.49540186, throughput:13689, raw_metrics:{'fairness': 852.688}
SIM_TRAIN step:24, travel time:493.95219787854927, q_loss:40.172585, rewards:-602.5923, queue:102.714584, delay:0.4644211, throughput:17350, raw_metrics:{'fairness': 1428.938}
SIM_TRAIN step:25, travel time:696.1650224630633, q_loss:21.894825, rewards:-705.4283, queue:133.15347, delay:0.48356822, throughput:13814, raw_metrics:{'fairness': 864.75}
SIM_TRAIN step:26, travel time:467.6727171698463, q_loss:15.284996, rewards:-510.7613, queue:99.70608, delay:0.45777118, throughput:16875, raw_metrics:{'fairness': 1111.25}
