MORLGrid: 22 grid policies
SIM_TRAIN step:0, travel time:470.7543565683646, q_loss:0, rewards:-52.007225, queue:3.078993, delay:0.10654361, throughput:2784, raw_metrics:{'fairness': 71.625}
SIM_TRAIN step:1, travel time:478.4441837076768, q_loss:0, rewards:-52.255566, queue:3.0998263, delay:0.1067447, throughput:2791, raw_metrics:{'fairness': 75.062}
SIM_TRAIN step:2, travel time:470.4574396782842, q_loss:0.8258727, rewards:-54.445553, queue:3.234896, delay:0.10991756, throughput:2796, raw_metrics:{'fairness': 90.562}
SIM_TRAIN step:3, travel time:533.2532663316583, q_loss:0.21621118, rewards:-133.30917, queue:8.158334, delay:0.16287476, throughput:2824, raw_metrics:{'fairness': 72.75}
SIM_TRAIN step:4, travel time:537.916890080429, q_loss:0.07871055, rewards:-159.09138, queue:9.802952, delay:0.1655624, throughput:2871, raw_metrics:{'fairness': 45.688}
SIM_TRAIN step:5, travel time:496.80837520938024, q_loss:0.05640475, rewards:-126.561104, queue:7.7677083, delay:0.1491119, throughput:2891, raw_metrics:{'fairness': 63.5}
SIM_TRAIN step:6, travel time:445.1102916526986, q_loss:0.048145145, rewards:-97.84166, queue:5.9729166, delay:0.1437837, throughput:2889, raw_metrics:{'fairness': 84.625}
SIM_TRAIN step:7, travel time:422.2151474530831, q_loss:0.05645593, rewards:-80.66723, queue:4.9151044, delay:0.14103168, throughput:2915, raw_metrics:{'fairness': 54.938}
SIM_TRAIN step:8, travel time:441.63157894736844, q_loss:0.12555628, rewards:-103.5375, queue:6.3598957, delay:0.14510572, throughput:2928, raw_metrics:{'fairness': 70.938}
REAL_TRAIN step:1, travel time:525.4009386523634, q_loss:100, rewards:-210.99084, queue:13.058854, delay:0.18615618, throughput:2444, R_real:-136.2053, components:{'queue': 0.871, 'delay': 0.0, 'waiting': 107.53, 'pressure': 0.0, 'switches': 0.0, 'fairness': 27.805}, raw_metrics:{'fairness': 70.562, 'emission': 2510.106, 'fuel': 813.755, 'emergency_stops': 66.0, 'collisions': 7.0, 'ssm_conflicts': 1707.0}, grid;w=queue=0.167;delay=0.167;waiting=0.167;pressure=0.167;switches=0.167;fairness=0.167
SIM_TRAIN step:9, travel time:484.96548257372655, q_loss:0, rewards:-55.419174, queue:3.2982638, delay:0.10522055, throughput:2779, raw_metrics:{'fairness': 56.188}
SIM_TRAIN step:10, travel time:480.6094535702313, q_loss:0, rewards:-60.994175, queue:3.6373265, delay:0.11068868, throughput:2770, raw_metrics:{'fairness': 77.938}
SIM_TRAIN step:11, travel time:474.0915186054308, q_loss:0.94721305, rewards:-58.283073, queue:3.4690971, delay:0.10951355, throughput:2802, raw_metrics:{'fairness': 73.188}
SIM_TRAIN step:12, travel time:702.9648123324397, q_loss:0.31002766, rewards:-264.6714, queue:16.431423, delay:0.18950754, throughput:2639, raw_metrics:{'fairness': 149.375}
SIM_TRAIN step:13, travel time:1035.887361716393, q_loss:0.20857604, rewards:-527.2778, queue:32.890102, delay:0.21128745, throughput:2353, raw_metrics:{'fairness': 123.0}
SIM_TRAIN step:14, travel time:781.5309882747068, q_loss:0.1400818, rewards:-357.8042, queue:22.288889, delay:0.20583478, throughput:2666, raw_metrics:{'fairness': 128.875}
SIM_TRAIN step:15, travel time:793.6738183037211, q_loss:0.08039858, rewards:-288.47217, queue:17.919445, delay:0.17749526, throughput:2411, raw_metrics:{'fairness': 102.75}
SIM_TRAIN step:16, travel time:713.2033500837521, q_loss:0.06506016, rewards:-258.95746, queue:16.067362, delay:0.17376071, throughput:2432, raw_metrics:{'fairness': 97.562}
SIM_TRAIN step:17, travel time:610.4472008045592, q_loss:0.036558647, rewards:-162.98305, queue:10.043229, delay:0.16435933, throughput:2649, raw_metrics:{'fairness': 137.875}
REAL_TRAIN step:2, travel time:729.2065035199464, q_loss:100, rewards:-423.44504, queue:26.35486, delay:0.22450387, throughput:2015, R_real:-241.3386, components:{'queue': 1.757, 'delay': 0.0, 'waiting': 191.317, 'pressure': 0.0, 'switches': 0.0, 'fairness': 48.264}, raw_metrics:{'fairness': 132.562, 'emission': 3427.837, 'fuel': 1111.278, 'emergency_stops': 58.0, 'collisions': 14.0, 'ssm_conflicts': 2184.0}, grid;w=queue=1.0
SIM_TRAIN step:18, travel time:482.1304056319142, q_loss:0, rewards:-55.6414, queue:3.3163195, delay:0.108664215, throughput:2789, raw_metrics:{'fairness': 76.0}
SIM_TRAIN step:19, travel time:464.88367415353673, q_loss:0, rewards:-52.31722, queue:3.1003473, delay:0.107349, throughput:2798, raw_metrics:{'fairness': 76.625}
SIM_TRAIN step:20, travel time:469.31880657056655, q_loss:0.8875125, rewards:-54.68945, queue:3.2486112, delay:0.10820366, throughput:2810, raw_metrics:{'fairness': 73.625}
SIM_TRAIN step:21, travel time:706.5239691585653, q_loss:0.2284398, rewards:-253.77165, queue:15.734722, delay:0.17486313, throughput:2506, raw_metrics:{'fairness': 141.812}
SIM_TRAIN step:22, travel time:925.3316582914573, q_loss:0.106281824, rewards:-402.33636, queue:25.06545, delay:0.202577, throughput:2335, raw_metrics:{'fairness': 129.75}
SIM_TRAIN step:23, travel time:862.5414012738853, q_loss:0.056510407, rewards:-350.2105, queue:21.793404, delay:0.19199446, throughput:2348, raw_metrics:{'fairness': 113.5}
SIM_TRAIN step:24, travel time:867.8323835065371, q_loss:0.043295406, rewards:-368.72885, queue:22.952257, delay:0.18065026, throughput:2302, raw_metrics:{'fairness': 94.062}
SIM_TRAIN step:25, travel time:874.2374413931681, q_loss:0.51617277, rewards:-321.81497, queue:20.006598, delay:0.16195472, throughput:2313, raw_metrics:{'fairness': 127.625}
SIM_TRAIN step:26, travel time:873.5026809651474, q_loss:0.19825529, rewards:-395.98276, queue:24.651735, delay:0.15362775, throughput:2276, raw_metrics:{'fairness': 70.375}
REAL_TRAIN step:3, travel time:1062.9419858683525, q_loss:100, rewards:-647.9962, queue:40.47552, delay:0.20876713, throughput:1389, R_real:-494.7978, components:{'queue': 2.698, 'delay': 0.0, 'waiting': 452.109, 'pressure': 0.0, 'switches': 0.0, 'fairness': 39.991}, raw_metrics:{'fairness': 111.312, 'emission': 4437.81, 'fuel': 1438.707, 'emergency_stops': 26.0, 'collisions': 7.0, 'ssm_conflicts': 2047.0}, grid;w=delay=1.0
SIM_TRAIN step:27, travel time:476.7456434316354, q_loss:0, rewards:-53.446392, queue:3.176736, delay:0.10959922, throughput:2794, raw_metrics:{'fairness': 90.0}
SIM_TRAIN step:28, travel time:479.142091152815, q_loss:0, rewards:-51.77334, queue:3.0647569, delay:0.106222674, throughput:2792, raw_metrics:{'fairness': 80.312}
SIM_TRAIN step:29, travel time:464.2268766756032, q_loss:0.9287821, rewards:-50.36, queue:2.9776042, delay:0.10773004, throughput:2827, raw_metrics:{'fairness': 77.5}
