Oblivious-Q baseline (prediction disabled, env delay still applied): m=0 decision(s) of assumed delay (sim_delay=0, real_delay=30)
replay_curve: 99 checkpoints from data/output_data/sim2real_actions/cityflow_dqn/cologne3/action_delay_optimized_s0_oblivious_q_s0/model/cologne3_setting1_dqn_oblivious_q -> eval real_setting=setting2
REAL_TEST step:3, travel time:568.4563017479301, q_loss:100, rewards:-227.04791666666668, queue:37.99629629629629, delay:0.5841342502170139, throughput:1589, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:6, travel time:596.0084557187361, q_loss:100, rewards:-235.43930121527777, queue:38.35462962962963, delay:0.6235321044921875, throughput:1592, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:9, travel time:630.0711391265196, q_loss:100, rewards:-243.2505642361111, queue:40.44166666666667, delay:0.6482961018880208, throughput:1528, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:12, travel time:621.1606101390759, q_loss:100, rewards:-261.82217881944445, queue:42.32592592592592, delay:0.6285700480143229, throughput:1574, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:15, travel time:608.3454627133873, q_loss:100, rewards:-255.64236111111111, queue:40.39074074074074, delay:0.6267108493381076, throughput:1596, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:18, travel time:603.3952042628774, q_loss:100, rewards:-232.37862413194443, queue:37.30740740740741, delay:0.6065546671549479, throughput:1615, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:21, travel time:538.0330228619814, q_loss:100, rewards:-242.0068359375, queue:37.68518518518518, delay:0.6138372915762442, throughput:1746, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:24, travel time:461.7577689243028, q_loss:100, rewards:-221.8148654513889, queue:36.21574074074074, delay:0.5748642532913774, throughput:2259, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:27, travel time:582.0089475926715, q_loss:100, rewards:-249.30288628472223, queue:39.25092592592593, delay:0.6410595929181134, throughput:1714, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:30, travel time:585.3892889288929, q_loss:100, rewards:-226.13374565972222, queue:37.9787037037037, delay:0.601455236364294, throughput:1674, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:33, travel time:643.8257679963319, q_loss:100, rewards:-272.68096788194447, queue:43.53981481481482, delay:0.7094031439887153, throughput:1510, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:36, travel time:453.6123642439432, q_loss:100, rewards:-201.5056857638889, queue:33.806481481481484, delay:0.5663907651548032, throughput:1929, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:39, travel time:440.7417380660955, q_loss:100, rewards:-196.57541232638889, queue:32.43888888888889, delay:0.5620860347041378, throughput:2011, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:42, travel time:584.5280636108513, q_loss:100, rewards:-195.40234375, queue:31.80185185185185, delay:0.6145569977936921, throughput:1546, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:45, travel time:410.9609814963797, q_loss:100, rewards:-185.57595486111111, queue:30.617592592592594, delay:0.5355360808195891, throughput:2093, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:48, travel time:543.3971441320839, q_loss:100, rewards:-213.42947048611111, queue:36.28981481481482, delay:0.5812108922887731, throughput:1652, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:51, travel time:602.6850250341374, q_loss:100, rewards:-240.6779296875, queue:40.23888888888889, delay:0.641665705928096, throughput:1561, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:54, travel time:663.0870827285921, q_loss:100, rewards:-236.18817274305556, queue:40.117592592592594, delay:0.6328183774594908, throughput:1439, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:57, travel time:466.87626364739185, q_loss:100, rewards:-204.02374131944444, queue:33.98518518518519, delay:0.5691059253833912, throughput:2014, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:60, travel time:389.3348088531187, q_loss:100, rewards:-162.97515190972223, queue:26.83425925925926, delay:0.5335034405743634, throughput:2253, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:63, travel time:490.64005293339216, q_loss:100, rewards:-151.15636935763888, queue:26.837962962962962, delay:0.5335285328052662, throughput:1719, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:66, travel time:393.630099009901, q_loss:100, rewards:-169.9009548611111, queue:28.800925925925927, delay:0.5483097782841435, throughput:2252, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:69, travel time:565.4488120950324, q_loss:100, rewards:-179.48263888888889, queue:28.58888888888889, delay:0.5563459043149594, throughput:1709, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:72, travel time:520.0722148833113, q_loss:100, rewards:-162.489453125, queue:28.243518518518517, delay:0.5561003508391203, throughput:1749, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:75, travel time:273.53299120234607, q_loss:100, rewards:-147.29849175347223, queue:24.538888888888888, delay:0.5348511307327836, throughput:2362, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:78, travel time:568.510425716768, q_loss:100, rewards:-184.58055555555555, queue:31.533333333333335, delay:0.5904412163628472, throughput:1647, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
