MORLGrid: 16 grid policies
SIM_TRAIN step:0, travel time:173.53398947127488, q_loss:0, rewards:-34.121346, queue:7.9555554, delay:0.53176594, throughput:4225, raw_metrics:{'fairness': 181.667}
SIM_TRAIN step:1, travel time:181.51613641565575, q_loss:0, rewards:-33.37509, queue:7.762963, delay:0.53122985, throughput:4154, raw_metrics:{'fairness': 1297.667}
SIM_TRAIN step:2, travel time:167.23821510297483, q_loss:5.848392, rewards:-31.957647, queue:7.5194445, delay:0.5283824, throughput:4228, raw_metrics:{'fairness': 184.667}
SIM_TRAIN step:3, travel time:256.6400457665904, q_loss:0.8285936, rewards:-117.66028, queue:34.567593, delay:0.5636624, throughput:4014, raw_metrics:{'fairness': 553.333}
SIM_TRAIN step:4, travel time:358.85263157894735, q_loss:0.25353625, rewards:-51.914387, queue:12.875926, delay:0.56576777, throughput:3864, raw_metrics:{'fairness': 1305.667}
SIM_TRAIN step:5, travel time:143.96864271000229, q_loss:0.16729264, rewards:-31.76722, queue:7.6981483, delay:0.5610589, throughput:4302, raw_metrics:{'fairness': 327.667}
SIM_TRAIN step:6, travel time:138.53113553113553, q_loss:0.11040279, rewards:-26.65398, queue:6.2712965, delay:0.5658344, throughput:4289, raw_metrics:{'fairness': 693.0}
SIM_TRAIN step:7, travel time:147.7672236209659, q_loss:0.08810677, rewards:-35.84306, queue:8.822222, delay:0.557094, throughput:4294, raw_metrics:{'fairness': 528.0}
SIM_TRAIN step:8, travel time:137.7450262977361, q_loss:0.069009066, rewards:-25.9632, queue:6.32037, delay:0.56557024, throughput:4285, raw_metrics:{'fairness': 982.0}
REAL_TRAIN step:1, travel time:172.15779816513762, q_loss:100, rewards:-38.994473, queue:10.605556, delay:0.61678684, throughput:4121, R_real:-3.4823, components:{'queue': 0.333, 'delay': 1.85, 'waiting': 1.299, 'pressure': 0.0, 'switches': 0.0}, raw_metrics:{'fairness': 618.667, 'emission': 1424.603, 'fuel': 461.84, 'emergency_stops': 11.0, 'collisions': 0.0, 'ssm_conflicts': 1281.0}, grid;w=queue=0.2;delay=0.2;waiting=0.2;pressure=0.2;switches=0.2
SIM_TRAIN step:9, travel time:176.96154726482033, q_loss:0, rewards:-34.766296, queue:8.215741, delay:0.5215977, throughput:4185, raw_metrics:{'fairness': 1434.0}
SIM_TRAIN step:10, travel time:168.4562728937729, q_loss:0, rewards:-34.734222, queue:8.222222, delay:0.5359909, throughput:4201, raw_metrics:{'fairness': 175.333}
SIM_TRAIN step:11, travel time:201.1353021978022, q_loss:5.9583497, rewards:-36.03732, queue:8.714815, delay:0.5203411, throughput:4153, raw_metrics:{'fairness': 806.0}
SIM_TRAIN step:12, travel time:333.15175097276267, q_loss:0.88243514, rewards:-254.44553, queue:77.60555, delay:0.6583946, throughput:3883, raw_metrics:{'fairness': 2158.0}
SIM_TRAIN step:13, travel time:611.3340961098398, q_loss:0.20104757, rewards:-294.46957, queue:86.17685, delay:0.67679435, throughput:3377, raw_metrics:{'fairness': 1402.0}
SIM_TRAIN step:14, travel time:504.5604118993135, q_loss:0.7948364, rewards:-248.14449, queue:72.86667, delay:0.6884875, throughput:3508, raw_metrics:{'fairness': 1324.667}
SIM_TRAIN step:15, travel time:469.6314946211948, q_loss:2.1164703, rewards:-168.25917, queue:48.910187, delay:0.62213844, throughput:3615, raw_metrics:{'fairness': 2119.667}
SIM_TRAIN step:16, travel time:452.44508009153316, q_loss:3.452048, rewards:-173.67567, queue:50.11111, delay:0.6390884, throughput:3663, raw_metrics:{'fairness': 1241.667}
SIM_TRAIN step:17, travel time:314.9571984435798, q_loss:3.216084, rewards:-117.91255, queue:33.212963, delay:0.6322341, throughput:3983, raw_metrics:{'fairness': 1222.667}
REAL_TRAIN step:2, travel time:732.6064388961893, q_loss:100, rewards:-339.09073, queue:97.77037, delay:0.67129266, throughput:2143, R_real:-181.2082, components:{'queue': 2.835, 'delay': 2.014, 'waiting': 176.359, 'pressure': 0.0, 'switches': 0.0}, raw_metrics:{'fairness': 490.333, 'emission': 3560.33, 'fuel': 1154.234, 'emergency_stops': 6.0, 'collisions': 0.0, 'ssm_conflicts': 1089.0}, grid;w=queue=1.0
SIM_TRAIN step:18, travel time:171.5399404898146, q_loss:0, rewards:-34.394253, queue:8.126852, delay:0.5453871, throughput:4222, raw_metrics:{'fairness': 1241.333}
