PRLight neighbor topology (radius=600): {0: [2, 11], 1: [2, 6], 2: [0, 1], 3: [2, 7, 13], 4: [5], 5: [4, 15], 6: [1], 7: [8], 8: [7, 9], 9: [8, 10], 10: [9], 11: [0, 12], 12: [11, 13], 13: [12, 14], 14: [13], 15: [5, 14]}
PRLight (one-shot neighbor-aware prediction): m=2 decision(s) of assumed delay (sim_delay=20, real_delay=40)
replay_curve: 99 checkpoints from data/output_data/sim2real_actions/cityflow_presslight/tempe_16/action_delay_optimized_s0_prlight_s0/model/tempe_16_setting1_presslight_prlight -> eval real_setting=setting3
REAL_TEST step:3, travel time:433.32897927689595, q_loss:100, rewards:-783.8967013888889, queue:89.37881944444445, delay:0.48696852789984807, throughput:14450, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:6, travel time:289.290348908386, q_loss:100, rewards:-488.11493055555553, queue:56.7078125, delay:0.45218336317274305, throughput:16522, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:9, travel time:161.1103627441547, q_loss:100, rewards:-354.97447916666664, queue:27.878125, delay:0.4182882520887587, throughput:19336, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:12, travel time:148.69953497200342, q_loss:100, rewards:-344.42369791666664, queue:26.470659722222223, delay:0.41554400126139324, throughput:19961, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:15, travel time:157.44957190538383, q_loss:100, rewards:-401.7880642361111, queue:28.366145833333334, delay:0.42379582722981773, throughput:19581, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:18, travel time:161.49075384470234, q_loss:100, rewards:-369.6225694444444, queue:30.530208333333334, delay:0.43581636216905384, throughput:19840, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:21, travel time:173.3544327931363, q_loss:100, rewards:-313.73639322916665, queue:30.487152777777776, delay:0.40544170803493923, throughput:19699, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:24, travel time:157.40392418962142, q_loss:100, rewards:-324.27191840277777, queue:27.6125, delay:0.3776941935221354, throughput:19720, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:27, travel time:157.77421804546964, q_loss:100, rewards:-336.92265625, queue:28.45347222222222, delay:0.4012357076009115, throughput:19775, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:30, travel time:168.44812362030905, q_loss:100, rewards:-392.10338541666664, queue:31.965625, delay:0.4085335625542535, throughput:19448, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:33, travel time:145.1866347305389, q_loss:100, rewards:-301.5043836805556, queue:23.76736111111111, delay:0.3850648244222005, throughput:19856, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
