Loading cached latent encoders from pretrained/darla/presslight/cologne1
replay_curve: 99 checkpoints from data/output_data/sim2real_observations/cityflow_presslight/cologne1/baseline_v1_darla_s0/model/cologne1_noise5_presslight_latent_observation -> eval real_setting=combine2
REAL_TEST step:2, travel time:2646.265671641791, q_loss:100, rewards:-191.50916, queue:155.25993, delay:1.2818551, throughput:51
REAL_TEST step:4, travel time:367.75, q_loss:100, rewards:-57.12084, queue:54.346638, delay:1.3452756, throughput:1007
REAL_TEST step:6, travel time:454.030198446937, q_loss:100, rewards:-140.63254, queue:142.21043, delay:1.5082643, throughput:1005
REAL_TEST step:8, travel time:340.1254946297343, q_loss:100, rewards:-155.84862, queue:90.11389, delay:1.2459072, throughput:1597
REAL_TEST step:10, travel time:65.5106699751861, q_loss:100, rewards:-25.443329, queue:22.544127, delay:1.5217278, throughput:1995
REAL_TEST step:12, travel time:67.65421026407573, q_loss:100, rewards:-27.005842, queue:23.404367, delay:1.4709542, throughput:1980
REAL_TEST step:14, travel time:62.57504970178926, q_loss:100, rewards:-23.588894, queue:20.552813, delay:1.4991621, throughput:1981
REAL_TEST step:16, travel time:76.72740814299901, q_loss:100, rewards:-32.242764, queue:16.919027, delay:0.93144894, throughput:1988
REAL_TEST step:18, travel time:61.121091811414395, q_loss:100, rewards:-22.097784, queue:18.824005, delay:1.383886, throughput:1997
REAL_TEST step:20, travel time:82.99494183105716, q_loss:100, rewards:-32.460003, queue:16.11481, delay:1.0965242, throughput:1935
REAL_TEST step:22, travel time:59.79354838709678, q_loss:100, rewards:-21.06694, queue:18.299408, delay:1.4177129, throughput:1992
REAL_TEST step:24, travel time:57.345409429280394, q_loss:100, rewards:-20.90138, queue:17.845396, delay:1.4157208, throughput:1993
REAL_TEST step:26, travel time:64.67481296758105, q_loss:100, rewards:-25.341957, queue:15.760555, delay:1.0506647, throughput:1978
REAL_TEST step:28, travel time:62.7970223325062, q_loss:100, rewards:-23.173061, queue:16.680344, delay:1.091042, throughput:1995
REAL_TEST step:30, travel time:60.51093439363817, q_loss:100, rewards:-23.131939, queue:20.392368, delay:1.478484, throughput:1986
REAL_TEST step:32, travel time:56.68039702233251, q_loss:100, rewards:-20.763052, queue:17.813248, delay:1.477644, throughput:1988
REAL_TEST step:34, travel time:64.15732009925559, q_loss:100, rewards:-24.521656, queue:18.423052, delay:1.2585652, throughput:1992
REAL_TEST step:36, travel time:79.33843797856049, q_loss:100, rewards:-28.207502, queue:25.58085, delay:1.518119, throughput:1921
REAL_TEST step:38, travel time:55.49131513647643, q_loss:100, rewards:-20.010279, queue:13.150925, delay:1.0626166, throughput:1994
REAL_TEST step:40, travel time:62.42332506203474, q_loss:100, rewards:-23.968891, queue:21.087288, delay:1.4076242, throughput:1997
REAL_TEST step:42, travel time:166.43576683644596, q_loss:100, rewards:-49.32833, queue:34.960464, delay:1.3072865, throughput:1689
REAL_TEST step:44, travel time:66.26898263027296, q_loss:100, rewards:-26.003046, queue:18.672535, delay:1.2757535, throughput:1988
REAL_TEST step:46, travel time:82.56178660049628, q_loss:100, rewards:-29.415545, queue:25.247185, delay:1.4720864, throughput:1969
REAL_TEST step:48, travel time:55.02679900744417, q_loss:100, rewards:-19.38194, queue:16.484606, delay:1.3752806, throughput:1996
REAL_TEST step:50, travel time:62.980645161290326, q_loss:100, rewards:-24.35527, queue:21.204746, delay:1.4298848, throughput:1995
REAL_TEST step:52, travel time:68.84466501240695, q_loss:100, rewards:-26.504723, queue:12.607775, delay:1.0564016, throughput:1995
REAL_TEST step:54, travel time:59.790074441687345, q_loss:100, rewards:-21.504726, queue:19.294529, delay:1.3874085, throughput:1994
REAL_TEST step:56, travel time:57.42580645161291, q_loss:100, rewards:-21.453066, queue:19.081244, delay:1.426784, throughput:1993
REAL_TEST step:58, travel time:58.84516129032258, q_loss:100, rewards:-21.194437, queue:18.106688, delay:1.4418532, throughput:1997
REAL_TEST step:60, travel time:61.286991062562066, q_loss:100, rewards:-22.725565, queue:17.604622, delay:1.3279535, throughput:1988
REAL_TEST step:62, travel time:56.7985111662531, q_loss:100, rewards:-20.003899, queue:17.565733, delay:1.4342891, throughput:1994
REAL_TEST step:64, travel time:57.44863523573201, q_loss:100, rewards:-20.984713, queue:16.728588, delay:1.2937251, throughput:1994
REAL_TEST step:66, travel time:55.00446650124069, q_loss:100, rewards:-20.009712, queue:17.357882, delay:1.4108247, throughput:1995
REAL_TEST step:68, travel time:56.36842105263158, q_loss:100, rewards:-20.556103, queue:18.275276, delay:1.4376988, throughput:1988
REAL_TEST step:70, travel time:57.29925558312655, q_loss:100, rewards:-20.863058, queue:18.080362, delay:1.41541, throughput:1990
REAL_TEST step:72, travel time:62.33548387096774, q_loss:100, rewards:-24.021393, queue:17.81477, delay:1.2711761, throughput:1997
REAL_TEST step:74, travel time:60.73697270471464, q_loss:100, rewards:-22.397495, queue:18.17322, delay:1.326165, throughput:1991
REAL_TEST step:76, travel time:60.00496277915633, q_loss:100, rewards:-21.622213, queue:19.065145, delay:1.4487629, throughput:1997
REAL_TEST step:78, travel time:87.89528535980149, q_loss:100, rewards:-38.14417, queue:20.356874, delay:1.2380645, throughput:1994
REAL_TEST step:80, travel time:60.516129032258064, q_loss:100, rewards:-21.795286, queue:18.991442, delay:1.4285958, throughput:1975
REAL_TEST step:82, travel time:58.43495531281033, q_loss:100, rewards:-21.428057, queue:18.842485, delay:1.5002822, throughput:1991
REAL_TEST step:84, travel time:98.49826130153998, q_loss:100, rewards:-44.337482, queue:10.418997, delay:0.82248527, throughput:1983
REAL_TEST step:86, travel time:101.37532671197073, q_loss:100, rewards:-40.291645, queue:11.582767, delay:0.9039045, throughput:1880
REAL_TEST step:88, travel time:59.34193548387097, q_loss:100, rewards:-22.517221, queue:20.030983, delay:1.4227933, throughput:1991
REAL_TEST step:90, travel time:60.033746898263026, q_loss:100, rewards:-21.172777, queue:18.38504, delay:1.4496818, throughput:1994
REAL_TEST step:92, travel time:57.00099255583127, q_loss:100, rewards:-20.101946, queue:17.160145, delay:1.434238, throughput:1994
REAL_TEST step:94, travel time:57.967245657568235, q_loss:100, rewards:-20.454998, queue:17.83063, delay:1.4558265, throughput:1997
REAL_TEST step:96, travel time:72.24119106699752, q_loss:100, rewards:-26.435831, queue:23.934488, delay:1.4547114, throughput:1990
REAL_TEST step:98, travel time:56.987090367428, q_loss:100, rewards:-20.389162, queue:18.414152, delay:1.477688, throughput:1991
REAL_TEST step:100, travel time:57.21736972704715, q_loss:100, rewards:-19.610838, queue:16.956705, delay:1.3945745, throughput:1998
REAL_TEST step:102, travel time:60.87593052109181, q_loss:100, rewards:-22.545002, queue:16.43811, delay:1.2665921, throughput:1992
