Oblivious-Q baseline (prediction disabled, env delay still applied): m=0 decision(s) of assumed delay (sim_delay=0, real_delay=60)
replay_curve: 99 checkpoints from data/output_data/sim2real_actions/cityflow_dqn/tempe_16/action_delay_optimized_s0_oblivious_q_s0/model/tempe_16_setting1_dqn_oblivious_q -> eval real_setting=setting4
REAL_TEST step:3, travel time:550.9106412434711, q_loss:100, rewards:-1396.792013888889, queue:105.12552083333334, delay:0.5031417422824436, throughput:12440, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:6, travel time:499.575027516204, q_loss:100, rewards:-1306.8868055555556, queue:97.9484375, delay:0.49839579264322914, throughput:12725, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:9, travel time:531.1663474015943, q_loss:100, rewards:-1382.85859375, queue:105.76215277777777, delay:0.5050444708930122, throughput:12575, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:12, travel time:537.2590206954136, q_loss:100, rewards:-1431.1138020833334, queue:110.05625, delay:0.5124576144748264, throughput:13095, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:15, travel time:550.0800271907058, q_loss:100, rewards:-1397.3524305555557, queue:105.88871527777778, delay:0.4993458218044705, throughput:13365, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:18, travel time:514.6095022347395, q_loss:100, rewards:-1372.5180555555555, queue:104.99774305555556, delay:0.4953667534722222, throughput:13145, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:21, travel time:539.8714383689756, q_loss:100, rewards:-1389.1475694444443, queue:104.84305555555555, delay:0.4992196824815538, throughput:12446, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:24, travel time:542.3915986588221, q_loss:100, rewards:-1368.3116319444443, queue:102.24756944444445, delay:0.49674373202853733, throughput:12381, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:27, travel time:529.0777486432099, q_loss:100, rewards:-1394.0092013888889, queue:104.03611111111111, delay:0.51068115234375, throughput:13106, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:30, travel time:507.27452875785406, q_loss:100, rewards:-1330.2022569444443, queue:100.59340277777778, delay:0.5045360989040799, throughput:12980, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:33, travel time:521.5933899332929, q_loss:100, rewards:-1398.6164930555556, queue:104.46649305555556, delay:0.5134773678249783, throughput:12979, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:36, travel time:523.6790773701416, q_loss:100, rewards:-1349.4979166666667, queue:102.39756944444444, delay:0.507122548421224, throughput:13278, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:39, travel time:467.6987888668918, q_loss:100, rewards:-1249.681423611111, queue:93.6890625, delay:0.5002537197536893, throughput:13851, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:42, travel time:518.806181971255, q_loss:100, rewards:-1355.7771701388888, queue:102.12222222222222, delay:0.5141035291883681, throughput:13062, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:45, travel time:545.626044956344, q_loss:100, rewards:-1414.8782986111112, queue:106.59079861111111, delay:0.5129469977484808, throughput:12397, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:48, travel time:538.2497720503313, q_loss:100, rewards:-1401.74375, queue:107.0592013888889, delay:0.5084379408094618, throughput:12840, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:51, travel time:506.8156788694646, q_loss:100, rewards:-1312.3182291666667, queue:98.68090277777777, delay:0.5076526217990451, throughput:13038, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:54, travel time:494.0116437141675, q_loss:100, rewards:-1307.82265625, queue:98.9407986111111, delay:0.5015785217285156, throughput:13218, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:57, travel time:563.0840186571744, q_loss:100, rewards:-1362.3711805555556, queue:103.81857638888889, delay:0.5146528455946181, throughput:12524, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:60, travel time:570.0285179407176, q_loss:100, rewards:-1401.3885416666667, queue:107.19184027777777, delay:0.5080055236816406, throughput:12190, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:63, travel time:614.3576809695381, q_loss:100, rewards:-1457.4118055555555, queue:108.97934027777778, delay:0.522550540500217, throughput:11173, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:66, travel time:561.3838121756739, q_loss:100, rewards:-1414.849826388889, queue:105.93628472222223, delay:0.5028205871582031, throughput:12217, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:69, travel time:541.5759485924112, q_loss:100, rewards:-1376.4293402777778, queue:104.29392361111111, delay:0.5026316324869792, throughput:12719, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:72, travel time:551.4058540847532, q_loss:100, rewards:-1371.9505208333333, queue:104.26475694444444, delay:0.5073105282253689, throughput:12542, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:75, travel time:476.59414969888155, q_loss:100, rewards:-1234.3538194444445, queue:95.03663194444445, delay:0.4978057861328125, throughput:14024, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:78, travel time:540.2423602484472, q_loss:100, rewards:-1306.4854166666667, queue:98.80295138888889, delay:0.4984055413140191, throughput:12473, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:81, travel time:537.6251375473774, q_loss:100, rewards:-1290.1836805555556, queue:100.20503472222222, delay:0.5020440419514974, throughput:12742, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:84, travel time:531.4966924265842, q_loss:100, rewards:-1271.1546006944445, queue:97.12326388888889, delay:0.5033090379503038, throughput:12718, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:87, travel time:510.4902812990462, q_loss:100, rewards:-1224.2983506944445, queue:93.715625, delay:0.5006285349527995, throughput:13016, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:90, travel time:538.5857625038356, q_loss:100, rewards:-1287.9407986111112, queue:99.02864583333333, delay:0.5076975504557292, throughput:12575, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:93, travel time:518.7301606998822, q_loss:100, rewards:-1265.3830729166666, queue:95.85121527777778, delay:0.49721382988823787, throughput:12806, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:96, travel time:609.5695981362842, q_loss:100, rewards:-1349.6066840277779, queue:104.19166666666666, delay:0.5092232598198785, throughput:11519, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:99, travel time:554.0110162823073, q_loss:100, rewards:-1354.9487847222222, queue:103.9732638888889, delay:0.5034417046440972, throughput:12531, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:102, travel time:626.7499520981031, q_loss:100, rewards:-1423.064236111111, queue:109.87135416666666, delay:0.5210965050591363, throughput:11929, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:105, travel time:586.0268578225756, q_loss:100, rewards:-1384.13125, queue:106.040625, delay:0.5094919840494792, throughput:12184, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:108, travel time:528.5689603093095, q_loss:100, rewards:-1303.4526041666666, queue:99.54409722222222, delay:0.5039918263753255, throughput:12781, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:111, travel time:548.7404438964242, q_loss:100, rewards:-1300.3998263888889, queue:100.16284722222223, delay:0.5031554328070746, throughput:12644, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:114, travel time:536.3556853103872, q_loss:100, rewards:-1283.0090277777779, queue:99.07222222222222, delay:0.5049278683132595, throughput:12575, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:117, travel time:521.7437724587369, q_loss:100, rewards:-1280.4175347222222, queue:98.50989583333333, delay:0.49664484659830727, throughput:12674, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:120, travel time:599.968112485092, q_loss:100, rewards:-1409.4708333333333, queue:109.090625, delay:0.5121614244249132, throughput:11785, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:123, travel time:581.378015248094, q_loss:100, rewards:-1382.6317708333333, queue:105.38576388888889, delay:0.5122017330593533, throughput:12305, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:126, travel time:584.1611775178027, q_loss:100, rewards:-1367.7265625, queue:103.63125, delay:0.5134991115993923, throughput:12023, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:129, travel time:531.3141829011043, q_loss:100, rewards:-1329.8123263888888, queue:100.07795138888889, delay:0.5015182495117188, throughput:12640, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:132, travel time:509.38846526264825, q_loss:100, rewards:-1267.9559027777777, queue:96.21388888888889, delay:0.502712164984809, throughput:13145, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:135, travel time:587.4377303342229, q_loss:100, rewards:-1351.9217881944444, queue:104.24722222222222, delay:0.5043109893798828, throughput:12107, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:138, travel time:566.8405916187346, q_loss:100, rewards:-1329.9260416666666, queue:101.54392361111111, delay:0.5064014858669705, throughput:12133, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:141, travel time:533.5222335880619, q_loss:100, rewards:-1320.0860243055556, queue:101.42743055555556, delay:0.5092768351236979, throughput:13014, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:144, travel time:566.3293640897756, q_loss:100, rewards:-1335.9270833333333, queue:102.76649305555556, delay:0.5124998728434245, throughput:12410, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:147, travel time:565.3875954668638, q_loss:100, rewards:-1364.0550347222222, queue:104.17204861111111, delay:0.5180614895290798, throughput:12454, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:150, travel time:599.6011196641008, q_loss:100, rewards:-1420.397482638889, queue:107.6171875, delay:0.5169761233859592, throughput:11988, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:153, travel time:578.0580126364158, q_loss:100, rewards:-1373.3817708333333, queue:105.6953125, delay:0.5124336242675781, throughput:11857, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:156, travel time:554.1095347252339, q_loss:100, rewards:-1348.1090277777778, queue:105.20850694444445, delay:0.50440427992079, throughput:12148, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:159, travel time:559.8551497488684, q_loss:100, rewards:-1356.712673611111, queue:104.74722222222222, delay:0.5085085974799262, throughput:12134, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
