replay_curve: 99 checkpoints from data/output_data/sim2real_actions/cityflow_presslight/bullhead_3/action_delay_optimized_s0_naive_s0/model/bullhead_3_setting1_presslight_naive -> eval real_setting=setting3
REAL_TEST step:3, travel time:1558.9648905410986, q_loss:100, rewards:-290.91024305555555, queue:254.73796296296297, delay:0.8261118570963542, throughput:661, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:6, travel time:1386.136186770428, q_loss:100, rewards:-309.72374131944446, queue:233.9925925925926, delay:0.7884839093243634, throughput:810, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:9, travel time:1356.3329443796188, q_loss:100, rewards:-276.79715711805557, queue:228.41296296296295, delay:0.7909481472439236, throughput:813, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:12, travel time:1289.4412213740459, q_loss:100, rewards:-285.46440972222223, queue:215.46944444444443, delay:0.8040573120117187, throughput:940, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:15, travel time:1414.570254403131, q_loss:100, rewards:-305.8290798611111, queue:237.92685185185186, delay:0.7570028799551505, throughput:806, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:18, travel time:1477.1995967741937, q_loss:100, rewards:-301.27662760416666, queue:244.6851851851852, delay:0.7927439936885128, throughput:718, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:21, travel time:1665.5925444299958, q_loss:100, rewards:-292.0777777777778, queue:261.30833333333334, delay:0.8017705281575521, throughput:545, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:24, travel time:1518.0278113663844, q_loss:100, rewards:-305.0396484375, queue:248.2314814814815, delay:0.8105516221788195, throughput:720, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:27, travel time:1349.2995444191345, q_loss:100, rewards:-293.95494791666664, queue:233.89074074074074, delay:0.7986373901367188, throughput:880, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:30, travel time:1158.5867328840013, q_loss:100, rewards:-295.5675564236111, queue:216.31203703703704, delay:0.7984216760706019, throughput:1603, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:33, travel time:1314.8577555396712, q_loss:100, rewards:-314.427734375, queue:246.56851851851852, delay:0.8084308765552662, throughput:1158, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:36, travel time:1611.7320079522863, q_loss:100, rewards:-367.31744791666665, queue:257.5037037037037, delay:0.8701015896267361, throughput:951, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:39, travel time:1529.4328885400314, q_loss:100, rewards:-355.0346788194444, queue:268.8722222222222, delay:0.819965390805845, throughput:755, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:42, travel time:1460.3812154696132, q_loss:100, rewards:-300.8822048611111, queue:237.67592592592592, delay:0.7813337537977431, throughput:772, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:45, travel time:1429.3518590998044, q_loss:100, rewards:-296.24327256944446, queue:239.8935185185185, delay:0.7796371459960938, throughput:795, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:48, travel time:1592.9445585215606, q_loss:100, rewards:-356.8157986111111, queue:266.3425925925926, delay:0.8266079372829861, throughput:642, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:51, travel time:1614.6701244813278, q_loss:100, rewards:-368.223828125, queue:266.89629629629627, delay:0.8208796748408564, throughput:617, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:54, travel time:1457.603003465537, q_loss:100, rewards:-369.8421440972222, queue:261.02777777777777, delay:0.8194619637948496, throughput:797, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:57, travel time:1676.774385072095, q_loss:100, rewards:-373.03133680555555, queue:271.27592592592595, delay:0.8175573278356482, throughput:559, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:60, travel time:1175.1108808290155, q_loss:100, rewards:-352.77855902777776, queue:249.03333333333333, delay:0.8179762098524306, throughput:1102, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:63, travel time:1372.1243947858472, q_loss:100, rewards:-365.72664930555555, queue:262.7861111111111, delay:0.8265446415653935, throughput:888, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:66, travel time:1635.8991631799163, q_loss:100, rewards:-333.4197048611111, queue:264.72037037037035, delay:0.8203488950376158, throughput:598, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:69, travel time:1540.6543597800471, q_loss:100, rewards:-336.94672309027777, queue:259.4583333333333, delay:0.8564766212745949, throughput:741, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:72, travel time:1158.9182039679777, q_loss:100, rewards:-314.3844184027778, queue:228.24351851851853, delay:0.7979100545247396, throughput:1110, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:75, travel time:1585.8954732510288, q_loss:100, rewards:-357.7327690972222, queue:266.3, delay:0.8358002839265046, throughput:635, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:78, travel time:1531.8731045490822, q_loss:100, rewards:-330.38467881944445, queue:260.47685185185185, delay:0.7943029333043982, throughput:708, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:81, travel time:950.2773162939297, q_loss:100, rewards:-290.4228081597222, queue:198.38796296296297, delay:0.7727303398980034, throughput:1445, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:84, travel time:929.5346848273678, q_loss:100, rewards:-294.62606336805555, queue:209.01574074074074, delay:0.7631455032913773, throughput:1444, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:87, travel time:1504.3829126213593, q_loss:100, rewards:-355.16137152777776, queue:259.47037037037035, delay:0.8232218424479166, throughput:780, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:90, travel time:1064.0438392560611, q_loss:100, rewards:-360.9599392361111, queue:245.3759259259259, delay:0.8149798357928241, throughput:1289, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:93, travel time:838.2033277870216, q_loss:100, rewards:-146.49523654513888, queue:164.79166666666666, delay:0.7862469708478009, throughput:1688, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
