replay_curve: 99 checkpoints from data/output_data/sim2real_observations/cityflow_presslight/ingolstadt1/baseline_v1_domain_randomization_s0/model/ingolstadt1_noise5_presslight_domain_randomization -> eval real_setting=dz20
REAL_TEST step:3, travel time:154.8139534883721, q_loss:100, rewards:-6.441114, queue:2.911111, delay:0.28390393, throughput:1150
REAL_TEST step:6, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:2.3833334, delay:0.28350767, throughput:1138
REAL_TEST step:9, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:2.3833334, delay:0.28350767, throughput:1138
REAL_TEST step:12, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:2.3833334, delay:0.28350767, throughput:1138
REAL_TEST step:15, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:2.3833334, delay:0.28350767, throughput:1138
REAL_TEST step:18, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:2.3833334, delay:0.28350767, throughput:1138
REAL_TEST step:21, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:2.3833334, delay:0.28350767, throughput:1138
REAL_TEST step:24, travel time:81.30631868131869, q_loss:100, rewards:-5.9944444, queue:2.2694445, delay:0.19036096, throughput:1403
REAL_TEST step:27, travel time:134.22700911350455, q_loss:100, rewards:-5.910832, queue:2.3888888, delay:0.27530292, throughput:1159
REAL_TEST step:30, travel time:121.60917721518987, q_loss:100, rewards:-5.9644437, queue:2.3972223, delay:0.2775156, throughput:1216
REAL_TEST step:33, travel time:136.6294536817102, q_loss:100, rewards:-6.368055, queue:2.7222223, delay:0.19138105, throughput:1210
REAL_TEST step:36, travel time:88.08587257617728, q_loss:100, rewards:-6.7777777, queue:2.9444444, delay:0.19583035, throughput:1391
REAL_TEST step:39, travel time:157.5715481171548, q_loss:100, rewards:-6.9655523, queue:3.4916666, delay:0.28497458, throughput:1140
REAL_TEST step:42, travel time:166.79744680851064, q_loss:100, rewards:-7.059444, queue:3.4916666, delay:0.28683394, throughput:1120
REAL_TEST step:45, travel time:157.5539748953975, q_loss:100, rewards:-6.954995, queue:3.3666666, delay:0.28519812, throughput:1140
REAL_TEST step:48, travel time:166.79744680851064, q_loss:100, rewards:-7.059444, queue:3.4916666, delay:0.28683394, throughput:1120
REAL_TEST step:51, travel time:141.01078838174274, q_loss:100, rewards:-7.014721, queue:3.4333334, delay:0.2814587, throughput:1155
REAL_TEST step:54, travel time:158.1349538977368, q_loss:100, rewards:-5.9161115, queue:2.2666667, delay:0.28231418, throughput:1138
REAL_TEST step:57, travel time:157.97485331098073, q_loss:100, rewards:-5.8888874, queue:2.3222222, delay:0.28355244, throughput:1138
REAL_TEST step:60, travel time:157.69069572506288, q_loss:100, rewards:-5.7822204, queue:2.1972222, delay:0.28454593, throughput:1138
REAL_TEST step:63, travel time:157.79547359597652, q_loss:100, rewards:-5.8261094, queue:2.286111, delay:0.28370634, throughput:1138
REAL_TEST step:66, travel time:157.44509639564123, q_loss:100, rewards:-5.701111, queue:2.1583333, delay:0.283086, throughput:1138
REAL_TEST step:69, travel time:157.2254819782062, q_loss:100, rewards:-5.6497216, queue:2.1194444, delay:0.28246003, throughput:1138
REAL_TEST step:72, travel time:157.69069572506288, q_loss:100, rewards:-5.7822204, queue:2.1972222, delay:0.28454593, throughput:1138
REAL_TEST step:75, travel time:158.03185247275775, q_loss:100, rewards:-5.897221, queue:2.325, delay:0.28302255, throughput:1138
REAL_TEST step:78, travel time:158.03185247275775, q_loss:100, rewards:-5.897221, queue:2.325, delay:0.28302255, throughput:1138
REAL_TEST step:81, travel time:157.38474434199497, q_loss:100, rewards:-5.689723, queue:2.1027777, delay:0.282561, throughput:1138
REAL_TEST step:84, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:2.3833334, delay:0.28350767, throughput:1138
REAL_TEST step:87, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:2.3833334, delay:0.28350767, throughput:1138
REAL_TEST step:90, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:2.3833334, delay:0.28350767, throughput:1138
REAL_TEST step:93, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:2.3833334, delay:0.28350767, throughput:1138
REAL_TEST step:96, travel time:158.18524727577537, q_loss:100, rewards:-5.9174995, queue:2.3833334, delay:0.28350767, throughput:1138
