Loading cached latent encoders from pretrained/darla/presslight/hz4x4
replay_curve: 99 checkpoints from data/output_data/sim2real_observations/cityflow_presslight/hz4x4/baseline_v1_darla_s0/model/hz4x4_noise5_presslight_latent_observation -> eval real_setting=noise3
REAL_TEST step:2, travel time:1826.5211885046274, q_loss:100, rewards:-769.912, queue:72.09015, delay:1.3394943, throughput:420
REAL_TEST step:4, travel time:1382.5845242244684, q_loss:100, rewards:-330.78476, queue:70.099846, delay:1.3726912, throughput:891
REAL_TEST step:6, travel time:1293.2462293931953, q_loss:100, rewards:-444.0844, queue:65.305595, delay:1.366122, throughput:1017
REAL_TEST step:8, travel time:1221.1771708683473, q_loss:100, rewards:-321.81448, queue:61.4736, delay:1.3620777, throughput:1167
REAL_TEST step:10, travel time:1190.3324012583014, q_loss:100, rewards:-346.02692, queue:60.58954, delay:1.3620112, throughput:1168
REAL_TEST step:12, travel time:1063.2581293999328, q_loss:100, rewards:-191.14886, queue:54.01441, delay:1.3811288, throughput:1414
REAL_TEST step:14, travel time:933.710023466309, q_loss:100, rewards:-233.86421, queue:47.29923, delay:1.3680255, throughput:1646
REAL_TEST step:16, travel time:1188.6036377415687, q_loss:100, rewards:-336.5225, queue:55.647438, delay:1.3599346, throughput:1203
REAL_TEST step:18, travel time:960.6215219577606, q_loss:100, rewards:-204.67587, queue:48.845333, delay:1.3769175, throughput:1575
REAL_TEST step:20, travel time:900.9453570231311, q_loss:100, rewards:-186.51994, queue:45.921448, delay:1.3490658, throughput:1658
REAL_TEST step:22, travel time:926.3037116345467, q_loss:100, rewards:-208.4175, queue:45.364815, delay:1.3404886, throughput:1595
REAL_TEST step:24, travel time:744.0124036205162, q_loss:100, rewards:-142.77142, queue:36.923317, delay:1.3424144, throughput:1958
REAL_TEST step:26, travel time:809.6902447200805, q_loss:100, rewards:-153.16438, queue:39.94913, delay:1.3625801, throughput:1938
REAL_TEST step:28, travel time:829.4056319141804, q_loss:100, rewards:-140.35551, queue:41.589275, delay:1.3510336, throughput:1808
REAL_TEST step:30, travel time:839.221924237345, q_loss:100, rewards:-197.63446, queue:42.47864, delay:1.3630526, throughput:1824
REAL_TEST step:32, travel time:821.3409319477037, q_loss:100, rewards:-128.8514, queue:40.86579, delay:1.348747, throughput:1803
REAL_TEST step:34, travel time:980.3675951353472, q_loss:100, rewards:-336.08276, queue:45.822254, delay:1.3521464, throughput:1473
REAL_TEST step:36, travel time:868.2819309420047, q_loss:100, rewards:-125.55864, queue:44.591946, delay:1.3667783, throughput:1689
REAL_TEST step:38, travel time:704.6265504525645, q_loss:100, rewards:-104.921364, queue:34.630894, delay:1.3480974, throughput:2059
REAL_TEST step:40, travel time:669.2728796513577, q_loss:100, rewards:-125.75501, queue:33.413033, delay:1.356528, throughput:2083
REAL_TEST step:42, travel time:686.6141468320483, q_loss:100, rewards:-100.0939, queue:33.77885, delay:1.3333676, throughput:2056
REAL_TEST step:44, travel time:782.5236339255782, q_loss:100, rewards:-148.41727, queue:39.9618, delay:1.353428, throughput:1842
REAL_TEST step:46, travel time:929.333100069979, q_loss:100, rewards:-306.75604, queue:46.266426, delay:1.3542975, throughput:1695
REAL_TEST step:48, travel time:720.1746563861884, q_loss:100, rewards:-121.13526, queue:35.72313, delay:1.3419214, throughput:2029
REAL_TEST step:50, travel time:674.9302715387195, q_loss:100, rewards:-136.9789, queue:33.63173, delay:1.3524225, throughput:2078
REAL_TEST step:52, travel time:649.0586657727121, q_loss:100, rewards:-105.48668, queue:31.613338, delay:1.344019, throughput:2169
REAL_TEST step:54, travel time:632.3251759973182, q_loss:100, rewards:-114.703865, queue:30.658106, delay:1.3416841, throughput:2206
REAL_TEST step:56, travel time:673.674153536708, q_loss:100, rewards:-125.43362, queue:33.225246, delay:1.3575243, throughput:2107
REAL_TEST step:58, travel time:621.0113979215555, q_loss:100, rewards:-128.3125, queue:30.35139, delay:1.3274068, throughput:2235
REAL_TEST step:60, travel time:591.031847133758, q_loss:100, rewards:-113.443054, queue:28.38945, delay:1.337774, throughput:2300
REAL_TEST step:62, travel time:619.2417029835735, q_loss:100, rewards:-103.06666, queue:29.988894, delay:1.3450575, throughput:2246
REAL_TEST step:64, travel time:678.6399597720416, q_loss:100, rewards:-136.48082, queue:33.90317, delay:1.3460835, throughput:2068
REAL_TEST step:66, travel time:822.6872201171202, q_loss:100, rewards:-202.84607, queue:41.786503, delay:1.3299347, throughput:1778
REAL_TEST step:68, travel time:630.5357023131077, q_loss:100, rewards:-122.54973, queue:30.717047, delay:1.3339462, throughput:2209
REAL_TEST step:70, travel time:602.6677841099564, q_loss:100, rewards:-104.274155, queue:28.993755, delay:1.3450992, throughput:2267
REAL_TEST step:72, travel time:584.0134093194771, q_loss:100, rewards:-121.23137, queue:28.238613, delay:1.3299915, throughput:2273
REAL_TEST step:74, travel time:588.8488099228964, q_loss:100, rewards:-118.69162, queue:28.569921, delay:1.3254411, throughput:2274
REAL_TEST step:76, travel time:750.6329198793161, q_loss:100, rewards:-133.96889, queue:37.6061, delay:1.341084, throughput:1994
REAL_TEST step:78, travel time:674.2561180020114, q_loss:100, rewards:-136.0786, queue:33.160988, delay:1.3405964, throughput:2146
REAL_TEST step:80, travel time:604.6134763660745, q_loss:100, rewards:-113.59861, queue:28.940866, delay:1.3414946, throughput:2255
REAL_TEST step:82, travel time:763.9529163738581, q_loss:100, rewards:-257.56918, queue:38.570908, delay:1.32516, throughput:1891
REAL_TEST step:84, travel time:732.5350318471337, q_loss:100, rewards:-118.7934, queue:37.229683, delay:1.3472849, throughput:1976
REAL_TEST step:86, travel time:575.8421052631579, q_loss:100, rewards:-123.03695, queue:27.724422, delay:1.3463314, throughput:2331
REAL_TEST step:88, travel time:678.4190412336574, q_loss:100, rewards:-155.76804, queue:33.810524, delay:1.344235, throughput:2111
REAL_TEST step:90, travel time:727.0787797519276, q_loss:100, rewards:-223.73143, queue:36.79153, delay:1.3406647, throughput:1952
REAL_TEST step:92, travel time:616.6691250419041, q_loss:100, rewards:-101.9511, queue:29.817106, delay:1.348264, throughput:2245
REAL_TEST step:94, travel time:601.3147837747234, q_loss:100, rewards:-157.84363, queue:29.576277, delay:1.3417096, throughput:2218
REAL_TEST step:96, travel time:624.2507542742206, q_loss:100, rewards:-83.42615, queue:30.858616, delay:1.3512682, throughput:2134
REAL_TEST step:98, travel time:596.8850150854844, q_loss:100, rewards:-98.54913, queue:28.859428, delay:1.347562, throughput:2286
REAL_TEST step:100, travel time:648.7542742205833, q_loss:100, rewards:-97.87055, queue:31.783974, delay:1.3382758, throughput:2159
REAL_TEST step:102, travel time:612.4800536372779, q_loss:100, rewards:-94.69529, queue:30.006502, delay:1.3369578, throughput:2194
REAL_TEST step:104, travel time:590.5115655380489, q_loss:100, rewards:-117.34196, queue:28.26977, delay:1.3472444, throughput:2311
REAL_TEST step:106, travel time:621.416024136775, q_loss:100, rewards:-112.93387, queue:30.554129, delay:1.3293444, throughput:2220
REAL_TEST step:108, travel time:683.963794837412, q_loss:100, rewards:-118.73525, queue:33.815598, delay:1.3479378, throughput:2136
REAL_TEST step:110, travel time:630.2966811934294, q_loss:100, rewards:-83.94885, queue:30.684402, delay:1.3294492, throughput:2251
REAL_TEST step:112, travel time:624.2333221589005, q_loss:100, rewards:-87.28722, queue:30.569874, delay:1.3326011, throughput:2218
REAL_TEST step:114, travel time:531.1364398256788, q_loss:100, rewards:-115.534744, queue:25.415539, delay:1.3285775, throughput:2447
REAL_TEST step:116, travel time:559.4964800536372, q_loss:100, rewards:-116.16163, queue:27.105732, delay:1.3228093, throughput:2359
REAL_TEST step:118, travel time:716.7204156889038, q_loss:100, rewards:-143.70723, queue:36.49172, delay:1.3352158, throughput:1993
REAL_TEST step:120, travel time:536.895742541066, q_loss:100, rewards:-88.616684, queue:25.113802, delay:1.3328556, throughput:2437
REAL_TEST step:122, travel time:550.4585987261147, q_loss:100, rewards:-82.94307, queue:25.778114, delay:1.3250439, throughput:2439
REAL_TEST step:124, travel time:578.1045926919209, q_loss:100, rewards:-121.5672, queue:28.499397, delay:1.3268778, throughput:2301
REAL_TEST step:126, travel time:606.8447871270533, q_loss:100, rewards:-97.83555, queue:29.274729, delay:1.3352517, throughput:2221
REAL_TEST step:128, travel time:565.1173315454241, q_loss:100, rewards:-98.741974, queue:27.599314, delay:1.3311727, throughput:2286
REAL_TEST step:130, travel time:525.1977874622863, q_loss:100, rewards:-112.460815, queue:25.020096, delay:1.3239454, throughput:2432
REAL_TEST step:132, travel time:616.977204156889, q_loss:100, rewards:-138.63638, queue:30.028505, delay:1.3362627, throughput:2264
REAL_TEST step:134, travel time:590.6563861884009, q_loss:100, rewards:-109.5411, queue:28.654818, delay:1.3359814, throughput:2306
REAL_TEST step:136, travel time:577.0060341937647, q_loss:100, rewards:-98.40166, queue:28.445854, delay:1.3292133, throughput:2289
REAL_TEST step:138, travel time:676.9470331880657, q_loss:100, rewards:-149.43639, queue:34.576427, delay:1.3407892, throughput:1997
