MORLGrid: 16 grid policies
SIM_TRAIN step:0, travel time:63.02428571428572, q_loss:0, rewards:-9.459998, queue:3.8453703, delay:0.17583242, throughput:2780, raw_metrics:{'fairness': 70.0}
SIM_TRAIN step:1, travel time:62.10389146733309, q_loss:0, rewards:-6.408611, queue:2.8462963, delay:0.16951348, throughput:2785, raw_metrics:{'fairness': 43.333}
SIM_TRAIN step:2, travel time:65.33952159942878, q_loss:13.660763, rewards:-6.6375012, queue:2.8888888, delay:0.17008568, throughput:2785, raw_metrics:{'fairness': 51.667}
SIM_TRAIN step:3, travel time:63.85142857142857, q_loss:3.4700487, rewards:-9.488615, queue:3.8305554, delay:0.18392725, throughput:2783, raw_metrics:{'fairness': 27.333}
SIM_TRAIN step:4, travel time:62.38392857142857, q_loss:0.8573423, rewards:-6.8883348, queue:2.9898148, delay:0.17889301, throughput:2776, raw_metrics:{'fairness': 51.333}
SIM_TRAIN step:5, travel time:68.30310603355944, q_loss:0.662429, rewards:-6.133054, queue:3.4712963, delay:0.1978988, throughput:2775, raw_metrics:{'fairness': 166.667}
SIM_TRAIN step:6, travel time:66.46626204926812, q_loss:0.64801806, rewards:-6.162776, queue:3.6212964, delay:0.1984287, throughput:2777, raw_metrics:{'fairness': 31.667}
SIM_TRAIN step:7, travel time:66.98072805139186, q_loss:0.60654676, rewards:-8.560557, queue:3.5296297, delay:0.19194214, throughput:2781, raw_metrics:{'fairness': 26.0}
SIM_TRAIN step:8, travel time:58.75892857142857, q_loss:0.56136906, rewards:-1.7138885, queue:1.2296296, delay:0.15685411, throughput:2783, raw_metrics:{'fairness': 0.0}
REAL_TRAIN step:1, travel time:73.6015406162465, q_loss:100, rewards:-12.564447, queue:1.800926, delay:0.2645046, throughput:2811, R_real:-1.0044, components:{'queue': 0.093, 'delay': 0.794, 'waiting': 0.118, 'pressure': 0.0, 'switches': 0.0}, raw_metrics:{'fairness': 0.0, 'emission': 185.11, 'fuel': 60.01, 'emergency_stops': 5.0, 'collisions': 0.0, 'ssm_conflicts': 502.0}, grid;w=queue=0.2;delay=0.2;waiting=0.2;pressure=0.2;switches=0.2
SIM_TRAIN step:9, travel time:63.376516773733044, q_loss:0, rewards:-9.405554, queue:3.8407407, delay:0.17601559, throughput:2785, raw_metrics:{'fairness': 61.333}
SIM_TRAIN step:10, travel time:63.541785714285716, q_loss:0, rewards:-6.1944456, queue:2.7657406, delay:0.16363302, throughput:2791, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:11, travel time:56.24304068522484, q_loss:13.405621, rewards:-0.65111023, queue:0.92407405, delay:0.13954091, throughput:2791, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:12, travel time:66.52873973580864, q_loss:2.3567736, rewards:-7.268613, queue:3.9407408, delay:0.1799802, throughput:2782, raw_metrics:{'fairness': 35.0}
SIM_TRAIN step:13, travel time:65.6375, q_loss:0.17435881, rewards:-6.9500012, queue:3.8583333, delay:0.1795614, throughput:2783, raw_metrics:{'fairness': 40.333}
SIM_TRAIN step:14, travel time:73.61799357372367, q_loss:0.04773491, rewards:-16.595556, queue:6.134259, delay:0.21351282, throughput:2767, raw_metrics:{'fairness': 22.333}
SIM_TRAIN step:15, travel time:64.5255265976437, q_loss:0.026973704, rewards:-9.952779, queue:3.987037, delay:0.18634813, throughput:2778, raw_metrics:{'fairness': 41.333}
SIM_TRAIN step:16, travel time:67.58428571428571, q_loss:0.018782899, rewards:-5.8338895, queue:3.2796297, delay:0.17991544, throughput:2782, raw_metrics:{'fairness': 165.667}
SIM_TRAIN step:17, travel time:71.34844698322028, q_loss:0.015248419, rewards:-8.220836, queue:3.9777777, delay:0.18153776, throughput:2762, raw_metrics:{'fairness': 146.0}
REAL_TRAIN step:2, travel time:111.27164388363127, q_loss:100, rewards:-44.12055, queue:12.434259, delay:0.476185, throughput:2726, R_real:-7.4248, components:{'queue': 0.697, 'delay': 1.429, 'waiting': 5.3, 'pressure': 0.0, 'switches': 0.0}, raw_metrics:{'fairness': 10.0, 'emission': 356.743, 'fuel': 115.653, 'emergency_stops': 3.0, 'collisions': 2.0, 'ssm_conflicts': 955.0}, grid;w=queue=1.0
SIM_TRAIN step:18, travel time:59.691428571428574, q_loss:0, rewards:-6.878334, queue:2.964815, delay:0.16476412, throughput:2790, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:19, travel time:63.49857142857143, q_loss:0, rewards:-6.64111, queue:2.9157407, delay:0.17178853, throughput:2780, raw_metrics:{'fairness': 60.667}
SIM_TRAIN step:20, travel time:65.5410421127766, q_loss:15.206588, rewards:-7.5669427, queue:3.2453704, delay:0.18052301, throughput:2778, raw_metrics:{'fairness': 65.0}
SIM_TRAIN step:21, travel time:61.00642857142857, q_loss:2.421374, rewards:-8.321669, queue:3.4657407, delay:0.17691074, throughput:2773, raw_metrics:{'fairness': 24.667}
SIM_TRAIN step:22, travel time:76.27964285714286, q_loss:0.15749702, rewards:-15.31639, queue:5.8240743, delay:0.20095308, throughput:2749, raw_metrics:{'fairness': 31.0}
SIM_TRAIN step:23, travel time:63.54087825776509, q_loss:0.066491075, rewards:-9.556109, queue:3.8703704, delay:0.17850661, throughput:2781, raw_metrics:{'fairness': 160.667}
SIM_TRAIN step:24, travel time:55.15785714285714, q_loss:0.05464341, rewards:-0.27111062, queue:1.3342593, delay:0.1635536, throughput:2782, raw_metrics:{'fairness': 46.0}
SIM_TRAIN step:25, travel time:61.97071428571429, q_loss:0.04731356, rewards:-8.652499, queue:3.5537038, delay:0.18027954, throughput:2781, raw_metrics:{'fairness': 143.333}
SIM_TRAIN step:26, travel time:55.1825, q_loss:0.042364776, rewards:-0.490833, queue:0.88148147, delay:0.13593479, throughput:2787, raw_metrics:{'fairness': 123.667}
REAL_TRAIN step:3, travel time:446.4993153811045, q_loss:100, rewards:-122.4525, queue:43.489815, delay:0.6865345, throughput:1653, R_real:-178.7309, components:{'queue': 2.638, 'delay': 2.06, 'waiting': 174.033, 'pressure': 0.0, 'switches': 0.0}, raw_metrics:{'fairness': 141.0, 'emission': 949.734, 'fuel': 307.898, 'emergency_stops': 4.0, 'collisions': 0.0, 'ssm_conflicts': 632.0}, grid;w=delay=1.0
SIM_TRAIN step:27, travel time:63.460549803641555, q_loss:0, rewards:-6.4275026, queue:2.8416667, delay:0.16877265, throughput:2785, raw_metrics:{'fairness': 70.333}
SIM_TRAIN step:28, travel time:64.0224919671546, q_loss:0, rewards:-7.356667, queue:3.1388888, delay:0.17425317, throughput:2781, raw_metrics:{'fairness': 69.333}
SIM_TRAIN step:29, travel time:56.57607142857143, q_loss:14.592452, rewards:-1.466389, queue:1.1851852, delay:0.14409107, throughput:2781, raw_metrics:{'fairness': 58.333}
SIM_TRAIN step:30, travel time:65.55178571428571, q_loss:10.727144, rewards:-8.829448, queue:3.649074, delay:0.18560757, throughput:2780, raw_metrics:{'fairness': 35.0}
SIM_TRAIN step:31, travel time:64.66904676901106, q_loss:10.287594, rewards:-10.160561, queue:4.0675926, delay:0.18858959, throughput:2783, raw_metrics:{'fairness': 32.667}
SIM_TRAIN step:32, travel time:67.57321428571429, q_loss:11.284062, rewards:-9.185, queue:3.7240741, delay:0.20256817, throughput:2776, raw_metrics:{'fairness': 64.333}
SIM_TRAIN step:33, travel time:65.6684511063526, q_loss:12.3933325, rewards:-10.199168, queue:4.0296297, delay:0.20897236, throughput:2788, raw_metrics:{'fairness': 27.333}
SIM_TRAIN step:34, travel time:65.97464285714285, q_loss:12.415152, rewards:-11.763612, queue:4.5814815, delay:0.20686057, throughput:2782, raw_metrics:{'fairness': 42.0}
SIM_TRAIN step:35, travel time:66.41663691538736, q_loss:12.21652, rewards:-6.833332, queue:3.8083334, delay:0.2000919, throughput:2773, raw_metrics:{'fairness': 63.667}
REAL_TRAIN step:4, travel time:84.24474789915966, q_loss:100, rewards:-21.883057, queue:4.8805556, delay:0.31169355, throughput:2813, R_real:-2.6427, components:{'queue': 0.248, 'delay': 0.935, 'waiting': 1.46, 'pressure': 0.0, 'switches': 0.0}, raw_metrics:{'fairness': 8.667, 'emission': 238.237, 'fuel': 77.234, 'emergency_stops': 2.0, 'collisions': 0.0, 'ssm_conflicts': 725.0}, grid;w=waiting=1.0
SIM_TRAIN step:36, travel time:64.63071428571429, q_loss:0, rewards:-7.765836, queue:3.2925925, delay:0.1706253, throughput:2783, raw_metrics:{'fairness': 52.333}
SIM_TRAIN step:37, travel time:63.67142857142857, q_loss:0, rewards:-6.941668, queue:3.000926, delay:0.17019941, throughput:2780, raw_metrics:{'fairness': 65.333}
SIM_TRAIN step:38, travel time:67.6769011067476, q_loss:13.335956, rewards:-5.335555, queue:3.3453703, delay:0.17174047, throughput:2783, raw_metrics:{'fairness': 44.0}
SIM_TRAIN step:39, travel time:70.17422349161014, q_loss:2.686294, rewards:-10.506389, queue:4.162037, delay:0.1926874, throughput:2790, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:40, travel time:62.37379507318815, q_loss:0.38791943, rewards:-8.938054, queue:3.6712964, delay:0.17386675, throughput:2785, raw_metrics:{'fairness': 32.667}
SIM_TRAIN step:41, travel time:65.655, q_loss:0.20927395, rewards:-10.808888, queue:4.2685184, delay:0.1893008, throughput:2784, raw_metrics:{'fairness': 39.667}
SIM_TRAIN step:42, travel time:59.870046411995716, q_loss:0.18395855, rewards:-6.889446, queue:2.9555554, delay:0.17526771, throughput:2791, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:43, travel time:64.54123527311674, q_loss:0.16121334, rewards:-7.151113, queue:3.0574074, delay:0.18329056, throughput:2792, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:44, travel time:60.65405212424134, q_loss:0.1397979, rewards:-1.3713895, queue:1.8925925, delay:0.17712736, throughput:2776, raw_metrics:{'fairness': 0.0}
REAL_TRAIN step:5, travel time:351.54716193656094, q_loss:100, rewards:-114.944176, queue:38.500927, delay:0.6152805, throughput:1914, R_real:-121.9695, components:{'queue': 2.37, 'delay': 1.846, 'waiting': 117.754, 'pressure': 0.0, 'switches': 0.0}, raw_metrics:{'fairness': 126.0, 'emission': 832.764, 'fuel': 269.977, 'emergency_stops': 3.0, 'collisions': 0.0, 'ssm_conflicts': 681.0}, grid;w=pressure=1.0
SIM_TRAIN step:45, travel time:63.035714285714285, q_loss:0, rewards:-6.167778, queue:2.7685184, delay:0.17230213, throughput:2782, raw_metrics:{'fairness': 55.333}
SIM_TRAIN step:46, travel time:64.60442699036058, q_loss:0, rewards:-7.5394435, queue:3.2009258, delay:0.17193478, throughput:2783, raw_metrics:{'fairness': 56.333}
SIM_TRAIN step:47, travel time:57.11071428571429, q_loss:13.301525, rewards:-1.3683324, queue:1.1787037, delay:0.14476195, throughput:2783, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:48, travel time:65.37892857142857, q_loss:2.3715992, rewards:-7.4452786, queue:3.175926, delay:0.18564162, throughput:2784, raw_metrics:{'fairness': 65.333}
SIM_TRAIN step:49, travel time:74.35607142857143, q_loss:0.37739536, rewards:-15.973611, queue:6.3055553, delay:0.23040703, throughput:2743, raw_metrics:{'fairness': 36.667}
SIM_TRAIN step:50, travel time:81.4125, q_loss:0.24810104, rewards:-20.818052, queue:7.7944446, delay:0.27825156, throughput:2743, raw_metrics:{'fairness': 177.0}
SIM_TRAIN step:51, travel time:82.87035714285715, q_loss:0.15710586, rewards:-21.981945, queue:8.210185, delay:0.3104306, throughput:2728, raw_metrics:{'fairness': 191.0}
