replay_curve: 99 checkpoints from data/output_data/sim2real_observations/cityflow_presslight/tempe_1x1/baseline_v1_domain_randomization_s0/model/tempe_1x1_noise5_presslight_domain_randomization -> eval real_setting=sensor20
REAL_TEST step:3, travel time:394.983795086252, q_loss:100, rewards:-179.73943, queue:87.83611, delay:0.403063, throughput:1550
REAL_TEST step:6, travel time:576.3669628855201, q_loss:100, rewards:-278.11896, queue:243.89444, delay:0.66288954, throughput:1417
REAL_TEST step:9, travel time:331.56769472033454, q_loss:100, rewards:-144.3878, queue:106.530556, delay:0.6276442, throughput:1646
REAL_TEST step:12, travel time:291.59017250392054, q_loss:100, rewards:-122.44164, queue:50.394444, delay:0.44105217, throughput:1680
REAL_TEST step:15, travel time:237.7820177731312, q_loss:100, rewards:-92.82668, queue:48.43611, delay:0.5176925, throughput:1740
REAL_TEST step:18, travel time:201.3617354939885, q_loss:100, rewards:-71.906654, queue:30.394444, delay:0.43992493, throughput:1805
REAL_TEST step:21, travel time:870.4141835518475, q_loss:100, rewards:-388.04684, queue:248.48889, delay:0.5041707, throughput:967
REAL_TEST step:24, travel time:320.6424464192368, q_loss:100, rewards:-141.2122, queue:85.12222, delay:0.5019944, throughput:1526
REAL_TEST step:27, travel time:229.22268687924725, q_loss:100, rewards:-87.79526, queue:46.547222, delay:0.43003824, throughput:1741
REAL_TEST step:30, travel time:269.61160480920023, q_loss:100, rewards:-109.28416, queue:37.130554, delay:0.37015808, throughput:1746
REAL_TEST step:33, travel time:396.7752221641401, q_loss:100, rewards:-179.44302, queue:114.62222, delay:0.45677665, throughput:1611
REAL_TEST step:36, travel time:704.8353371667538, q_loss:100, rewards:-355.62415, queue:218.45555, delay:0.47821224, throughput:1003
REAL_TEST step:39, travel time:238.8212232096184, q_loss:100, rewards:-92.24273, queue:53.194443, delay:0.48157665, throughput:1777
REAL_TEST step:42, travel time:1069.1043227665707, q_loss:100, rewards:-499.33832, queue:343.475, delay:0.6475161, throughput:868
REAL_TEST step:45, travel time:480.6633559853633, q_loss:100, rewards:-228.85892, queue:193.4, delay:0.6382798, throughput:1428
REAL_TEST step:48, travel time:316.4929430214323, q_loss:100, rewards:-135.52861, queue:34.702778, delay:0.49124554, throughput:1686
REAL_TEST step:51, travel time:176.17407213800314, q_loss:100, rewards:-58.304432, queue:17.925, delay:0.5122033, throughput:1822
REAL_TEST step:54, travel time:174.81390486147413, q_loss:100, rewards:-57.496098, queue:14.788889, delay:0.44971105, throughput:1817
REAL_TEST step:57, travel time:173.72399372713016, q_loss:100, rewards:-56.681385, queue:12.625, delay:0.37112972, throughput:1823
REAL_TEST step:60, travel time:602.087106017192, q_loss:100, rewards:-264.54257, queue:51.380554, delay:0.43563262, throughput:1399
