Loading cached latent encoders from pretrained/atc/presslight/hz4x4
replay_curve: 99 checkpoints from data/output_data/sim2real_observations/cityflow_presslight/hz4x4/baseline_v1_atc_s0/model/hz4x4_noise5_presslight_latent_observation -> eval real_setting=dz50
REAL_TEST step:2, travel time:1692.1063739974672, q_loss:100, rewards:-753.6389, queue:65.94115, delay:0.20929608, throughput:473
REAL_TEST step:4, travel time:1271.3443939923156, q_loss:100, rewards:-398.475, queue:54.26163, delay:0.30880564, throughput:1087
REAL_TEST step:6, travel time:1233.597385182702, q_loss:100, rewards:-354.45364, queue:55.286804, delay:0.2917594, throughput:1140
REAL_TEST step:8, travel time:1407.902738764045, q_loss:100, rewards:-363.1369, queue:62.84566, delay:0.29862162, throughput:798
REAL_TEST step:10, travel time:1152.6590680522963, q_loss:100, rewards:-231.14201, queue:49.96198, delay:0.29839724, throughput:1227
REAL_TEST step:12, travel time:1218.4780422393565, q_loss:100, rewards:-184.72609, queue:53.002605, delay:0.30434123, throughput:1185
REAL_TEST step:14, travel time:1365.363986013986, q_loss:100, rewards:-412.32526, queue:59.57743, delay:0.31709486, throughput:959
REAL_TEST step:16, travel time:1278.3388794567063, q_loss:100, rewards:-402.24808, queue:56.548786, delay:0.3163424, throughput:1055
REAL_TEST step:18, travel time:1613.8934817170111, q_loss:100, rewards:-557.39825, queue:64.06788, delay:0.3121093, throughput:647
REAL_TEST step:20, travel time:1160.8219912839425, q_loss:100, rewards:-218.03502, queue:49.357464, delay:0.33070436, throughput:1263
REAL_TEST step:22, travel time:1217.0972602739726, q_loss:100, rewards:-247.17891, queue:52.787327, delay:0.2964044, throughput:1108
REAL_TEST step:24, travel time:1271.6257585974377, q_loss:100, rewards:-368.20218, queue:56.8875, delay:0.3183617, throughput:996
REAL_TEST step:26, travel time:1208.6624203821657, q_loss:100, rewards:-265.30917, queue:53.529686, delay:0.31065667, throughput:1134
REAL_TEST step:28, travel time:1209.5648675829702, q_loss:100, rewards:-272.39142, queue:52.897743, delay:0.3166651, throughput:1147
REAL_TEST step:30, travel time:1238.511565538049, q_loss:100, rewards:-252.56445, queue:54.690105, delay:0.31510386, throughput:1101
REAL_TEST step:32, travel time:1270.6010928961748, q_loss:100, rewards:-185.64143, queue:55.761284, delay:0.3201967, throughput:1071
REAL_TEST step:34, travel time:1200.2376801877306, q_loss:100, rewards:-207.1303, queue:51.74774, delay:0.30473858, throughput:1249
REAL_TEST step:36, travel time:1331.3158499234303, q_loss:100, rewards:-397.20947, queue:52.9316, delay:0.31687564, throughput:947
REAL_TEST step:38, travel time:1084.6419711699632, q_loss:100, rewards:-89.815346, queue:45.26198, delay:0.29623735, throughput:1385
REAL_TEST step:40, travel time:1129.552128729467, q_loss:100, rewards:-111.816055, queue:47.48177, delay:0.31779027, throughput:1294
REAL_TEST step:42, travel time:1210.0680966973102, q_loss:100, rewards:-161.15695, queue:52.463367, delay:0.30058205, throughput:1130
REAL_TEST step:44, travel time:1090.5350318471337, q_loss:100, rewards:-101.91661, queue:45.586285, delay:0.31968495, throughput:1370
REAL_TEST step:46, travel time:1044.6265504525645, q_loss:100, rewards:-98.64772, queue:42.81927, delay:0.30078208, throughput:1492
REAL_TEST step:48, travel time:1149.1848196051735, q_loss:100, rewards:-228.1472, queue:49.17344, delay:0.30177158, throughput:1253
REAL_TEST step:50, travel time:1146.4921220248073, q_loss:100, rewards:-271.60165, queue:49.64323, delay:0.30454552, throughput:1208
REAL_TEST step:52, travel time:1205.3566878980891, q_loss:100, rewards:-267.0861, queue:53.138542, delay:0.30770886, throughput:1165
REAL_TEST step:54, travel time:1056.7049949715051, q_loss:100, rewards:-176.0986, queue:43.422222, delay:0.3160835, throughput:1459
REAL_TEST step:56, travel time:1093.2195776064364, q_loss:100, rewards:-201.37361, queue:46.090797, delay:0.31022742, throughput:1356
REAL_TEST step:58, travel time:1287.00467121811, q_loss:100, rewards:-275.74335, queue:52.862846, delay:0.31552127, throughput:1045
REAL_TEST step:60, travel time:1152.6161582299699, q_loss:100, rewards:-194.49588, queue:48.815624, delay:0.30974436, throughput:1339
REAL_TEST step:62, travel time:1265.5369863013698, q_loss:100, rewards:-273.71307, queue:54.968403, delay:0.30658087, throughput:1092
REAL_TEST step:64, travel time:1302.345780433159, q_loss:100, rewards:-304.243, queue:50.862675, delay:0.31289953, throughput:1037
REAL_TEST step:66, travel time:1201.0573248407643, q_loss:100, rewards:-232.33307, queue:52.22361, delay:0.31583703, throughput:1258
REAL_TEST step:68, travel time:1103.0512906469996, q_loss:100, rewards:-227.36914, queue:46.98854, delay:0.29805923, throughput:1277
REAL_TEST step:70, travel time:1106.5638618840094, q_loss:100, rewards:-361.11588, queue:47.669098, delay:0.290923, throughput:1331
REAL_TEST step:72, travel time:1013.1015755950385, q_loss:100, rewards:-194.62473, queue:41.65868, delay:0.27960178, throughput:1507
REAL_TEST step:74, travel time:1131.7277908146161, q_loss:100, rewards:-304.66058, queue:50.044617, delay:0.27262715, throughput:1279
