Loading cached latent encoders from pretrained/vae_embedding/dqn/tempe_16
replay_curve: 99 checkpoints from data/output_data/sim2real_observations/cityflow_dqn/tempe_16/baseline_v1_vae_s0/model/tempe_16_noise5_dqn_latent_observation -> eval real_setting=dz20
REAL_TEST step:2, travel time:1032.9070455430128, q_loss:100, rewards:-2182.976, queue:176.7427, delay:0.5863591, throughput:7686
REAL_TEST step:4, travel time:903.6162251160006, q_loss:100, rewards:-1999.0172, queue:159.58888, delay:0.58461845, throughput:8759
REAL_TEST step:6, travel time:749.743452991453, q_loss:100, rewards:-1772.0563, queue:134.89896, delay:0.5997238, throughput:10245
REAL_TEST step:8, travel time:597.7469065008752, q_loss:100, rewards:-1653.5719, queue:132.68402, delay:0.52271587, throughput:12623
REAL_TEST step:10, travel time:1116.067517819378, q_loss:100, rewards:-2505.8245, queue:197.18091, delay:0.6184466, throughput:7247
REAL_TEST step:12, travel time:1061.6010696869594, q_loss:100, rewards:-2226.018, queue:175.78212, delay:0.5974272, throughput:7319
REAL_TEST step:14, travel time:1071.0611510791366, q_loss:100, rewards:-2280.6348, queue:181.53542, delay:0.56281686, throughput:7175
REAL_TEST step:16, travel time:857.8597424627959, q_loss:100, rewards:-2105.3357, queue:159.96336, delay:0.47990254, throughput:8821
REAL_TEST step:18, travel time:1304.4853148165525, q_loss:100, rewards:-2652.1792, queue:194.86076, delay:0.51411194, throughput:5298
REAL_TEST step:20, travel time:1438.4299240556268, q_loss:100, rewards:-2725.9731, queue:209.72847, delay:0.5172692, throughput:4522
REAL_TEST step:22, travel time:1294.9261939218525, q_loss:100, rewards:-2539.116, queue:194.68924, delay:0.52215415, throughput:5350
REAL_TEST step:24, travel time:1158.3901048218029, q_loss:100, rewards:-2545.82, queue:197.6177, delay:0.51527435, throughput:6417
REAL_TEST step:26, travel time:1287.6072058686973, q_loss:100, rewards:-2452.4167, queue:183.52951, delay:0.535716, throughput:5449
REAL_TEST step:28, travel time:1261.7717676904956, q_loss:100, rewards:-2411.4104, queue:182.7217, delay:0.5343455, throughput:5627
REAL_TEST step:30, travel time:1384.4998076553184, q_loss:100, rewards:-2547.4065, queue:192.40695, delay:0.5387382, throughput:4820
REAL_TEST step:32, travel time:1194.7154098927706, q_loss:100, rewards:-2413.8596, queue:181.59982, delay:0.5268454, throughput:6244
REAL_TEST step:34, travel time:1076.4345357114294, q_loss:100, rewards:-2330.933, queue:181.79427, delay:0.50302607, throughput:7420
REAL_TEST step:36, travel time:1120.7250727650728, q_loss:100, rewards:-2350.772, queue:177.79617, delay:0.5206242, throughput:6790
REAL_TEST step:38, travel time:1337.6703007518797, q_loss:100, rewards:-2593.4077, queue:197.43039, delay:0.5229237, throughput:5287
REAL_TEST step:40, travel time:1078.8989445494644, q_loss:100, rewards:-2355.13, queue:185.18976, delay:0.5112724, throughput:7770
REAL_TEST step:42, travel time:1253.251535992664, q_loss:100, rewards:-2463.9358, queue:188.89272, delay:0.5075354, throughput:6045
REAL_TEST step:44, travel time:1153.5458762017204, q_loss:100, rewards:-2468.5454, queue:189.83646, delay:0.5113605, throughput:6633
REAL_TEST step:46, travel time:1068.4811552804888, q_loss:100, rewards:-2262.093, queue:175.19289, delay:0.49278885, throughput:7408
REAL_TEST step:48, travel time:1165.8508075310074, q_loss:100, rewards:-2283.0344, queue:170.2573, delay:0.49318576, throughput:6260
REAL_TEST step:50, travel time:1098.7294785326535, q_loss:100, rewards:-2291.6045, queue:173.66354, delay:0.4905559, throughput:6990
REAL_TEST step:52, travel time:1223.267767594674, q_loss:100, rewards:-2520.9834, queue:195.296, delay:0.49520195, throughput:6207
REAL_TEST step:54, travel time:1187.4017788420422, q_loss:100, rewards:-2442.6812, queue:187.78403, delay:0.47524, throughput:6302
REAL_TEST step:56, travel time:1144.6816497900716, q_loss:100, rewards:-2481.2224, queue:191.5349, delay:0.48148718, throughput:6815
REAL_TEST step:58, travel time:1193.4636271358484, q_loss:100, rewards:-2523.5247, queue:196.94618, delay:0.47916496, throughput:6555
REAL_TEST step:60, travel time:1179.045365729335, q_loss:100, rewards:-2529.6577, queue:194.57951, delay:0.4845008, throughput:6629
REAL_TEST step:62, travel time:1112.4139227061034, q_loss:100, rewards:-2435.5532, queue:185.07135, delay:0.488528, throughput:6944
REAL_TEST step:64, travel time:1171.4720359840449, q_loss:100, rewards:-2469.3223, queue:191.59288, delay:0.47168157, throughput:6782
REAL_TEST step:66, travel time:1104.964190660537, q_loss:100, rewards:-2409.2983, queue:184.94183, delay:0.4790357, throughput:7165
REAL_TEST step:68, travel time:1320.0014558689718, q_loss:100, rewards:-2620.1858, queue:203.24184, delay:0.48810545, throughput:5446
REAL_TEST step:70, travel time:1053.2420895989974, q_loss:100, rewards:-2345.3792, queue:180.4224, delay:0.48818114, throughput:7623
REAL_TEST step:72, travel time:1216.2462743762242, q_loss:100, rewards:-2520.9294, queue:194.01163, delay:0.48711678, throughput:6256
REAL_TEST step:74, travel time:1269.7052877138415, q_loss:100, rewards:-2587.3613, queue:200.9776, delay:0.49998245, throughput:6131
REAL_TEST step:76, travel time:1219.9075479744135, q_loss:100, rewards:-2535.9414, queue:196.01215, delay:0.49042735, throughput:6254
REAL_TEST step:78, travel time:1068.3375337533753, q_loss:100, rewards:-2332.103, queue:182.44548, delay:0.45215687, throughput:7523
REAL_TEST step:80, travel time:1332.5058362291722, q_loss:100, rewards:-2719.3496, queue:208.2519, delay:0.5050802, throughput:5560
REAL_TEST step:82, travel time:1065.3076739372711, q_loss:100, rewards:-2349.4023, queue:182.80798, delay:0.45268613, throughput:7705
REAL_TEST step:84, travel time:1348.2928558104832, q_loss:100, rewards:-2698.8813, queue:207.56406, delay:0.4961347, throughput:5274
REAL_TEST step:86, travel time:1372.619178332876, q_loss:100, rewards:-2629.6704, queue:204.39792, delay:0.51301116, throughput:5086
REAL_TEST step:88, travel time:1187.3624073266462, q_loss:100, rewards:-2435.1626, queue:186.14288, delay:0.48938835, throughput:6254
REAL_TEST step:90, travel time:1279.305438964673, q_loss:100, rewards:-2650.865, queue:207.98438, delay:0.49502486, throughput:5625
REAL_TEST step:92, travel time:1300.1980948857856, q_loss:100, rewards:-2495.8298, queue:192.72447, delay:0.47271153, throughput:5502
REAL_TEST step:94, travel time:1129.7418129642133, q_loss:100, rewards:-2431.4878, queue:187.26875, delay:0.4723011, throughput:6722
REAL_TEST step:96, travel time:1194.5249461439034, q_loss:100, rewards:-2454.588, queue:193.95972, delay:0.46590704, throughput:6549
REAL_TEST step:98, travel time:1009.229717341482, q_loss:100, rewards:-2436.5574, queue:190.50659, delay:0.4507111, throughput:8100
REAL_TEST step:100, travel time:1308.3083605791687, q_loss:100, rewards:-2525.5674, queue:195.05556, delay:0.4841364, throughput:5444
REAL_TEST step:102, travel time:1196.171469740634, q_loss:100, rewards:-2545.3247, queue:200.03732, delay:0.47729847, throughput:6613
REAL_TEST step:104, travel time:1265.5232971800433, q_loss:100, rewards:-2549.933, queue:201.36858, delay:0.50166154, throughput:6019
REAL_TEST step:106, travel time:1296.941083362645, q_loss:100, rewards:-2718.1992, queue:209.36719, delay:0.5019848, throughput:5625
REAL_TEST step:108, travel time:915.8582046050714, q_loss:100, rewards:-2180.1428, queue:172.3434, delay:0.43363902, throughput:9061
REAL_TEST step:110, travel time:1010.5055887306692, q_loss:100, rewards:-2482.4504, queue:190.6408, delay:0.4788698, throughput:7978
REAL_TEST step:112, travel time:1077.273049359852, q_loss:100, rewards:-2389.0889, queue:187.67482, delay:0.46122462, throughput:7373
REAL_TEST step:114, travel time:1017.6928795891776, q_loss:100, rewards:-2382.098, queue:184.92482, delay:0.46408716, throughput:8068
REAL_TEST step:116, travel time:1042.8428986838078, q_loss:100, rewards:-2399.0027, queue:190.85643, delay:0.4753246, throughput:7683
REAL_TEST step:118, travel time:1244.107447363842, q_loss:100, rewards:-2603.0938, queue:202.76337, delay:0.48971957, throughput:5856
REAL_TEST step:120, travel time:937.7682756593931, q_loss:100, rewards:-2111.6475, queue:168.86285, delay:0.45749396, throughput:8740
REAL_TEST step:122, travel time:1179.0780370738166, q_loss:100, rewards:-2552.6406, queue:200.32796, delay:0.48595157, throughput:6586
REAL_TEST step:124, travel time:1104.9305770326362, q_loss:100, rewards:-2385.673, queue:184.32674, delay:0.47843987, throughput:7130
REAL_TEST step:126, travel time:1398.7370472478372, q_loss:100, rewards:-2661.8586, queue:205.10208, delay:0.49670222, throughput:4932
REAL_TEST step:128, travel time:978.8009507281371, q_loss:100, rewards:-2142.4546, queue:178.42188, delay:0.45926237, throughput:8211
REAL_TEST step:130, travel time:1452.367728399771, q_loss:100, rewards:-2805.841, queue:216.66823, delay:0.50748307, throughput:4646
REAL_TEST step:132, travel time:1146.7841525563044, q_loss:100, rewards:-2375.2712, queue:185.95468, delay:0.4928615, throughput:6758
REAL_TEST step:134, travel time:1527.1242858574722, q_loss:100, rewards:-2781.9548, queue:215.4302, delay:0.5009775, throughput:4239
REAL_TEST step:136, travel time:1151.8852391537005, q_loss:100, rewards:-2407.8152, queue:185.77327, delay:0.5048088, throughput:6621
REAL_TEST step:138, travel time:1259.756821192053, q_loss:100, rewards:-2563.7961, queue:197.10312, delay:0.4977673, throughput:5628
REAL_TEST step:140, travel time:1034.0635290462876, q_loss:100, rewards:-2285.3953, queue:180.51163, delay:0.47560117, throughput:7598
REAL_TEST step:142, travel time:1446.8306016197455, q_loss:100, rewards:-2743.1646, queue:211.3106, delay:0.5008372, throughput:4410
REAL_TEST step:144, travel time:993.7286986679278, q_loss:100, rewards:-2228.3828, queue:174.08038, delay:0.45019713, throughput:8093
REAL_TEST step:146, travel time:1411.4166114842494, q_loss:100, rewards:-2779.9246, queue:215.81631, delay:0.49900678, throughput:4880
REAL_TEST step:148, travel time:990.9334977267473, q_loss:100, rewards:-2308.2275, queue:180.00278, delay:0.4674752, throughput:7917
REAL_TEST step:150, travel time:1273.6516286204096, q_loss:100, rewards:-2617.458, queue:199.47726, delay:0.50870174, throughput:5551
REAL_TEST step:152, travel time:936.7448724740785, q_loss:100, rewards:-2181.5032, queue:168.8545, delay:0.46545833, throughput:8339
REAL_TEST step:154, travel time:1376.5422876304024, q_loss:100, rewards:-2631.069, queue:205.49428, delay:0.50397235, throughput:5053
REAL_TEST step:156, travel time:1225.2043001079526, q_loss:100, rewards:-2439.5386, queue:185.38594, delay:0.49533945, throughput:5742
REAL_TEST step:158, travel time:1126.1295476892822, q_loss:100, rewards:-2467.62, queue:191.97205, delay:0.4909919, throughput:6973
REAL_TEST step:160, travel time:1092.6889553686933, q_loss:100, rewards:-2448.0403, queue:195.66441, delay:0.47770673, throughput:6999
REAL_TEST step:162, travel time:1004.9759619076876, q_loss:100, rewards:-2442.454, queue:187.53593, delay:0.4762963, throughput:7959
REAL_TEST step:164, travel time:1329.6513406514307, q_loss:100, rewards:-2673.9895, queue:208.43004, delay:0.49834836, throughput:5382
REAL_TEST step:166, travel time:1148.3612371827198, q_loss:100, rewards:-2473.4558, queue:191.05174, delay:0.49696037, throughput:6509
REAL_TEST step:168, travel time:1148.9112681912682, q_loss:100, rewards:-2437.9, queue:188.76024, delay:0.4828404, throughput:6429
REAL_TEST step:170, travel time:1338.16774731382, q_loss:100, rewards:-2532.0027, queue:196.0125, delay:0.48929405, throughput:5049
REAL_TEST step:172, travel time:1170.6194556451612, q_loss:100, rewards:-2452.344, queue:193.99236, delay:0.48537365, throughput:6515
REAL_TEST step:174, travel time:1294.4335778321108, q_loss:100, rewards:-2576.773, queue:198.80052, delay:0.49853075, throughput:5628
REAL_TEST step:176, travel time:1496.2405993233447, q_loss:100, rewards:-2786.4753, queue:218.8526, delay:0.50877553, throughput:4293
REAL_TEST step:178, travel time:1288.761184568013, q_loss:100, rewards:-2542.5027, queue:197.00659, delay:0.49920112, throughput:5413
REAL_TEST step:180, travel time:1095.5047710688798, q_loss:100, rewards:-2394.519, queue:186.4092, delay:0.4786316, throughput:6946
REAL_TEST step:182, travel time:1225.5043731778426, q_loss:100, rewards:-2503.3506, queue:194.66006, delay:0.49719238, throughput:5766
REAL_TEST step:184, travel time:1158.8046719681909, q_loss:100, rewards:-2448.153, queue:188.08246, delay:0.49474648, throughput:6455
REAL_TEST step:186, travel time:1138.8724903712202, q_loss:100, rewards:-2437.4307, queue:190.40521, delay:0.49709243, throughput:6465
REAL_TEST step:188, travel time:1351.1262229210342, q_loss:100, rewards:-2627.6584, queue:205.13107, delay:0.5206641, throughput:5171
REAL_TEST step:190, travel time:1261.302918424754, q_loss:100, rewards:-2522.3982, queue:192.12865, delay:0.5101348, throughput:5527
REAL_TEST step:192, travel time:1051.824363692119, q_loss:100, rewards:-2390.8567, queue:186.5144, delay:0.48461032, throughput:7680
REAL_TEST step:194, travel time:1230.468739294279, q_loss:100, rewards:-2602.527, queue:200.71823, delay:0.5056385, throughput:6027
REAL_TEST step:196, travel time:1365.770196217076, q_loss:100, rewards:-2646.0132, queue:205.50711, delay:0.52869904, throughput:5049
REAL_TEST step:198, travel time:1301.0601544752385, q_loss:100, rewards:-2598.927, queue:198.99739, delay:0.5015041, throughput:5355
Total time taken: 19229.713777065277
