PRLight neighbor topology (radius=600): {0: []}
PRLight (one-shot neighbor-aware prediction): m=2 decision(s) of assumed delay (sim_delay=20, real_delay=40)
replay_curve: 99 checkpoints from data/output_data/sim2real_actions/cityflow_dqn/hz1x1/action_delay_optimized_s0_prlight_s0/model/hz1x1_setting1_dqn_prlight -> eval real_setting=setting3
REAL_TEST step:3, travel time:575.3594954449895, q_loss:100, rewards:-310.1183376736111, queue:207.0222222222222, delay:0.7913157145182291, throughput:1177, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:6, travel time:670.9906629318394, q_loss:100, rewards:-276.6228949652778, queue:184.73611111111111, delay:0.7452631632486979, throughput:801, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:9, travel time:418.1415716856629, q_loss:100, rewards:-249.29954427083334, queue:166.4638888888889, delay:0.7689346313476563, throughput:1443, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:12, travel time:593.5519044062734, q_loss:100, rewards:-302.3595486111111, queue:201.9111111111111, delay:0.7672857496473524, throughput:1052, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:15, travel time:600.0006775067751, q_loss:100, rewards:-337.76959635416665, queue:225.65555555555557, delay:0.8258926391601562, throughput:1079, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:18, travel time:396.11358447488584, q_loss:100, rewards:-248.42289496527778, queue:165.8972222222222, delay:0.7620586819118924, throughput:1521, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:21, travel time:554.9224250325946, q_loss:100, rewards:-322.0800564236111, queue:215.19166666666666, delay:0.8060607062445746, throughput:1147, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:24, travel time:392.00460299194475, q_loss:100, rewards:-245.46705729166666, queue:164.01666666666668, delay:0.7746825324164497, throughput:1422, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:27, travel time:368.75931401537554, q_loss:100, rewards:-221.5841796875, queue:147.9361111111111, delay:0.7544859144422743, throughput:1514, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:30, travel time:385.01124859392576, q_loss:100, rewards:-245.67081163194445, queue:163.94722222222222, delay:0.7646207173665365, throughput:1564, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:33, travel time:461.2933083176986, q_loss:100, rewards:-271.7441840277778, queue:181.55277777777778, delay:0.7859426710340712, throughput:1278, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:36, travel time:408.5503512880562, q_loss:100, rewards:-251.04581163194445, queue:167.60555555555555, delay:0.7955305311414931, throughput:1500, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:39, travel time:461.3078369905956, q_loss:100, rewards:-270.2062065972222, queue:180.45, delay:0.7600601196289063, throughput:1345, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:42, travel time:449.69856115107916, q_loss:100, rewards:-231.09997829861112, queue:154.30555555555554, delay:0.7052195654975043, throughput:1145, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:45, travel time:285.0891993551854, q_loss:100, rewards:-178.2342013888889, queue:119.02777777777777, delay:0.7338559468587239, throughput:1637, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:48, travel time:297.1434650455927, q_loss:100, rewards:-165.72913411458333, queue:110.75277777777778, delay:0.6959898630777995, throughput:1458, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:51, travel time:451.7992376111817, q_loss:100, rewards:-259.92296006944446, queue:173.63055555555556, delay:0.7623074849446615, throughput:1276, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:54, travel time:427.79291386682956, q_loss:100, rewards:-254.40496961805556, queue:169.85555555555555, delay:0.7564068264431424, throughput:1381, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:57, travel time:539.917094017094, q_loss:100, rewards:-237.26124131944445, queue:158.42777777777778, delay:0.7789125230577257, throughput:944, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:60, travel time:523.768776371308, q_loss:100, rewards:-232.213671875, queue:155.0361111111111, delay:0.7087770250108507, throughput:990, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:63, travel time:538.8106796116505, q_loss:100, rewards:-250.70297309027777, queue:167.425, delay:0.7878641764322917, throughput:999, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:66, travel time:394.71607041453717, q_loss:100, rewards:-249.52703993055556, queue:166.7111111111111, delay:0.7762300279405382, throughput:1471, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:69, travel time:543.5355781448538, q_loss:100, rewards:-321.3134331597222, queue:214.53055555555557, delay:0.807012939453125, throughput:1276, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:72, travel time:593.4143454038997, q_loss:100, rewards:-324.36286892361113, queue:216.69722222222222, delay:0.826403554280599, throughput:1064, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:75, travel time:360.9313669880885, q_loss:100, rewards:-224.26792534722222, queue:149.80277777777778, delay:0.7741182963053386, throughput:1485, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:78, travel time:518.9970282317979, q_loss:100, rewards:-259.9930121527778, queue:173.51388888888889, delay:0.7763889736599392, throughput:1176, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:81, travel time:522.6329866270431, q_loss:100, rewards:-262.10162760416665, queue:174.94722222222222, delay:0.7761466979980469, throughput:1133, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:84, travel time:425.03976531942635, q_loss:100, rewards:-237.29622395833334, queue:158.5, delay:0.7681403266059028, throughput:1278, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:87, travel time:371.9366515837104, q_loss:100, rewards:-232.6484157986111, queue:155.36111111111111, delay:0.7736973232693143, throughput:1527, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:90, travel time:525.7765399737876, q_loss:100, rewards:-301.7654296875, queue:201.61111111111111, delay:0.8004336886935763, throughput:1172, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:93, travel time:450.08350444900753, q_loss:100, rewards:-241.46959635416667, queue:161.325, delay:0.7442670186360677, throughput:1181, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:96, travel time:367.90199335548175, q_loss:100, rewards:-235.69837239583333, queue:157.4138888888889, delay:0.7537742614746094, throughput:1522, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:99, travel time:461.92, q_loss:100, rewards:-229.5166232638889, queue:153.32777777777778, delay:0.7718055725097657, throughput:1090, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:102, travel time:500.6647015475313, q_loss:100, rewards:-253.5100043402778, queue:169.4, delay:0.7763441297743056, throughput:1058, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:105, travel time:582.9910714285714, q_loss:100, rewards:-323.1603515625, queue:215.93055555555554, delay:0.8072716606987848, throughput:1063, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:108, travel time:583.2351294611617, q_loss:100, rewards:-316.651171875, queue:211.57222222222222, delay:0.8236276414659288, throughput:1049, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:111, travel time:565.6258253851797, q_loss:100, rewards:-291.57821180555555, queue:194.8527777777778, delay:0.8196562025282118, throughput:1017, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:114, travel time:558.1252715423606, q_loss:100, rewards:-291.2629123263889, queue:194.56944444444446, delay:0.8062694125705295, throughput:1069, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:117, travel time:593.9628629304524, q_loss:100, rewards:-335.43413628472223, queue:224.06666666666666, delay:0.827988772922092, throughput:1081, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:120, travel time:601.1158273381295, q_loss:100, rewards:-317.7865885416667, queue:212.30833333333334, delay:0.8245997958713107, throughput:1018, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:123, travel time:479.8022561380226, q_loss:100, rewards:-267.5250217013889, queue:178.65833333333333, delay:0.7672369215223525, throughput:1229, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:126, travel time:491.2239336492891, q_loss:100, rewards:-309.0183376736111, queue:206.51666666666668, delay:0.8025080362955729, throughput:1272, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:129, travel time:539.513828238719, q_loss:100, rewards:-279.08704427083336, queue:186.45277777777778, delay:0.7968130323621961, throughput:1038, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:132, travel time:517.0143369175627, q_loss:100, rewards:-269.7345920138889, queue:180.19166666666666, delay:0.7853887769911024, throughput:1082, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:135, travel time:446.1411764705882, q_loss:100, rewards:-263.4062282986111, queue:175.92777777777778, delay:0.7663162231445313, throughput:1321, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:138, travel time:504.65124555160145, q_loss:100, rewards:-265.2166015625, queue:177.20833333333334, delay:0.7928375244140625, throughput:1070, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:141, travel time:577.478731074261, q_loss:100, rewards:-303.8404296875, queue:202.99722222222223, delay:0.7999364217122396, throughput:1027, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:144, travel time:513.6407643312102, q_loss:100, rewards:-301.49583333333334, queue:201.4, delay:0.8030545552571614, throughput:1208, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:147, travel time:514.7278712509144, q_loss:100, rewards:-263.1896050347222, queue:175.88611111111112, delay:0.7207870483398438, throughput:1035, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:150, travel time:494.3694220921726, q_loss:100, rewards:-251.16629774305557, queue:167.8138888888889, delay:0.7140881008572049, throughput:1056, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:153, travel time:623.3398464759247, q_loss:100, rewards:-342.1066189236111, queue:228.5888888888889, delay:0.8331307305230035, throughput:1033, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:156, travel time:557.8470948012232, q_loss:100, rewards:-275.7508029513889, queue:184.24444444444444, delay:0.7259262084960938, throughput:977, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:159, travel time:486.25691456668716, q_loss:100, rewards:-293.4316840277778, queue:195.91666666666666, delay:0.8014173719618055, throughput:1325, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:162, travel time:494.42302052785925, q_loss:100, rewards:-250.38665364583332, queue:167.31666666666666, delay:0.7812665303548177, throughput:1057, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:165, travel time:542.577598828697, q_loss:100, rewards:-278.96998697916666, queue:186.37777777777777, delay:0.7896509806315104, throughput:1047, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:168, travel time:529.1101385849745, q_loss:100, rewards:-271.6295138888889, queue:181.475, delay:0.7903230455186632, throughput:1061, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:171, travel time:583.2642642642643, q_loss:100, rewards:-295.38255208333334, queue:197.34722222222223, delay:0.7924881829155817, throughput:981, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:174, travel time:565.6258253851797, q_loss:100, rewards:-291.57821180555555, queue:194.8527777777778, delay:0.8196562025282118, throughput:1017, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:177, travel time:573.4799416484318, q_loss:100, rewards:-298.19168836805557, queue:199.21666666666667, delay:0.7908882141113281, throughput:1034, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:180, travel time:588.4364183596689, q_loss:100, rewards:-297.27547743055555, queue:198.61388888888888, delay:0.7945812649197048, throughput:983, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:183, travel time:600.713581984518, q_loss:100, rewards:-325.51573350694446, queue:217.48888888888888, delay:0.8291213989257813, throughput:1044, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:186, travel time:508.76151761517616, q_loss:100, rewards:-279.3861979166667, queue:186.525, delay:0.7668191697862413, throughput:1257, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:189, travel time:477.51551312649167, q_loss:100, rewards:-295.7184027777778, queue:197.49166666666667, delay:0.7916476779513889, throughput:1354, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:192, travel time:568.125, q_loss:100, rewards:-322.542578125, queue:215.5611111111111, delay:0.814566887749566, throughput:1096, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:195, travel time:517.47425997426, q_loss:100, rewards:-301.7083333333333, queue:201.6, delay:0.8083837721082899, throughput:1174, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:198, travel time:723.2479674796748, q_loss:100, rewards:-345.6138020833333, queue:230.89444444444445, delay:0.8340326097276476, throughput:844, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:201, travel time:556.8995815899582, q_loss:100, rewards:-301.33667534722224, queue:201.32222222222222, delay:0.8100490993923611, throughput:1111, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:204, travel time:640.3013809910642, q_loss:100, rewards:-302.24453125, queue:201.90555555555557, delay:0.6992309994167751, throughput:904, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:207, travel time:499.0371872887086, q_loss:100, rewards:-274.4829427083333, queue:183.35833333333332, delay:0.8018650478786893, throughput:1183, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:210, travel time:439.81900452488685, q_loss:100, rewards:-286.6662326388889, queue:191.57222222222222, delay:0.7994844224717882, throughput:1386, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:213, travel time:539.8402930402931, q_loss:100, rewards:-276.6191623263889, queue:184.76944444444445, delay:0.8102102491590711, throughput:1077, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:216, travel time:487.14954954954953, q_loss:100, rewards:-300.93663194444446, queue:201.03055555555557, delay:0.7892178005642361, throughput:1290, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:219, travel time:570.8681003584229, q_loss:100, rewards:-302.3362630208333, queue:201.99722222222223, delay:0.8216127183702256, throughput:1046, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:222, travel time:509.1818181818182, q_loss:100, rewards:-262.89830729166664, queue:175.63611111111112, delay:0.8031322903103298, throughput:1119, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:225, travel time:480.9593787335723, q_loss:100, rewards:-299.9283854166667, queue:200.51111111111112, delay:0.7905278523763021, throughput:1238, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:228, travel time:575.5783926218709, q_loss:100, rewards:-332.267578125, queue:222.05277777777778, delay:0.8089257134331598, throughput:1099, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
