MORLGrid: 22 grid policies
SIM_TRAIN step:0, travel time:53.39681750372949, q_loss:0, rewards:-12.2766695, queue:7.858333, delay:0.35031533, throughput:1994, raw_metrics:{'fairness': 359.0}
SIM_TRAIN step:1, travel time:64.05569368473397, q_loss:0, rewards:-17.66667, queue:11.344444, delay:0.37330127, throughput:1995, raw_metrics:{'fairness': 376.0}
SIM_TRAIN step:2, travel time:55.8038728897716, q_loss:144.20023, rewards:-13.055421, queue:8.297222, delay:0.34369782, throughput:2002, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:3, travel time:47.26553953257086, q_loss:10.599099, rewards:-8.031246, queue:4.9888887, delay:0.30524477, throughput:2001, raw_metrics:{'fairness': 334.0}
SIM_TRAIN step:4, travel time:45.12033814022874, q_loss:0.1491852, rewards:-7.6208334, queue:4.7944446, delay:0.30942002, throughput:1999, raw_metrics:{'fairness': 373.0}
SIM_TRAIN step:5, travel time:46.131277971158624, q_loss:0.15279222, rewards:-7.784999, queue:4.825, delay:0.29970396, throughput:1995, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:6, travel time:44.96817503729488, q_loss:0.13590796, rewards:-7.2304163, queue:4.4805555, delay:0.30679184, throughput:1999, raw_metrics:{'fairness': 361.0}
SIM_TRAIN step:7, travel time:45.96220785678767, q_loss:0.13006347, rewards:-8.016251, queue:5.0194445, delay:0.30834198, throughput:1999, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:8, travel time:45.47140726006962, q_loss:0.117056616, rewards:-7.496669, queue:4.6055555, delay:0.30470154, throughput:2001, raw_metrics:{'fairness': 0.0}
REAL_TRAIN step:1, travel time:57.79303482587065, q_loss:100, rewards:-18.445414, queue:12.025, delay:0.3979511, throughput:1983, R_real:-3.8548, components:{'queue': 0.075, 'delay': 0.0, 'waiting': 0.547, 'pressure': 0.0, 'switches': 0.0, 'fairness': 3.232}, raw_metrics:{'fairness': 268.0, 'emission': 225.592, 'fuel': 73.134, 'emergency_stops': 10.0, 'collisions': 31.0, 'ssm_conflicts': 1206.0}, grid;w=queue=0.167;delay=0.167;waiting=0.167;pressure=0.167;switches=0.167;fairness=0.167
SIM_TRAIN step:9, travel time:58.837394331178515, q_loss:0, rewards:-14.763753, queue:9.444445, delay:0.3669976, throughput:2001, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:10, travel time:62.51019393336649, q_loss:0, rewards:-15.794998, queue:10.144444, delay:0.37970304, throughput:1994, raw_metrics:{'fairness': 377.0}
SIM_TRAIN step:11, travel time:58.95624067628046, q_loss:148.80531, rewards:-14.7141695, queue:9.338889, delay:0.35433602, throughput:1997, raw_metrics:{'fairness': 350.0}
SIM_TRAIN step:12, travel time:50.04624564893088, q_loss:11.058992, rewards:-10.464169, queue:6.6694446, delay:0.3245481, throughput:1962, raw_metrics:{'fairness': 224.0}
