PRLight neighbor topology (radius=600): {0: []}
PRLight (one-shot neighbor-aware prediction): m=2 decision(s) of assumed delay (sim_delay=20, real_delay=30)
replay_curve: 99 checkpoints from data/output_data/sim2real_actions/cityflow_presslight/ingolstadt1/action_delay_optimized_s0_prlight_s0/model/ingolstadt1_setting1_presslight_prlight -> eval real_setting=setting2
REAL_TEST step:3, travel time:162.14261884904087, q_loss:100, rewards:-8.233610026041667, queue:4.7, delay:0.2975781758626302, throughput:1143, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:6, travel time:85.9496100779844, q_loss:100, rewards:-9.796113416883681, queue:5.997222222222222, delay:0.30598119099934895, throughput:1616, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:9, travel time:66.67217956290608, q_loss:100, rewards:-9.134166802300347, queue:5.291666666666667, delay:0.27303312089708115, throughput:1647, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:12, travel time:68.11104582843713, q_loss:100, rewards:-7.768056911892361, queue:3.9722222222222223, delay:0.2618135028415256, throughput:1667, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:15, travel time:60.842228739002934, q_loss:100, rewards:-8.278611924913195, queue:4.3694444444444445, delay:0.2585643344455295, throughput:1679, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:18, travel time:99.68482490272373, q_loss:100, rewards:-6.76222398546007, queue:3.0, delay:0.2735471513536241, throughput:1488, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:21, travel time:69.68396501457725, q_loss:100, rewards:-18.10666775173611, queue:14.316666666666666, delay:0.31718377007378473, throughput:1697, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:24, travel time:110.24341279799248, q_loss:100, rewards:-25.0324951171875, queue:21.38888888888889, delay:0.36080525716145834, throughput:1543, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:27, travel time:84.85236102809324, q_loss:100, rewards:-19.526114908854165, queue:15.866666666666667, delay:0.34445368448893227, throughput:1620, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:30, travel time:76.14688601645123, q_loss:100, rewards:-21.236394585503472, queue:17.613888888888887, delay:0.3357002682156033, throughput:1660, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:33, travel time:64.84256559766764, q_loss:100, rewards:-9.840283881293402, queue:6.019444444444445, delay:0.2703322516547309, throughput:1704, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:36, travel time:64.06338028169014, q_loss:100, rewards:-10.150832112630209, queue:6.338888888888889, delay:0.27615159352620444, throughput:1677, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:39, travel time:75.53294460641399, q_loss:100, rewards:-20.131658257378472, queue:16.430555555555557, delay:0.3525803248087565, throughput:1702, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:42, travel time:90.9492119089317, q_loss:100, rewards:-11.133057318793403, queue:7.425, delay:0.3125385920206706, throughput:1692, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:45, travel time:104.95606326889279, q_loss:100, rewards:-30.516943359375, queue:26.947222222222223, delay:0.37350582546657984, throughput:1667, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:48, travel time:61.285131195335275, q_loss:100, rewards:-10.968610297309027, queue:7.177777777777778, delay:0.27620112101236977, throughput:1686, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:51, travel time:71.62544169611307, q_loss:100, rewards:-8.826390923394097, queue:5.088888888888889, delay:0.2680912865532769, throughput:1650, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:54, travel time:74.48948948948949, q_loss:100, rewards:-9.12888929578993, queue:5.3694444444444445, delay:0.28061186472574867, throughput:1623, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:57, travel time:82.26856036152357, q_loss:100, rewards:-10.19111056857639, queue:6.5, delay:0.2679888407389323, throughput:1478, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:60, travel time:60.475801749271135, q_loss:100, rewards:-7.153054470486111, queue:3.3916666666666666, delay:0.2343038770887587, throughput:1680, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:63, travel time:65.65189504373178, q_loss:100, rewards:-8.383888075086805, queue:4.611111111111111, delay:0.25839371151394314, throughput:1691, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:66, travel time:64.51545189504373, q_loss:100, rewards:-8.735000949435763, queue:4.863888888888889, delay:0.2636865191989475, throughput:1689, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:69, travel time:65.79708454810496, q_loss:100, rewards:-10.369169108072917, queue:6.488888888888889, delay:0.2751180224948459, throughput:1699, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:72, travel time:74.96135552913199, q_loss:100, rewards:-15.227495659722223, queue:11.555555555555555, delay:0.30921607547336155, throughput:1630, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:75, travel time:129.3886743886744, q_loss:100, rewards:-32.541118706597224, queue:29.18611111111111, delay:0.40327254401312934, throughput:1483, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:78, travel time:93.67316784869976, q_loss:100, rewards:-10.81777615017361, queue:7.1305555555555555, delay:0.29440070258246526, throughput:1650, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:81, travel time:59.375510204081635, q_loss:100, rewards:-10.05500217013889, queue:6.236111111111111, delay:0.27851992713080514, throughput:1698, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:84, travel time:92.08156028368795, q_loss:100, rewards:-9.890276421440973, queue:6.075, delay:0.29406085544162325, throughput:1663, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:87, travel time:75.71571512654502, q_loss:100, rewards:-10.456390380859375, queue:6.736111111111111, delay:0.2901916291978624, throughput:1677, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:90, travel time:86.5469387755102, q_loss:100, rewards:-11.090272352430556, queue:7.35, delay:0.31586714850531683, throughput:1697, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:93, travel time:90.11531421598535, q_loss:100, rewards:-9.930555555555555, queue:6.155555555555556, delay:0.27221380869547523, throughput:1590, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:96, travel time:72.76378896882494, q_loss:100, rewards:-11.636952039930556, queue:7.891666666666667, delay:0.29738051096598306, throughput:1620, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:99, travel time:72.18949232585597, q_loss:100, rewards:-11.76388888888889, queue:8.005555555555556, delay:0.29213907453748916, throughput:1651, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:102, travel time:99.63086854460094, q_loss:100, rewards:-9.562224663628472, queue:5.747222222222222, delay:0.2992436514960395, throughput:1677, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:105, travel time:87.91423570595099, q_loss:100, rewards:-11.605833604600694, queue:7.861111111111111, delay:0.2816591686672635, throughput:1691, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:108, travel time:71.5605170387779, q_loss:100, rewards:-8.462223307291667, queue:4.566666666666666, delay:0.28124781714545355, throughput:1677, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:111, travel time:88.66997084548105, q_loss:100, rewards:-9.514447021484376, queue:5.733333333333333, delay:0.2918281767103407, throughput:1672, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:114, travel time:70.67580174927113, q_loss:100, rewards:-9.374997965494792, queue:5.583333333333333, delay:0.2642399893866645, throughput:1696, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:117, travel time:89.3537296037296, q_loss:100, rewards:-10.17249755859375, queue:6.3277777777777775, delay:0.2958019680447049, throughput:1698, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:120, travel time:93.05772594752186, q_loss:100, rewards:-9.338610161675348, queue:5.536111111111111, delay:0.28738638559977214, throughput:1696, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:123, travel time:58.44198250728863, q_loss:100, rewards:-9.083334011501735, queue:5.1194444444444445, delay:0.26566371917724607, throughput:1699, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:126, travel time:67.68571428571428, q_loss:100, rewards:-9.157497151692708, queue:5.222222222222222, delay:0.24186763763427735, throughput:1699, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:129, travel time:51.15393586005831, q_loss:100, rewards:-8.86361083984375, queue:4.902777777777778, delay:0.2521296819051107, throughput:1688, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:132, travel time:98.40868454661558, q_loss:100, rewards:-15.888328721788195, queue:12.177777777777777, delay:0.2981548521253798, throughput:1513, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:135, travel time:83.61749271137026, q_loss:100, rewards:-11.783331976996529, queue:7.972222222222222, delay:0.29988890753852, throughput:1691, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:138, travel time:52.620548744892005, q_loss:100, rewards:-9.168336995442708, queue:5.238888888888889, delay:0.2575631035698785, throughput:1691, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:141, travel time:71.28613224107666, q_loss:100, rewards:-8.874167209201389, queue:5.002777777777778, delay:0.27562522888183594, throughput:1676, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:144, travel time:76.82453051643192, q_loss:100, rewards:-10.084998914930555, queue:6.322222222222222, delay:0.28253746032714844, throughput:1655, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:147, travel time:86.47013601419279, q_loss:100, rewards:-10.148061116536459, queue:6.333333333333333, delay:0.30105660756429037, throughput:1638, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:150, travel time:78.39399293286219, q_loss:100, rewards:-8.90111355251736, queue:5.136111111111111, delay:0.27981160481770834, throughput:1661, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:153, travel time:78.33625218914186, q_loss:100, rewards:-9.721114095052084, queue:5.913888888888889, delay:0.2785729726155599, throughput:1690, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:156, travel time:134.4923384410393, q_loss:100, rewards:-10.179443359375, queue:6.5, delay:0.2792380862765842, throughput:1462, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:159, travel time:50.971311475409834, q_loss:100, rewards:-9.380003526475694, queue:5.519444444444445, delay:0.2653745863172743, throughput:1666, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:162, travel time:111.54448621553885, q_loss:100, rewards:-10.298056369357639, queue:6.544444444444444, delay:0.31500604417588973, throughput:1553, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:165, travel time:96.20349854227405, q_loss:100, rewards:-15.284434678819444, queue:11.661111111111111, delay:0.3281645668877496, throughput:1695, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:168, travel time:96.42274052478135, q_loss:100, rewards:-17.814723036024304, queue:14.202777777777778, delay:0.31812750498453773, throughput:1698, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
