Loading cached latent encoders from pretrained/atc/dqn/cologne1
replay_curve: 99 checkpoints from data/output_data/sim2real_observations/cityflow_dqn/cologne1/baseline_v1_atc_s0/model/cologne1_noise5_dqn_latent_observation -> eval real_setting=sensor20
REAL_TEST step:2, travel time:471.8100084817642, q_loss:100, rewards:-217.95708, queue:145.51111, delay:0.49338102, throughput:1013
REAL_TEST step:4, travel time:371.2929203539823, q_loss:100, rewards:-39.097084, queue:26.091667, delay:0.30657735, throughput:1001
REAL_TEST step:6, travel time:77.2239876986161, q_loss:100, rewards:-16.127085, queue:10.527778, delay:0.34954277, throughput:1917
REAL_TEST step:8, travel time:61.71563275434243, q_loss:100, rewards:-20.162497, queue:13.161111, delay:0.47208935, throughput:1986
REAL_TEST step:10, travel time:173.9764831640834, q_loss:100, rewards:-63.96831, queue:42.502777, delay:0.49338764, throughput:1790
REAL_TEST step:12, travel time:59.49578163771712, q_loss:100, rewards:-18.247492, queue:11.8527775, delay:0.47683296, throughput:1992
REAL_TEST step:14, travel time:118.27016985138005, q_loss:100, rewards:-27.413742, queue:18.197222, delay:0.33710578, throughput:1824
REAL_TEST step:16, travel time:76.51761786600497, q_loss:100, rewards:-15.734999, queue:10.366667, delay:0.30586728, throughput:1997
REAL_TEST step:18, travel time:90.47477899115965, q_loss:100, rewards:-21.500416, queue:14.113889, delay:0.37641764, throughput:1881
REAL_TEST step:20, travel time:61.69116186693148, q_loss:100, rewards:-20.36333, queue:13.275, delay:0.44937357, throughput:1986
REAL_TEST step:22, travel time:60.79234972677595, q_loss:100, rewards:-19.457907, queue:12.669444, delay:0.45801032, throughput:1984
REAL_TEST step:24, travel time:81.33963202386872, q_loss:100, rewards:-19.650835, queue:12.888889, delay:0.35933223, throughput:1978
REAL_TEST step:26, travel time:63.487841191067, q_loss:100, rewards:-17.17417, queue:11.302778, delay:0.4213505, throughput:1997
REAL_TEST step:28, travel time:88.07990074441688, q_loss:100, rewards:-27.996246, queue:18.494444, delay:0.40131086, throughput:1994
REAL_TEST step:30, travel time:76.48387096774194, q_loss:100, rewards:-21.579584, queue:14.305555, delay:0.3681755, throughput:1987
REAL_TEST step:32, travel time:79.52754342431761, q_loss:100, rewards:-32.554165, queue:21.48611, delay:0.51151276, throughput:1995
REAL_TEST step:34, travel time:62.07096774193548, q_loss:100, rewards:-14.361257, queue:9.344444, delay:0.4079461, throughput:1994
REAL_TEST step:36, travel time:78.95081967213115, q_loss:100, rewards:-27.47625, queue:18.158333, delay:0.45675224, throughput:1919
REAL_TEST step:38, travel time:367.5792253521127, q_loss:100, rewards:-37.7175, queue:25.180555, delay:0.3170633, throughput:1007
REAL_TEST step:40, travel time:132.59336543606207, q_loss:100, rewards:-37.412907, queue:24.925, delay:0.3487793, throughput:1806
REAL_TEST step:42, travel time:60.022343594836144, q_loss:100, rewards:-18.514168, queue:12.094444, delay:0.4707227, throughput:1992
REAL_TEST step:44, travel time:60.63796576032225, q_loss:100, rewards:-16.33708, queue:10.65, delay:0.39051968, throughput:1960
REAL_TEST step:46, travel time:78.78114143920595, q_loss:100, rewards:-23.92292, queue:15.7277775, delay:0.440775, throughput:1991
REAL_TEST step:48, travel time:58.731380337636544, q_loss:100, rewards:-13.63542, queue:8.9, delay:0.3572495, throughput:1990
REAL_TEST step:50, travel time:58.02183622828784, q_loss:100, rewards:-13.987085, queue:9.088889, delay:0.33231273, throughput:1996
REAL_TEST step:52, travel time:73.2560794044665, q_loss:100, rewards:-12.191668, queue:8.005555, delay:0.29168433, throughput:1994
REAL_TEST step:54, travel time:98.95978152929493, q_loss:100, rewards:-22.052097, queue:14.555555, delay:0.2993563, throughput:1988
REAL_TEST step:56, travel time:59.578842315369265, q_loss:100, rewards:-10.620002, queue:6.936111, delay:0.29369166, throughput:1973
REAL_TEST step:58, travel time:64.38411910669976, q_loss:100, rewards:-15.450835, queue:10.052778, delay:0.39846557, throughput:1994
REAL_TEST step:60, travel time:98.01935483870967, q_loss:100, rewards:-31.323744, queue:20.752777, delay:0.3775711, throughput:1988
