MORLGrid: 16 grid policies
SIM_TRAIN step:0, travel time:36.498542274052475, q_loss:0, rewards:-1.4633335, queue:1.375, delay:0.11168996, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:1, travel time:35.23906705539358, q_loss:0, rewards:-1.2606479, queue:1.1777778, delay:0.10726105, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:2, travel time:35.09096209912536, q_loss:1.8202517, rewards:-1.229259, queue:1.1527778, delay:0.103708185, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:3, travel time:40.074052478134114, q_loss:0.12595358, rewards:-2.7152777, queue:2.625, delay:0.11657973, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:4, travel time:34.631486880466475, q_loss:0.0276613, rewards:-1.1993521, queue:1.1611111, delay:0.102796085, throughput:1688, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:5, travel time:91.66005830903791, q_loss:0.019904254, rewards:-1.172315, queue:1.0333333, delay:0.12329033, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:6, travel time:48.53819241982507, q_loss:0.017374558, rewards:-0.87490803, queue:0.775, delay:0.1028615, throughput:1641, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:7, travel time:46.477551020408164, q_loss:0.013839062, rewards:-0.6939814, queue:0.63055557, delay:0.09833456, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:8, travel time:66.27580174927114, q_loss:0.014410681, rewards:-1.0265749, queue:0.86944443, delay:0.118211076, throughput:1707, raw_metrics:{'fairness': 0.0}
REAL_TRAIN step:1, travel time:122.77129443326626, q_loss:100, rewards:-8.789769, queue:7.963889, delay:0.24130775, throughput:1439, R_real:-0.4922, components:{'queue': 0.037, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'emission': 0.456}, raw_metrics:{'fairness': 0.0, 'emission': 111.346, 'fuel': 36.097, 'emergency_stops': 0.0, 'collisions': 0.0, 'ssm_conflicts': 288.0}, grid;w=queue=0.2;delay=0.2;waiting=0.2;pressure=0.2;switches=0.2
SIM_TRAIN step:9, travel time:33.63206997084548, q_loss:0, rewards:-1.2428703, queue:1.1888889, delay:0.10468388, throughput:1705, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:10, travel time:34.837900874635565, q_loss:0, rewards:-1.2404625, queue:1.1305555, delay:0.10731873, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:11, travel time:33.31895043731778, q_loss:1.6768936, rewards:-1.1264815, queue:1.0888889, delay:0.1002784, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:12, travel time:75.73411078717201, q_loss:0.13885914, rewards:-15.665186, queue:15.586111, delay:0.17242716, throughput:1669, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:13, travel time:47.6932944606414, q_loss:0.025531633, rewards:-5.7140765, queue:5.586111, delay:0.15189265, throughput:1705, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:14, travel time:43.72886297376093, q_loss:0.008112526, rewards:-4.7485194, queue:4.713889, delay:0.14626293, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:15, travel time:37.36559766763848, q_loss:0.004225996, rewards:-2.5851848, queue:2.5583334, delay:0.1210626, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:16, travel time:41.180758017492714, q_loss:0.0030317665, rewards:-2.0298147, queue:1.9472222, delay:0.12524961, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:17, travel time:36.992419825072886, q_loss:0.0026393414, rewards:-2.1916666, queue:2.1444445, delay:0.11317989, throughput:1707, raw_metrics:{'fairness': 0.0}
REAL_TRAIN step:2, travel time:294.6469933184855, q_loss:100, rewards:-69.25647, queue:65.56111, delay:0.42241418, throughput:807, R_real:-2.0989, components:{'queue': 0.289, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'emission': 1.81}, raw_metrics:{'fairness': 25.0, 'emission': 385.042, 'fuel': 124.828, 'emergency_stops': 1.0, 'collisions': 0.0, 'ssm_conflicts': 148.0}, grid;w=queue=1.0
SIM_TRAIN step:18, travel time:39.40758017492711, q_loss:0, rewards:-1.5582409, queue:1.4555556, delay:0.120495774, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:19, travel time:32.95510204081633, q_loss:0, rewards:-1.1, queue:1.05, delay:0.09916306, throughput:1707, raw_metrics:{'fairness': 0.0}
