MORLGrid: 16 grid policies
SIM_TRAIN step:0, travel time:54.51019393336649, q_loss:0, rewards:-12.6954155, queue:8.113889, delay:0.3507115, throughput:1994, raw_metrics:{'fairness': 375.0}
SIM_TRAIN step:1, travel time:63.21332670313277, q_loss:0, rewards:-16.992916, queue:10.963889, delay:0.3701176, throughput:1994, raw_metrics:{'fairness': 525.0}
SIM_TRAIN step:2, travel time:58.44654400795624, q_loss:145.26994, rewards:-14.747081, queue:9.466666, delay:0.35845083, throughput:2000, raw_metrics:{'fairness': 363.0}
SIM_TRAIN step:3, travel time:44.8038728897716, q_loss:10.545584, rewards:-6.8245816, queue:4.163889, delay:0.3005235, throughput:2002, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:4, travel time:48.057157057654074, q_loss:0.07822132, rewards:-8.46, queue:5.325, delay:0.32533053, throughput:2001, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:5, travel time:46.34659373446047, q_loss:0.07362045, rewards:-7.8245845, queue:4.858333, delay:0.31000397, throughput:1998, raw_metrics:{'fairness': 343.0}
SIM_TRAIN step:6, travel time:56.08503232222775, q_loss:0.06300929, rewards:-10.145001, queue:6.463889, delay:0.332081, throughput:2001, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:7, travel time:45.68970661362506, q_loss:0.060001362, rewards:-7.684585, queue:4.766667, delay:0.31038237, throughput:1997, raw_metrics:{'fairness': 384.0}
SIM_TRAIN step:8, travel time:46.61461959224267, q_loss:0.0475767, rewards:-7.687502, queue:4.8055553, delay:0.29758036, throughput:2001, raw_metrics:{'fairness': 0.0}
REAL_TRAIN step:1, travel time:51.9424317617866, q_loss:100, rewards:-13.479586, queue:8.736111, delay:0.4054734, throughput:1997, R_real:-1.0490, components:{'queue': 0.055, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'emission': 0.994}, raw_metrics:{'fairness': 254.0, 'emission': 208.949, 'fuel': 67.739, 'emergency_stops': 12.0, 'collisions': 26.0, 'ssm_conflicts': 1206.0}, grid;w=queue=0.2;delay=0.2;waiting=0.2;pressure=0.2;switches=0.2
SIM_TRAIN step:9, travel time:57.484095427435385, q_loss:0, rewards:-14.454583, queue:9.205556, delay:0.36286524, throughput:2001, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:10, travel time:62.27150671307807, q_loss:0, rewards:-16.475004, queue:10.577778, delay:0.38229805, throughput:1996, raw_metrics:{'fairness': 398.0}
