MORLGrid: 16 grid policies
SIM_TRAIN step:0, travel time:84.78194444444445, q_loss:0, rewards:-61.941032, queue:4.5055556, delay:0.24328333, throughput:21285, raw_metrics:{'fairness': 441.25}
SIM_TRAIN step:1, travel time:84.60822260289828, q_loss:0, rewards:-62.305664, queue:4.474653, delay:0.24211136, throughput:21289, raw_metrics:{'fairness': 448.75}
SIM_TRAIN step:2, travel time:87.25373894522387, q_loss:0.60663635, rewards:-73.57506, queue:5.446007, delay:0.24464758, throughput:21146, raw_metrics:{'fairness': 1041.438}
SIM_TRAIN step:3, travel time:211.20468540210194, q_loss:0.4425527, rewards:-509.74997, queue:40.584026, delay:0.31868544, throughput:20501, raw_metrics:{'fairness': 643.375}
SIM_TRAIN step:4, travel time:138.71425263937766, q_loss:0.26884487, rewards:-216.575, queue:18.872917, delay:0.28207302, throughput:21173, raw_metrics:{'fairness': 595.312}
SIM_TRAIN step:5, travel time:107.27575827737903, q_loss:0.19902429, rewards:-146.02977, queue:11.2942705, delay:0.26963654, throughput:21201, raw_metrics:{'fairness': 563.812}
SIM_TRAIN step:6, travel time:86.4066580238911, q_loss:0.15626505, rewards:-69.40744, queue:5.5336804, delay:0.2540285, throughput:21273, raw_metrics:{'fairness': 471.438}
SIM_TRAIN step:7, travel time:95.85106284444032, q_loss:0.12788716, rewards:-100.08414, queue:8.234722, delay:0.26096907, throughput:21161, raw_metrics:{'fairness': 546.125}
SIM_TRAIN step:8, travel time:85.02389442000464, q_loss:0.12219859, rewards:-66.55692, queue:5.192882, delay:0.25380012, throughput:21239, raw_metrics:{'fairness': 479.062}
REAL_TRAIN step:1, travel time:107.41288749237913, q_loss:100, rewards:-144.21062, queue:11.230903, delay:0.2831465, throughput:20642, R_real:-31.1341, components:{'queue': 1.224, 'delay': 4.53, 'waiting': 25.38, 'pressure': 0.0, 'switches': 0.0}, raw_metrics:{'fairness': 100.0, 'emission': 4551.623, 'fuel': 1475.584, 'emergency_stops': 78.0, 'collisions': 3.0, 'ssm_conflicts': 9313.0}, grid;w=queue=0.2;delay=0.2;waiting=0.2;pressure=0.2;switches=0.2
SIM_TRAIN step:9, travel time:85.09919422061684, q_loss:0, rewards:-62.947266, queue:4.628993, delay:0.24273683, throughput:21300, raw_metrics:{'fairness': 377.062}
SIM_TRAIN step:10, travel time:86.09683693789654, q_loss:0, rewards:-67.54281, queue:4.9260416, delay:0.24690787, throughput:21298, raw_metrics:{'fairness': 590.375}
SIM_TRAIN step:11, travel time:88.2734555895156, q_loss:0.75112253, rewards:-78.77771, queue:5.7532988, delay:0.24464601, throughput:20928, raw_metrics:{'fairness': 1016.938}
SIM_TRAIN step:12, travel time:811.6733219067031, q_loss:0.7719458, rewards:-2089.0977, queue:158.91354, delay:0.47509453, throughput:11697, raw_metrics:{'fairness': 617.625}
SIM_TRAIN step:13, travel time:638.27832854628, q_loss:0.6198745, rewards:-1673.785, queue:124.04184, delay:0.4510999, throughput:14130, raw_metrics:{'fairness': 599.812}
SIM_TRAIN step:14, travel time:537.8883742473367, q_loss:0.36639285, rewards:-1378.2706, queue:100.71181, delay:0.41737264, throughput:15637, raw_metrics:{'fairness': 665.938}
SIM_TRAIN step:15, travel time:208.31891841837208, q_loss:0.25666153, rewards:-441.99725, queue:37.745834, delay:0.3246198, throughput:20556, raw_metrics:{'fairness': 605.312}
SIM_TRAIN step:16, travel time:122.48763430900334, q_loss:0.21846403, rewards:-210.16129, queue:18.26059, delay:0.30207375, throughput:20833, raw_metrics:{'fairness': 757.375}
SIM_TRAIN step:17, travel time:161.20519468493913, q_loss:0.13292293, rewards:-315.19437, queue:25.128471, delay:0.31665388, throughput:20761, raw_metrics:{'fairness': 715.688}
REAL_TRAIN step:2, travel time:217.4654283769328, q_loss:100, rewards:-513.1779, queue:43.947395, delay:0.34880856, throughput:19091, R_real:-151.3665, components:{'queue': 4.301, 'delay': 5.581, 'waiting': 141.485, 'pressure': 0.0, 'switches': 0.0}, raw_metrics:{'fairness': 189.812, 'emission': 7851.593, 'fuel': 2545.415, 'emergency_stops': 83.0, 'collisions': 2.0, 'ssm_conflicts': 10775.0}, grid;w=queue=1.0
