MORLGrid: 16 grid policies
SIM_TRAIN step:0, travel time:361.5135769359705, q_loss:0, rewards:-34.890835, queue:2.136632, delay:0.10988132, throughput:2927, raw_metrics:{'fairness': 36.125}
SIM_TRAIN step:1, travel time:357.75226282266175, q_loss:0, rewards:-32.942505, queue:2.053993, delay:0.108094215, throughput:2922, raw_metrics:{'fairness': 69.438}
SIM_TRAIN step:2, travel time:358.1219839142091, q_loss:11.578798, rewards:-32.449734, queue:2.1342013, delay:0.11202218, throughput:2927, raw_metrics:{'fairness': 25.438}
SIM_TRAIN step:3, travel time:462.52162252765675, q_loss:4.203338, rewards:-76.93249, queue:6.331771, delay:0.15234892, throughput:2878, raw_metrics:{'fairness': 77.688}
SIM_TRAIN step:4, travel time:546.3084143479718, q_loss:1.2669561, rewards:-122.87166, queue:9.038889, delay:0.14931522, throughput:2643, raw_metrics:{'fairness': 112.75}
SIM_TRAIN step:5, travel time:682.9641420911528, q_loss:0.66695035, rewards:-175.40146, queue:12.444618, delay:0.14005202, throughput:2338, raw_metrics:{'fairness': 82.875}
SIM_TRAIN step:6, travel time:631.6771706335903, q_loss:0.54851246, rewards:-139.07083, queue:13.420486, delay:0.15408872, throughput:2486, raw_metrics:{'fairness': 107.438}
SIM_TRAIN step:7, travel time:586.2343278578612, q_loss:0.52942634, rewards:-121.9639, queue:11.067187, delay:0.15913896, throughput:2585, raw_metrics:{'fairness': 92.75}
SIM_TRAIN step:8, travel time:547.2831769436997, q_loss:0.4601581, rewards:-101.74223, queue:7.863021, delay:0.1522421, throughput:2698, raw_metrics:{'fairness': 86.938}
REAL_TRAIN step:1, travel time:796.1109621186724, q_loss:100, rewards:-250.93777, queue:30.591667, delay:0.22881301, throughput:1865, R_real:-3.2072, components:{'queue': 2.039, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'ssm_conflicts': 1.168, 'collisions': 0.0}, raw_metrics:{'fairness': 158.625, 'emission': 3726.977, 'fuel': 1208.258, 'emergency_stops': 54.0, 'collisions': 17.0, 'ssm_conflicts': 2102.0}, grid;w=queue=0.2;delay=0.2;waiting=0.2;pressure=0.2;switches=0.2
SIM_TRAIN step:9, travel time:356.7014075067024, q_loss:0, rewards:-31.813057, queue:2.0782986, delay:0.11125012, throughput:2922, raw_metrics:{'fairness': 32.812}
SIM_TRAIN step:10, travel time:359.15588333892055, q_loss:0, rewards:-33.074722, queue:2.1019096, delay:0.10965763, throughput:2926, raw_metrics:{'fairness': 37.625}
SIM_TRAIN step:11, travel time:358.2631578947368, q_loss:12.080104, rewards:-32.833893, queue:2.113368, delay:0.11211545, throughput:2926, raw_metrics:{'fairness': 63.375}
SIM_TRAIN step:12, travel time:460.06402950050284, q_loss:4.056051, rewards:-66.913605, queue:7.45816, delay:0.15432312, throughput:2810, raw_metrics:{'fairness': 132.812}
SIM_TRAIN step:13, travel time:893.5251340482574, q_loss:1.4597208, rewards:-250.99464, queue:21.305382, delay:0.16203001, throughput:2284, raw_metrics:{'fairness': 159.938}
SIM_TRAIN step:14, travel time:728.0103887399464, q_loss:1.2329496, rewards:-203.0625, queue:14.23993, delay:0.16336231, throughput:2443, raw_metrics:{'fairness': 96.125}
SIM_TRAIN step:15, travel time:836.3233914209115, q_loss:0.99342, rewards:-275.452, queue:19.837673, delay:0.16781086, throughput:2183, raw_metrics:{'fairness': 100.188}
SIM_TRAIN step:16, travel time:632.8072410325176, q_loss:0.80085194, rewards:-161.40005, queue:11.047916, delay:0.1469851, throughput:2614, raw_metrics:{'fairness': 94.062}
SIM_TRAIN step:17, travel time:796.1605766007375, q_loss:0.53419703, rewards:-206.22305, queue:17.56493, delay:0.1800788, throughput:2427, raw_metrics:{'fairness': 91.312}
REAL_TRAIN step:2, travel time:998.821087435709, q_loss:100, rewards:-345.22028, queue:39.085762, delay:0.23856735, throughput:1362, R_real:-3.7279, components:{'queue': 2.606, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'ssm_conflicts': 1.122, 'collisions': 0.0}, raw_metrics:{'fairness': 100.188, 'emission': 4230.867, 'fuel': 1371.619, 'emergency_stops': 25.0, 'collisions': 9.0, 'ssm_conflicts': 2020.0}, grid;w=queue=1.0
SIM_TRAIN step:18, travel time:359.28762990278244, q_loss:0, rewards:-34.44917, queue:2.010243, delay:0.106610045, throughput:2927, raw_metrics:{'fairness': 56.75}
SIM_TRAIN step:19, travel time:359.0915186054308, q_loss:0, rewards:-33.63694, queue:2.077604, delay:0.110874355, throughput:2924, raw_metrics:{'fairness': 72.125}
SIM_TRAIN step:20, travel time:357.7479047938317, q_loss:13.090596, rewards:-32.530556, queue:2.0923612, delay:0.11123902, throughput:2929, raw_metrics:{'fairness': 24.688}
SIM_TRAIN step:21, travel time:522.0003352329869, q_loss:4.318634, rewards:-105.42168, queue:9.0755205, delay:0.16217472, throughput:2863, raw_metrics:{'fairness': 88.062}
SIM_TRAIN step:22, travel time:694.877345844504, q_loss:1.6993243, rewards:-158.87305, queue:16.642187, delay:0.18272045, throughput:2499, raw_metrics:{'fairness': 111.062}
SIM_TRAIN step:23, travel time:604.750921890714, q_loss:1.2971202, rewards:-119.323364, queue:8.922569, delay:0.14109725, throughput:2588, raw_metrics:{'fairness': 108.5}
SIM_TRAIN step:24, travel time:974.9534026148173, q_loss:1.2451496, rewards:-296.63086, queue:26.267881, delay:0.20170759, throughput:2075, raw_metrics:{'fairness': 126.938}
SIM_TRAIN step:25, travel time:885.7804223935635, q_loss:1.0138711, rewards:-212.28937, queue:18.86875, delay:0.17673923, throughput:2227, raw_metrics:{'fairness': 91.25}
SIM_TRAIN step:26, travel time:823.8384177003018, q_loss:0.6355021, rewards:-206.78307, queue:16.565971, delay:0.17158392, throughput:2357, raw_metrics:{'fairness': 106.75}
REAL_TRAIN step:3, travel time:776.0452817144833, q_loss:100, rewards:-219.30135, queue:28.01441, delay:0.241723, throughput:1825, R_real:-3.0343, components:{'queue': 1.868, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'ssm_conflicts': 1.167, 'collisions': 0.0}, raw_metrics:{'fairness': 168.375, 'emission': 3528.668, 'fuel': 1143.968, 'emergency_stops': 40.0, 'collisions': 10.0, 'ssm_conflicts': 2100.0}, grid;w=delay=1.0
SIM_TRAIN step:27, travel time:361.2598055648676, q_loss:0, rewards:-35.927208, queue:2.0407987, delay:0.109435916, throughput:2928, raw_metrics:{'fairness': 25.062}
SIM_TRAIN step:28, travel time:360.60140797854507, q_loss:0, rewards:-35.145275, queue:2.0310764, delay:0.10544825, throughput:2928, raw_metrics:{'fairness': 59.812}
SIM_TRAIN step:29, travel time:359.5710455764075, q_loss:13.006375, rewards:-33.34306, queue:2.1800346, delay:0.111791804, throughput:2928, raw_metrics:{'fairness': 97.562}
SIM_TRAIN step:30, travel time:451.0549597855228, q_loss:4.4454794, rewards:-65.73917, queue:5.294271, delay:0.14372602, throughput:2923, raw_metrics:{'fairness': 104.875}
SIM_TRAIN step:31, travel time:609.7875335120643, q_loss:1.8586634, rewards:-160.66333, queue:11.464757, delay:0.1370539, throughput:2548, raw_metrics:{'fairness': 89.938}
SIM_TRAIN step:32, travel time:469.23902111967817, q_loss:1.9966342, rewards:-91.49139, queue:6.7362847, delay:0.15412767, throughput:2790, raw_metrics:{'fairness': 120.5}
SIM_TRAIN step:33, travel time:548.108280254777, q_loss:1.1180073, rewards:-127.924194, queue:5.7901044, delay:0.14172316, throughput:2780, raw_metrics:{'fairness': 112.25}
SIM_TRAIN step:34, travel time:492.12332439678283, q_loss:0.94827175, rewards:-99.1914, queue:4.6282988, delay:0.13360569, throughput:2772, raw_metrics:{'fairness': 94.312}
SIM_TRAIN step:35, travel time:492.74405360134006, q_loss:0.6674182, rewards:-100.22252, queue:4.657639, delay:0.13406928, throughput:2778, raw_metrics:{'fairness': 98.875}
REAL_TRAIN step:4, travel time:559.072745558163, q_loss:100, rewards:-196.4947, queue:16.225521, delay:0.19164914, throughput:2296, R_real:-2.2661, components:{'queue': 1.082, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'ssm_conflicts': 1.184, 'collisions': 0.0}, raw_metrics:{'fairness': 138.125, 'emission': 2661.025, 'fuel': 862.681, 'emergency_stops': 69.0, 'collisions': 12.0, 'ssm_conflicts': 2132.0}, grid;w=waiting=1.0
SIM_TRAIN step:36, travel time:358.10626885685554, q_loss:0, rewards:-32.799168, queue:2.01875, delay:0.10848746, throughput:2930, raw_metrics:{'fairness': 13.438}
SIM_TRAIN step:37, travel time:357.8424932975871, q_loss:0, rewards:-32.93806, queue:2.0510416, delay:0.109707884, throughput:2932, raw_metrics:{'fairness': 23.062}
SIM_TRAIN step:38, travel time:360.0828025477707, q_loss:11.99167, rewards:-33.071667, queue:2.1836805, delay:0.11161094, throughput:2929, raw_metrics:{'fairness': 53.812}
SIM_TRAIN step:39, travel time:416.263986599665, q_loss:4.187089, rewards:-48.258327, queue:4.3631945, delay:0.14133455, throughput:2910, raw_metrics:{'fairness': 100.812}
SIM_TRAIN step:40, travel time:630.9668230563003, q_loss:1.2098765, rewards:-151.18834, queue:12.347049, delay:0.14576918, throughput:2569, raw_metrics:{'fairness': 78.375}
SIM_TRAIN step:41, travel time:417.892797319933, q_loss:0.8392617, rewards:-59.96027, queue:4.1381946, delay:0.14298144, throughput:2907, raw_metrics:{'fairness': 78.562}
SIM_TRAIN step:42, travel time:436.4140127388535, q_loss:0.5010775, rewards:-55.95111, queue:5.1963544, delay:0.1561347, throughput:2892, raw_metrics:{'fairness': 103.25}
SIM_TRAIN step:43, travel time:429.39959772041567, q_loss:0.37769356, rewards:-65.13861, queue:4.29184, delay:0.14497592, throughput:2905, raw_metrics:{'fairness': 82.062}
SIM_TRAIN step:44, travel time:434.36842105263156, q_loss:0.30041364, rewards:-68.19388, queue:4.702083, delay:0.14658025, throughput:2915, raw_metrics:{'fairness': 73.875}
REAL_TRAIN step:5, travel time:517.4642976868923, q_loss:100, rewards:-90.654976, queue:13.158681, delay:0.19154385, throughput:2447, R_real:-1.9434, components:{'queue': 0.877, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'ssm_conflicts': 1.066, 'collisions': 0.0}, raw_metrics:{'fairness': 145.125, 'emission': 2478.388, 'fuel': 803.472, 'emergency_stops': 70.0, 'collisions': 10.0, 'ssm_conflicts': 1919.0}, grid;w=pressure=1.0
SIM_TRAIN step:45, travel time:354.5544753603755, q_loss:0, rewards:-30.473335, queue:2.028125, delay:0.1087912, throughput:2926, raw_metrics:{'fairness': 43.188}
SIM_TRAIN step:46, travel time:359.2923231645994, q_loss:0, rewards:-34.814728, queue:2.1038194, delay:0.10910017, throughput:2924, raw_metrics:{'fairness': 101.438}
SIM_TRAIN step:47, travel time:361.3238350653704, q_loss:11.892172, rewards:-34.59, queue:2.1385417, delay:0.11004751, throughput:2925, raw_metrics:{'fairness': 36.688}
SIM_TRAIN step:48, travel time:442.77438819979886, q_loss:4.148822, rewards:-64.1514, queue:6.6956596, delay:0.14761093, throughput:2840, raw_metrics:{'fairness': 151.25}
SIM_TRAIN step:49, travel time:857.8890378813276, q_loss:1.4386814, rewards:-246.51913, queue:27.372223, delay:0.21348983, throughput:2311, raw_metrics:{'fairness': 126.688}
SIM_TRAIN step:50, travel time:1036.4086490110626, q_loss:1.423311, rewards:-307.2564, queue:32.1816, delay:0.21453819, throughput:2110, raw_metrics:{'fairness': 138.812}
SIM_TRAIN step:51, travel time:1257.4919571045577, q_loss:1.3580859, rewards:-405.835, queue:38.010418, delay:0.22566295, throughput:1734, raw_metrics:{'fairness': 100.062}
SIM_TRAIN step:52, travel time:1225.3724438484746, q_loss:1.1191305, rewards:-380.50244, queue:35.08073, delay:0.23927261, throughput:1851, raw_metrics:{'fairness': 123.188}
SIM_TRAIN step:53, travel time:1185.7096882333221, q_loss:1.0007906, rewards:-323.58704, queue:33.494965, delay:0.24767129, throughput:1973, raw_metrics:{'fairness': 122.75}
REAL_TRAIN step:6, travel time:1647.5824719101124, q_loss:100, rewards:-715.65137, queue:58.480556, delay:0.27943859, throughput:655, R_real:-4.9109, components:{'queue': 3.899, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'ssm_conflicts': 1.012, 'collisions': 0.0}, raw_metrics:{'fairness': 82.188, 'emission': 5641.886, 'fuel': 1829.065, 'emergency_stops': 12.0, 'collisions': 2.0, 'ssm_conflicts': 1822.0}, grid;w=switches=1.0
SIM_TRAIN step:54, travel time:356.2608112638284, q_loss:0, rewards:-31.502777, queue:2.0274305, delay:0.10900169, throughput:2929, raw_metrics:{'fairness': 30.312}
SIM_TRAIN step:55, travel time:356.83640630238017, q_loss:0, rewards:-31.968615, queue:1.997743, delay:0.1066834, throughput:2926, raw_metrics:{'fairness': 62.188}
SIM_TRAIN step:56, travel time:361.37881327522626, q_loss:11.769526, rewards:-33.96806, queue:2.153125, delay:0.11165021, throughput:2926, raw_metrics:{'fairness': 32.438}
SIM_TRAIN step:57, travel time:440.90948709353, q_loss:4.106453, rewards:-60.243347, queue:5.708854, delay:0.14842269, throughput:2909, raw_metrics:{'fairness': 100.5}
SIM_TRAIN step:58, travel time:928.9839142091153, q_loss:1.5855535, rewards:-275.80667, queue:22.469444, delay:0.16191353, throughput:2112, raw_metrics:{'fairness': 110.812}
SIM_TRAIN step:59, travel time:851.2088501508548, q_loss:1.1259177, rewards:-259.4074, queue:21.670834, delay:0.15737833, throughput:2170, raw_metrics:{'fairness': 73.188}
SIM_TRAIN step:60, travel time:892.6024136775059, q_loss:0.728183, rewards:-314.06998, queue:24.523611, delay:0.18590185, throughput:2126, raw_metrics:{'fairness': 97.688}
SIM_TRAIN step:61, travel time:888.2018102581294, q_loss:0.5654777, rewards:-269.01257, queue:19.201736, delay:0.177905, throughput:2406, raw_metrics:{'fairness': 135.5}
SIM_TRAIN step:62, travel time:933.8887026483405, q_loss:0.5049486, rewards:-278.77145, queue:25.08802, delay:0.1926763, throughput:2151, raw_metrics:{'fairness': 127.062}
REAL_TRAIN step:7, travel time:823.9815621857191, q_loss:100, rewards:-296.52917, queue:32.468575, delay:0.23336244, throughput:1661, R_real:-3.3807, components:{'queue': 2.165, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'ssm_conflicts': 1.216, 'collisions': 0.0}, raw_metrics:{'fairness': 133.125, 'emission': 3848.567, 'fuel': 1247.678, 'emergency_stops': 39.0, 'collisions': 10.0, 'ssm_conflicts': 2189.0}, grid;w=queue=0.5;delay=0.5
SIM_TRAIN step:63, travel time:356.4770365403956, q_loss:0, rewards:-31.2725, queue:2.0368056, delay:0.10647571, throughput:2929, raw_metrics:{'fairness': 29.438}
SIM_TRAIN step:64, travel time:361.05531344284276, q_loss:0, rewards:-35.70499, queue:2.051389, delay:0.10767838, throughput:2928, raw_metrics:{'fairness': 88.438}
SIM_TRAIN step:65, travel time:359.01743211532016, q_loss:12.512087, rewards:-33.836937, queue:2.0869792, delay:0.107390784, throughput:2926, raw_metrics:{'fairness': 85.188}
SIM_TRAIN step:66, travel time:489.69259135098895, q_loss:4.237113, rewards:-73.08585, queue:7.326736, delay:0.16561644, throughput:2923, raw_metrics:{'fairness': 89.688}
SIM_TRAIN step:67, travel time:631.7666778410995, q_loss:2.0283134, rewards:-163.29416, queue:12.588716, delay:0.1489698, throughput:2620, raw_metrics:{'fairness': 71.0}
SIM_TRAIN step:68, travel time:698.1320817968489, q_loss:2.3661838, rewards:-150.23055, queue:12.248264, delay:0.15726876, throughput:2611, raw_metrics:{'fairness': 84.688}
SIM_TRAIN step:69, travel time:747.0278243379148, q_loss:1.5424937, rewards:-180.67668, queue:12.268577, delay:0.13811477, throughput:2383, raw_metrics:{'fairness': 78.562}
SIM_TRAIN step:70, travel time:512.9262487428763, q_loss:1.2322357, rewards:-127.61693, queue:7.119618, delay:0.15212068, throughput:2777, raw_metrics:{'fairness': 120.688}
SIM_TRAIN step:71, travel time:472.41990616621985, q_loss:0.8822917, rewards:-77.589165, queue:5.6470485, delay:0.14847107, throughput:2900, raw_metrics:{'fairness': 125.438}
REAL_TRAIN step:8, travel time:447.9899430103922, q_loss:100, rewards:-106.754166, queue:9.16875, delay:0.17814742, throughput:2636, R_real:-1.6757, components:{'queue': 0.611, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'ssm_conflicts': 1.064, 'collisions': 0.0}, raw_metrics:{'fairness': 134.25, 'emission': 2167.052, 'fuel': 702.537, 'emergency_stops': 84.0, 'collisions': 15.0, 'ssm_conflicts': 1916.0}, grid;w=queue=0.5;waiting=0.5
SIM_TRAIN step:72, travel time:356.2380154207174, q_loss:0, rewards:-31.611654, queue:2.0248263, delay:0.10770933, throughput:2927, raw_metrics:{'fairness': 84.062}
SIM_TRAIN step:73, travel time:359.68152866242036, q_loss:0, rewards:-33.264736, queue:2.1090279, delay:0.11059114, throughput:2929, raw_metrics:{'fairness': 27.5}
SIM_TRAIN step:74, travel time:355.3660744217231, q_loss:11.828246, rewards:-31.569176, queue:2.0314236, delay:0.10813448, throughput:2926, raw_metrics:{'fairness': 42.0}
SIM_TRAIN step:75, travel time:406.61079450217903, q_loss:3.7873385, rewards:-46.309723, queue:4.1842012, delay:0.13881683, throughput:2892, raw_metrics:{'fairness': 71.25}
SIM_TRAIN step:76, travel time:667.4901172529313, q_loss:1.0525124, rewards:-167.22142, queue:15.490799, delay:0.1678823, throughput:2555, raw_metrics:{'fairness': 113.5}
SIM_TRAIN step:77, travel time:862.5182701977875, q_loss:0.61724144, rewards:-214.11055, queue:17.948437, delay:0.14870298, throughput:2260, raw_metrics:{'fairness': 81.0}
SIM_TRAIN step:78, travel time:612.5361930294906, q_loss:0.990586, rewards:-144.34663, queue:13.682986, delay:0.16648999, throughput:2592, raw_metrics:{'fairness': 162.625}
