MORLGrid: 16 grid policies
SIM_TRAIN step:0, travel time:35.91836734693877, q_loss:0, rewards:-1.6378703, queue:1.525, delay:0.11410517, throughput:1705, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:1, travel time:32.52886297376093, q_loss:0, rewards:-1.1422219, queue:1.0916667, delay:0.09670755, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:2, travel time:39.04198250728863, q_loss:1.9838421, rewards:-1.3462961, queue:1.2666667, delay:0.1121903, throughput:1706, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:3, travel time:41.22973760932945, q_loss:0.1355521, rewards:-3.5580559, queue:3.5027778, delay:0.11568712, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:4, travel time:32.66355685131195, q_loss:0.031041417, rewards:-1.1599997, queue:1.1527778, delay:0.09106398, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:5, travel time:49.51428571428571, q_loss:0.018460026, rewards:-0.763796, queue:0.6666667, delay:0.10172168, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:6, travel time:33.06880466472303, q_loss:0.01514309, rewards:-0.82962936, queue:0.7888889, delay:0.08737789, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:7, travel time:51.24139941690962, q_loss:0.013454195, rewards:-0.5867588, queue:0.5472222, delay:0.085592136, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:8, travel time:143.74110787172012, q_loss:0.012932155, rewards:-1.5788884, queue:1.3777778, delay:0.14602071, throughput:1509, raw_metrics:{'fairness': 0.0}
REAL_TRAIN step:1, travel time:155.1541038525963, q_loss:100, rewards:-3.157687, queue:2.538889, delay:0.2815197, throughput:1140, R_real:-0.0798, components:{'queue': 0.013, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'ssm_conflicts': 0.067, 'collisions': 0.0}, raw_metrics:{'fairness': 0.0, 'emission': 72.499, 'fuel': 23.503, 'emergency_stops': 0.0, 'collisions': 0.0, 'ssm_conflicts': 120.0}, grid;w=queue=0.2;delay=0.2;waiting=0.2;pressure=0.2;switches=0.2
SIM_TRAIN step:9, travel time:33.09096209912536, q_loss:0, rewards:-1.2191664, queue:1.1833333, delay:0.1063788, throughput:1705, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:10, travel time:35.27930029154519, q_loss:0, rewards:-1.2651846, queue:1.1694444, delay:0.10566077, throughput:1706, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:11, travel time:33.35510204081633, q_loss:1.6493242, rewards:-1.1919446, queue:1.1611111, delay:0.09826298, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:12, travel time:54.68221574344023, q_loss:0.13736393, rewards:-2.9112966, queue:2.7472222, delay:0.14795174, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:13, travel time:46.629154518950436, q_loss:0.010374803, rewards:-4.4383345, queue:4.388889, delay:0.12291118, throughput:1705, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:14, travel time:35.76326530612245, q_loss:0.003837834, rewards:-2.111481, queue:2.0694444, delay:0.115169145, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:15, travel time:36.22915451895044, q_loss:0.0021871408, rewards:-2.225093, queue:2.213889, delay:0.114968784, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:16, travel time:35.7935860058309, q_loss:0.0016464171, rewards:-2.04611, queue:2.0222223, delay:0.106382474, throughput:1707, raw_metrics:{'fairness': 0.0}
