replay_curve: 99 checkpoints from data/output_data/sim2real_actions/cityflow_presslight/ingolstadt7/action_delay_optimized_s0_naive_s0/model/ingolstadt7_setting1_presslight_naive -> eval real_setting=setting2
REAL_TEST step:3, travel time:827.5191193511008, q_loss:100, rewards:-66.02223307291666, queue:21.788492063492065, delay:0.32467845129588296, throughput:1045, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:6, travel time:750.3604651162791, q_loss:100, rewards:-72.24972330729166, queue:20.08015873015873, delay:0.3357341705806672, throughput:1128, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:9, travel time:955.3824582338902, q_loss:100, rewards:-63.84166124131944, queue:25.059126984126983, delay:0.3426768953838046, throughput:933, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:12, travel time:948.2489000628535, q_loss:100, rewards:-73.68665907118056, queue:22.171825396825398, delay:0.34009256514291913, throughput:907, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:15, travel time:899.8316582914573, q_loss:100, rewards:-61.079166666666666, queue:19.265079365079366, delay:0.333126467750186, throughput:961, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:18, travel time:957.3576030927835, q_loss:100, rewards:-62.60138888888889, queue:21.18373015873016, delay:0.32145247686476935, throughput:927, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:21, travel time:944.0612244897959, q_loss:100, rewards:-78.53056098090278, queue:21.044047619047618, delay:0.3279758998325893, throughput:928, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:24, travel time:788.5984766050054, q_loss:100, rewards:-83.49416232638889, queue:22.497619047619047, delay:0.33618263365730405, throughput:1192, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:27, travel time:723.7704826038159, q_loss:100, rewards:-66.33723415798612, queue:21.375396825396827, delay:0.3203069293309772, throughput:1228, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:30, travel time:530.1049783549784, q_loss:100, rewards:-68.65222981770833, queue:17.194444444444443, delay:0.2870363507952009, throughput:1460, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:33, travel time:658.6355353075171, q_loss:100, rewards:-57.221110026041664, queue:18.28095238095238, delay:0.2996912153940352, throughput:1201, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:36, travel time:740.517901234568, q_loss:100, rewards:-62.86389973958333, queue:20.98452380952381, delay:0.2994776892283606, throughput:1115, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:39, travel time:879.121081745544, q_loss:100, rewards:-77.02220594618055, queue:25.034920634920635, delay:0.3361104813833085, throughput:913, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
