replay_curve: 99 checkpoints from data/output_data/sim2real_actions/cityflow_presslight/tempe_16/action_delay_optimized_s0_naive_s0/model/tempe_16_setting1_presslight_naive -> eval real_setting=setting2
REAL_TEST step:3, travel time:590.3294634263715, q_loss:100, rewards:-842.1842013888889, queue:117.17899305555555, delay:0.4908715565999349, throughput:12004, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:6, travel time:606.3254525086965, q_loss:100, rewards:-987.76484375, queue:121.72743055555556, delay:0.49650145636664494, throughput:11855, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:9, travel time:514.9652730568774, q_loss:100, rewards:-861.2774305555556, queue:107.46649305555556, delay:0.47608812120225696, throughput:12909, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:12, travel time:503.802267497334, q_loss:100, rewards:-860.4309027777778, queue:104.4890625, delay:0.47597923278808596, throughput:13615, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:15, travel time:536.0893474752132, q_loss:100, rewards:-903.8934027777777, queue:111.32048611111111, delay:0.4873450385199653, throughput:12952, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:18, travel time:573.6229498525074, q_loss:100, rewards:-959.0564236111111, queue:117.42569444444445, delay:0.49117181566026474, throughput:12205, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:21, travel time:562.878103570584, q_loss:100, rewards:-965.3520833333333, queue:116.45069444444445, delay:0.48862380981445314, throughput:11910, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:24, travel time:537.6283433366353, q_loss:100, rewards:-892.9420138888889, queue:110.59444444444445, delay:0.4837510002983941, throughput:12699, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:27, travel time:580.6641378499177, q_loss:100, rewards:-933.9274305555556, queue:115.42743055555556, delay:0.48789800008138023, throughput:12790, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:30, travel time:558.1290399098618, q_loss:100, rewards:-842.4849826388889, queue:112.60381944444444, delay:0.48410508897569443, throughput:12802, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:33, travel time:519.0688441341105, q_loss:100, rewards:-839.4813368055555, queue:108.178125, delay:0.4645818922254774, throughput:13201, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
