Loading cached latent encoders from pretrained/vae_embedding/dqn/tempe_1x1
replay_curve: 99 checkpoints from data/output_data/sim2real_observations/cityflow_dqn/tempe_1x1/baseline_v1_vae_s0/model/tempe_1x1_noise5_dqn_latent_observation -> eval real_setting=noise3
REAL_TEST step:2, travel time:1882.5396825396826, q_loss:100, rewards:-454.75748, queue:710.2626, delay:1.6206816, throughput:191
REAL_TEST step:4, travel time:1313.5112391930836, q_loss:100, rewards:-361.72018, queue:603.2666, delay:1.6371318, throughput:624
REAL_TEST step:6, travel time:1313.5112391930836, q_loss:100, rewards:-362.02588, queue:603.5147, delay:1.6351981, throughput:624
REAL_TEST step:8, travel time:903.4458964976477, q_loss:100, rewards:-263.9391, queue:440.56927, delay:1.6400914, throughput:960
REAL_TEST step:10, travel time:554.6403554626241, q_loss:100, rewards:-145.71272, queue:241.94835, delay:1.5423054, throughput:1367
REAL_TEST step:12, travel time:420.36487192890746, q_loss:100, rewards:-110.502335, queue:168.58096, delay:1.5112056, throughput:1539
REAL_TEST step:14, travel time:288.6570831155253, q_loss:100, rewards:-59.61963, queue:96.22571, delay:1.5250088, throughput:1672
REAL_TEST step:16, travel time:284.4401463669629, q_loss:100, rewards:-57.057182, queue:94.18469, delay:1.5091051, throughput:1694
REAL_TEST step:18, travel time:227.75797177208574, q_loss:100, rewards:-38.82727, queue:62.516525, delay:1.5042336, throughput:1751
REAL_TEST step:20, travel time:208.2890747516989, q_loss:100, rewards:-32.052353, queue:52.715744, delay:1.4472058, throughput:1813
REAL_TEST step:22, travel time:244.1019341348667, q_loss:100, rewards:-46.705822, queue:73.31919, delay:1.4679854, throughput:1705
REAL_TEST step:24, travel time:581.395713538944, q_loss:100, rewards:-154.34552, queue:256.60492, delay:1.5658303, throughput:1340
REAL_TEST step:26, travel time:265.30266596968113, q_loss:100, rewards:-54.359104, queue:79.448944, delay:1.5252622, throughput:1779
REAL_TEST step:28, travel time:168.6309461578672, q_loss:100, rewards:-21.303446, queue:34.058216, delay:1.4765418, throughput:1824
REAL_TEST step:30, travel time:175.65446941975955, q_loss:100, rewards:-22.494062, queue:36.605747, delay:1.4710833, throughput:1820
REAL_TEST step:32, travel time:181.83324621014114, q_loss:100, rewards:-24.572927, queue:38.02671, delay:1.4838213, throughput:1833
