MORLGrid: 16 grid policies
SIM_TRAIN step:0, travel time:31.60932944606414, q_loss:0, rewards:-1.7161114, queue:0.51666665, delay:0.07987443, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:1, travel time:37.182507288629736, q_loss:0, rewards:-1.7966671, queue:0.62222224, delay:0.09082566, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:2, travel time:41.24781341107872, q_loss:11.807857, rewards:-1.7363887, queue:0.5777778, delay:0.0914522, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:3, travel time:41.52769679300292, q_loss:2.0817108, rewards:-2.699444, queue:1.3694445, delay:0.14028518, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:4, travel time:42.54868804664723, q_loss:0.38442934, rewards:-5.8347216, queue:4.241667, delay:0.11160981, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:5, travel time:35.07871720116618, q_loss:0.12893452, rewards:-3.106666, queue:1.575, delay:0.105958804, throughput:1706, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:6, travel time:33.2, q_loss:0.0787129, rewards:-2.2794445, queue:0.9583333, delay:0.09619952, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:7, travel time:67.33236151603498, q_loss:0.0606672, rewards:-2.7661116, queue:1.3611112, delay:0.11218364, throughput:1678, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:8, travel time:31.86530612244898, q_loss:0.046259552, rewards:-2.2086115, queue:0.96944445, delay:0.07586313, throughput:1707, raw_metrics:{'fairness': 0.0}
REAL_TRAIN step:1, travel time:133.88808139534885, q_loss:100, rewards:-6.311944, queue:2.6333334, delay:0.27120492, throughput:1321, R_real:-0.7093, components:{'queue': 0.028, 'delay': 0.271, 'waiting': 0.41, 'pressure': 0.0, 'switches': 0.0}, raw_metrics:{'fairness': 0.0, 'emission': 80.006, 'fuel': 25.937, 'emergency_stops': 0.0, 'collisions': 0.0, 'ssm_conflicts': 165.0}, grid;w=queue=0.2;delay=0.2;waiting=0.2;pressure=0.2;switches=0.2
SIM_TRAIN step:9, travel time:40.21516034985423, q_loss:0, rewards:-1.7930548, queue:0.5888889, delay:0.08973606, throughput:1706, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:10, travel time:31.50262390670554, q_loss:0, rewards:-1.6330562, queue:0.4888889, delay:0.081479445, throughput:1706, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:11, travel time:47.799416909620994, q_loss:9.966365, rewards:-1.848611, queue:0.6027778, delay:0.10454886, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:12, travel time:85.95571095571096, q_loss:2.2282782, rewards:-4.86, queue:3.2972221, delay:0.20640498, throughput:1615, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:13, travel time:142.13935860058308, q_loss:0.28913176, rewards:-4.540832, queue:3.0333333, delay:0.21651109, throughput:1615, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:14, travel time:57.13469387755102, q_loss:0.10348257, rewards:-4.4549994, queue:2.8222222, delay:0.1845722, throughput:1640, raw_metrics:{'fairness': 392.0}
SIM_TRAIN step:15, travel time:39.36384839650146, q_loss:0.061149225, rewards:-3.4647214, queue:2.175, delay:0.13747106, throughput:1704, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:16, travel time:52.32186588921283, q_loss:0.041208684, rewards:-2.246388, queue:0.9138889, delay:0.12129937, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:17, travel time:33.83731778425656, q_loss:0.03351054, rewards:-2.72889, queue:1.3083333, delay:0.11657527, throughput:1707, raw_metrics:{'fairness': 0.0}
REAL_TRAIN step:2, travel time:81.34532374100719, q_loss:100, rewards:-20.066948, queue:16.669445, delay:0.32300094, throughput:1463, R_real:-2.1314, components:{'queue': 0.163, 'delay': 0.323, 'waiting': 1.645, 'pressure': 0.0, 'switches': 0.0}, raw_metrics:{'fairness': 124.0, 'emission': 154.879, 'fuel': 50.21, 'emergency_stops': 7.0, 'collisions': 0.0, 'ssm_conflicts': 441.0}, grid;w=queue=1.0
SIM_TRAIN step:18, travel time:33.53819241982507, q_loss:0, rewards:-1.8522223, queue:0.61388886, delay:0.09174478, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:19, travel time:35.820408163265306, q_loss:0, rewards:-1.644722, queue:0.4888889, delay:0.08349502, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:20, travel time:30.90204081632653, q_loss:11.589162, rewards:-1.7022219, queue:0.53333336, delay:0.08165095, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:21, travel time:37.625072886297374, q_loss:1.8858559, rewards:-2.3927782, queue:1.1583333, delay:0.12209097, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:22, travel time:34.81166180758017, q_loss:0.23571154, rewards:-3.0311124, queue:1.5222223, delay:0.106166184, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:23, travel time:35.39067055393586, q_loss:0.10537072, rewards:-2.7458339, queue:1.3111111, delay:0.108717375, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:24, travel time:39.11253644314869, q_loss:0.0651063, rewards:-4.5183315, queue:2.6972222, delay:0.11652567, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:25, travel time:34.98075801749271, q_loss:0.048676405, rewards:-3.3527775, queue:1.7972223, delay:0.10624688, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:26, travel time:34.55568513119533, q_loss:0.04365897, rewards:-3.222778, queue:1.6416667, delay:0.10026224, throughput:1707, raw_metrics:{'fairness': 0.0}
REAL_TRAIN step:3, travel time:408.0510067114094, q_loss:100, rewards:-78.13355, queue:77.75278, delay:0.47326186, throughput:657, R_real:-56.5704, components:{'queue': 0.694, 'delay': 0.473, 'waiting': 55.403, 'pressure': 0.0, 'switches': 0.0}, raw_metrics:{'fairness': 5.0, 'emission': 442.724, 'fuel': 143.529, 'emergency_stops': 0.0, 'collisions': 0.0, 'ssm_conflicts': 103.0}, grid;w=delay=1.0
SIM_TRAIN step:27, travel time:30.941107871720117, q_loss:0, rewards:-1.6802777, queue:0.46944445, delay:0.07777534, throughput:1706, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:28, travel time:46.988338192419825, q_loss:0, rewards:-1.754166, queue:0.57222223, delay:0.09396026, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:29, travel time:31.738775510204082, q_loss:10.711446, rewards:-2.0441654, queue:0.74444443, delay:0.08056556, throughput:1707, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:30, travel time:40.4069970845481, q_loss:2.074323, rewards:-2.6724994, queue:1.3444444, delay:0.13518149, throughput:1707, raw_metrics:{'fairness': 0.0}
