PRLight neighbor topology (radius=600): {0: []}
PRLight (one-shot neighbor-aware prediction): m=2 decision(s) of assumed delay (sim_delay=20, real_delay=40)
replay_curve: 99 checkpoints from data/output_data/sim2real_actions/cityflow_presslight/cologne1/action_delay_optimized_s0_prlight_s0/model/cologne1_setting1_presslight_prlight -> eval real_setting=setting3
REAL_TEST step:3, travel time:212.71741778319122, q_loss:100, rewards:-53.534998914930554, queue:46.44166666666667, delay:0.5592931111653646, throughput:1529, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:6, travel time:100.3979797979798, q_loss:100, rewards:-39.45914984809028, queue:31.072222222222223, delay:0.5500769721137153, throughput:1924, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:9, travel time:104.400327689787, q_loss:100, rewards:-37.083048502604164, queue:29.094444444444445, delay:0.5318939632839627, throughput:1746, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:12, travel time:104.53483709273183, q_loss:100, rewards:-38.429163953993054, queue:30.002777777777776, delay:0.5571588728162977, throughput:1944, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:15, travel time:113.62551867219916, q_loss:100, rewards:-43.55109592013889, queue:35.46111111111111, delay:0.5672353956434462, throughput:1856, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:18, travel time:134.21769098219414, q_loss:100, rewards:-47.38333875868056, queue:39.65, delay:0.5697628021240234, throughput:1653, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:21, travel time:262.4423076923077, q_loss:100, rewards:-72.28551432291667, queue:65.69444444444444, delay:0.5939051734076606, throughput:1379, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:24, travel time:202.547157622739, q_loss:100, rewards:-53.945003255208334, queue:47.05277777777778, delay:0.5964554256863064, throughput:1439, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:27, travel time:264.74763193504737, q_loss:100, rewards:-71.31751302083333, queue:64.88333333333334, delay:0.5865691290961371, throughput:1350, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:30, travel time:185.36275773195877, q_loss:100, rewards:-53.751117621527776, queue:46.80555555555556, delay:0.5947219000922309, throughput:1455, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:33, travel time:287.42667597765364, q_loss:100, rewards:-71.45832248263889, queue:65.10555555555555, delay:0.5755143483479818, throughput:1302, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:36, travel time:156.7605279698303, q_loss:100, rewards:-53.46194661458333, queue:46.394444444444446, delay:0.5858307732476129, throughput:1510, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:39, travel time:156.62515566625154, q_loss:100, rewards:-54.11169162326389, queue:47.083333333333336, delay:0.5812771691216363, throughput:1524, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:42, travel time:273.9276859504132, q_loss:100, rewards:-69.27641059027778, queue:62.858333333333334, delay:0.5769785563151042, throughput:1324, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:45, travel time:274.4965564738292, q_loss:100, rewards:-69.52110460069444, queue:63.08611111111111, delay:0.5770280626085069, throughput:1324, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:48, travel time:202.547157622739, q_loss:100, rewards:-53.945003255208334, queue:47.05277777777778, delay:0.5964554256863064, throughput:1439, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:51, travel time:150.75563909774436, q_loss:100, rewards:-45.812510850694444, queue:38.50555555555555, delay:0.579498291015625, throughput:1505, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:54, travel time:188.74213483146067, q_loss:100, rewards:-51.40696614583333, queue:43.74444444444445, delay:0.5701309627956814, throughput:1716, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:57, travel time:138.1172839506173, q_loss:100, rewards:-46.12334526909722, queue:37.9, delay:0.5630868699815538, throughput:1898, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:60, travel time:184.96876712328768, q_loss:100, rewards:-51.69888237847222, queue:43.888888888888886, delay:0.5703367021348741, throughput:1756, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:63, travel time:90.01281394156842, q_loss:100, rewards:-36.68750813802083, queue:28.502777777777776, delay:0.52308595445421, throughput:1889, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:66, travel time:157.8422680412371, q_loss:100, rewards:-62.2875, queue:54.84444444444444, delay:0.5720714992947049, throughput:1906, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:69, travel time:127.78374233128834, q_loss:100, rewards:-44.596378580729166, queue:36.31111111111111, delay:0.577567630343967, throughput:1913, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:72, travel time:121.2560706401766, q_loss:100, rewards:-44.55555826822917, queue:36.80833333333333, delay:0.5574276394314236, throughput:1725, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:75, travel time:104.58286872782564, q_loss:100, rewards:-39.70361328125, queue:31.305555555555557, delay:0.5302269829644097, throughput:1940, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:78, travel time:157.35487127713276, q_loss:100, rewards:-60.597195095486114, queue:52.897222222222226, delay:0.5931148952907986, throughput:1909, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:81, travel time:191.6132275132275, q_loss:100, rewards:-70.97721896701388, queue:63.51111111111111, delay:0.616538323296441, throughput:1822, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:84, travel time:190.07457081545064, q_loss:100, rewards:-72.62335611979167, queue:65.15555555555555, delay:0.5827120463053386, throughput:1793, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:87, travel time:114.36685479733197, q_loss:100, rewards:-40.423068576388886, queue:32.0, delay:0.5514165666368273, throughput:1912, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:90, travel time:102.09975186104218, q_loss:100, rewards:-39.558604600694444, queue:31.07777777777778, delay:0.5390386369493273, throughput:1984, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:93, travel time:113.6300459887583, q_loss:100, rewards:-42.001407877604166, queue:33.766666666666666, delay:0.5335360633002387, throughput:1922, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:96, travel time:103.0382323733863, q_loss:100, rewards:-41.56054958767361, queue:33.18888888888889, delay:0.563261964586046, throughput:1984, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:99, travel time:142.98875255623722, q_loss:100, rewards:-43.98222113715278, queue:35.74166666666667, delay:0.5452531602647569, throughput:1912, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:102, travel time:108.14579158316633, q_loss:100, rewards:-42.456380208333336, queue:34.06388888888889, delay:0.542232428656684, throughput:1967, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
