Oblivious-Q baseline (prediction disabled, env delay still applied): m=0 decision(s) of assumed delay (sim_delay=0, real_delay=40)
replay_curve: 99 checkpoints from data/output_data/sim2real_actions/cityflow_dqn/tempe_1x1/action_delay_optimized_s0_oblivious_q_s0/model/tempe_1x1_setting1_dqn_oblivious_q -> eval real_setting=setting3
REAL_TEST step:3, travel time:792.6992882562278, q_loss:100, rewards:-213.7392795138889, queue:321.73333333333335, delay:0.7218646579318576, throughput:1024, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:6, travel time:854.3785885167464, q_loss:100, rewards:-230.6232204861111, queue:348.60277777777776, delay:0.7271021525065104, throughput:986, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:9, travel time:814.0498498498498, q_loss:100, rewards:-219.0629123263889, queue:326.03333333333336, delay:0.727085452609592, throughput:1097, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:12, travel time:781.984984984985, q_loss:100, rewards:-208.35455729166668, queue:309.7111111111111, delay:0.7115663316514756, throughput:1163, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:15, travel time:820.3783454987835, q_loss:100, rewards:-217.7748046875, queue:323.8666666666667, delay:0.7265442742241753, throughput:1123, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:18, travel time:784.199642431466, q_loss:100, rewards:-210.13971354166668, queue:315.7888888888889, delay:0.7253790961371528, throughput:1040, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:21, travel time:774.9744199881023, q_loss:100, rewards:-207.8574001736111, queue:312.0111111111111, delay:0.7208263821072048, throughput:1040, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:24, travel time:898.4750608272506, q_loss:100, rewards:-242.68487413194444, queue:367.6972222222222, delay:0.7268567403157552, throughput:781, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:27, travel time:776.6340882002384, q_loss:100, rewards:-208.60622829861111, queue:312.2416666666667, delay:0.7249973720974392, throughput:1036, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:30, travel time:808.4244996967859, q_loss:100, rewards:-214.73157552083333, queue:319.4, delay:0.7260198805067274, throughput:1105, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:33, travel time:776.6454112038141, q_loss:100, rewards:-204.96714409722222, queue:310.81666666666666, delay:0.7058679792616103, throughput:1117, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:36, travel time:797.8446026097272, q_loss:100, rewards:-215.58235677083334, queue:324.15, delay:0.7286837259928386, throughput:1024, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:39, travel time:785.5669244497323, q_loss:100, rewards:-211.21577690972222, queue:317.0833333333333, delay:0.7271167331271702, throughput:1041, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:42, travel time:825.6046088538508, q_loss:100, rewards:-220.06121961805556, queue:328.35555555555555, delay:0.7283780415852864, throughput:1079, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:45, travel time:786.6197854588796, q_loss:100, rewards:-210.53515625, queue:316.85555555555555, delay:0.7269446478949653, throughput:1046, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
