replay_curve: 99 checkpoints from data/output_data/sim2real_actions/cityflow_dqn/hz1x1/action_delay_optimized_s0_naive_s0/model/hz1x1_setting1_dqn_naive -> eval real_setting=setting2
REAL_TEST step:3, travel time:459.6125319693095, q_loss:100, rewards:-264.5361762152778, queue:176.67777777777778, delay:0.743096669514974, throughput:1288, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:6, travel time:543.3032391454169, q_loss:100, rewards:-296.6978949652778, queue:198.16666666666666, delay:0.7613964504665799, throughput:1145, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:9, travel time:590.7583201267829, q_loss:100, rewards:-283.61629774305555, queue:189.44722222222222, delay:0.7137993706597222, throughput:954, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:12, travel time:493.0334835801674, q_loss:100, rewards:-285.1912109375, queue:190.4611111111111, delay:0.7839052836100261, throughput:1210, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:15, travel time:655.3382570162481, q_loss:100, rewards:-340.73172743055557, queue:227.51944444444445, delay:0.8160420735677083, throughput:1011, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:18, travel time:473.358602504944, q_loss:100, rewards:-265.5699435763889, queue:177.39166666666668, delay:0.7676334804958768, throughput:1211, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:21, travel time:510.6104565537555, q_loss:100, rewards:-259.3662326388889, queue:173.25555555555556, delay:0.7626351250542535, throughput:1067, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:24, travel time:483.7347089167281, q_loss:100, rewards:-243.267578125, queue:162.48333333333332, delay:0.6938919491238065, throughput:1085, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:27, travel time:582.6296012269938, q_loss:100, rewards:-288.7740885416667, queue:192.92222222222222, delay:0.8091038174099392, throughput:978, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:30, travel time:538.6985185185185, q_loss:100, rewards:-273.84283854166665, queue:182.84444444444443, delay:0.6791427612304688, throughput:1122, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:33, travel time:588.8380281690141, q_loss:100, rewards:-286.5045355902778, queue:191.33333333333334, delay:0.7075207180447048, throughput:1027, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
