replay_curve: 99 checkpoints from data/output_data/sim2real_observations/cityflow_presslight/tempe_16/baseline_v1_domain_randomization_s0/model/tempe_16_noise5_presslight_domain_randomization -> eval real_setting=combine4
REAL_TEST step:3, travel time:321.4174257211017, q_loss:100, rewards:-771.37836, queue:69.61161, delay:1.7121189, throughput:16081
REAL_TEST step:6, travel time:269.18168612471084, q_loss:100, rewards:-419.91693, queue:55.05091, delay:1.712734, throughput:16909
REAL_TEST step:9, travel time:194.66478703051052, q_loss:100, rewards:-349.67484, queue:38.113136, delay:1.5978912, throughput:18454
REAL_TEST step:12, travel time:216.22410497494445, q_loss:100, rewards:-429.0697, queue:36.451748, delay:1.662804, throughput:17805
REAL_TEST step:15, travel time:154.55006501950587, q_loss:100, rewards:-358.31354, queue:33.35339, delay:1.6479264, throughput:19609
REAL_TEST step:18, travel time:207.26100928948028, q_loss:100, rewards:-457.1992, queue:44.592724, delay:1.6046041, throughput:18711
REAL_TEST step:21, travel time:198.21147306687695, q_loss:100, rewards:-684.2669, queue:44.266956, delay:1.5708127, throughput:18759
REAL_TEST step:24, travel time:145.91962823846671, q_loss:100, rewards:-242.4056, queue:30.519054, delay:1.5780215, throughput:19755
REAL_TEST step:27, travel time:276.6064413095555, q_loss:100, rewards:-331.07245, queue:49.14589, delay:1.6718038, throughput:16789
REAL_TEST step:30, travel time:152.6270760911549, q_loss:100, rewards:-167.59024, queue:33.994, delay:1.6493764, throughput:19804
REAL_TEST step:33, travel time:191.4082198564001, q_loss:100, rewards:-320.04593, queue:37.62355, delay:1.6436467, throughput:18711
REAL_TEST step:36, travel time:181.1252311885525, q_loss:100, rewards:-315.3661, queue:38.437828, delay:1.6111844, throughput:19174
REAL_TEST step:39, travel time:186.17362905191322, q_loss:100, rewards:-305.39948, queue:29.886074, delay:1.5816735, throughput:19159
REAL_TEST step:42, travel time:113.77422860653027, q_loss:100, rewards:-192.25089, queue:24.974155, delay:1.5648828, throughput:20435
REAL_TEST step:45, travel time:232.63356315094617, q_loss:100, rewards:-330.19476, queue:36.33505, delay:1.627353, throughput:18389
REAL_TEST step:48, travel time:120.79573922945531, q_loss:100, rewards:-181.375, queue:24.943392, delay:1.5813731, throughput:20362
REAL_TEST step:51, travel time:123.58670243341636, q_loss:100, rewards:-215.32947, queue:25.49793, delay:1.6526605, throughput:20068
REAL_TEST step:54, travel time:123.63978874899797, q_loss:100, rewards:-171.39781, queue:25.84866, delay:1.5074495, throughput:20441
REAL_TEST step:57, travel time:139.76877682403435, q_loss:100, rewards:-254.47003, queue:31.46837, delay:1.7420964, throughput:19688
REAL_TEST step:60, travel time:158.07002221324717, q_loss:100, rewards:-225.68251, queue:29.798527, delay:1.6945219, throughput:18831
REAL_TEST step:63, travel time:110.9993817178731, q_loss:100, rewards:-226.63948, queue:27.489359, delay:1.6687846, throughput:20326
REAL_TEST step:66, travel time:116.6653988824717, q_loss:100, rewards:-206.7097, queue:25.110443, delay:1.5335624, throughput:20392
REAL_TEST step:69, travel time:107.10359438228993, q_loss:100, rewards:-167.33562, queue:24.766338, delay:1.463203, throughput:20279
REAL_TEST step:72, travel time:120.92037558685446, q_loss:100, rewards:-224.4964, queue:28.460045, delay:1.6729459, throughput:20437
REAL_TEST step:75, travel time:194.2939855730187, q_loss:100, rewards:-193.1834, queue:31.11821, delay:1.5615245, throughput:19449
REAL_TEST step:78, travel time:121.32744155354449, q_loss:100, rewards:-205.87444, queue:29.004177, delay:1.5414984, throughput:20440
REAL_TEST step:81, travel time:120.73358872493378, q_loss:100, rewards:-180.36525, queue:26.568714, delay:1.606863, throughput:20404
REAL_TEST step:84, travel time:101.80946795533453, q_loss:100, rewards:-182.91664, queue:24.488924, delay:1.6010739, throughput:20593
REAL_TEST step:87, travel time:108.11449059146254, q_loss:100, rewards:-234.09724, queue:26.596941, delay:1.7204213, throughput:20136
REAL_TEST step:90, travel time:133.47298684789519, q_loss:100, rewards:-181.7733, queue:27.765816, delay:1.6237495, throughput:19628
REAL_TEST step:93, travel time:131.20282394469774, q_loss:100, rewards:-233.17258, queue:26.494682, delay:1.6165802, throughput:19696
REAL_TEST step:96, travel time:142.59917510311212, q_loss:100, rewards:-164.28246, queue:29.409685, delay:1.6468915, throughput:20174
REAL_TEST step:99, travel time:129.27872615119782, q_loss:100, rewards:-242.0111, queue:30.720055, delay:1.7324224, throughput:20096
REAL_TEST step:102, travel time:125.87672800076271, q_loss:100, rewards:-235.12027, queue:24.816555, delay:1.4729197, throughput:20107
REAL_TEST step:105, travel time:104.67121219270514, q_loss:100, rewards:-195.25226, queue:27.021637, delay:1.7255638, throughput:20548
REAL_TEST step:108, travel time:118.24938177667872, q_loss:100, rewards:-185.74861, queue:26.375772, delay:1.6480632, throughput:20241
REAL_TEST step:111, travel time:110.97250071612719, q_loss:100, rewards:-198.08585, queue:25.774914, delay:1.6021105, throughput:20230
REAL_TEST step:114, travel time:138.6819680196802, q_loss:100, rewards:-371.2486, queue:27.218248, delay:1.5621483, throughput:19365
REAL_TEST step:117, travel time:125.58612566703523, q_loss:100, rewards:-210.18088, queue:24.80437, delay:1.6077086, throughput:20013
REAL_TEST step:120, travel time:103.15191539365452, q_loss:100, rewards:-203.96028, queue:26.271395, delay:1.6593086, throughput:20629
REAL_TEST step:123, travel time:133.9141028679782, q_loss:100, rewards:-282.755, queue:31.7505, delay:1.5834123, throughput:20159
REAL_TEST step:126, travel time:120.07700341815419, q_loss:100, rewards:-229.24074, queue:26.844278, delay:1.6288357, throughput:20218
REAL_TEST step:129, travel time:133.25764045482896, q_loss:100, rewards:-317.66385, queue:33.018524, delay:1.7513689, throughput:19939
REAL_TEST step:132, travel time:110.75884381051338, q_loss:100, rewards:-234.88724, queue:28.253345, delay:1.597557, throughput:20416
REAL_TEST step:135, travel time:111.34531413862142, q_loss:100, rewards:-201.07469, queue:26.95224, delay:1.6131355, throughput:20281
REAL_TEST step:138, travel time:190.86303669944832, q_loss:100, rewards:-337.92657, queue:37.539806, delay:1.680693, throughput:19443
REAL_TEST step:141, travel time:119.40100913022586, q_loss:100, rewards:-296.14084, queue:27.886154, delay:1.6776319, throughput:20033
REAL_TEST step:144, travel time:109.68853551704437, q_loss:100, rewards:-188.51665, queue:25.205545, delay:1.6417971, throughput:20287
REAL_TEST step:147, travel time:103.76884869500023, q_loss:100, rewards:-205.76944, queue:23.663427, delay:1.5990878, throughput:20595
REAL_TEST step:150, travel time:98.64368520263902, q_loss:100, rewards:-167.33029, queue:23.499441, delay:1.7237698, throughput:20565
REAL_TEST step:153, travel time:94.79249717939075, q_loss:100, rewards:-158.32886, queue:23.986187, delay:1.7356832, throughput:20750
REAL_TEST step:156, travel time:98.76558792825283, q_loss:100, rewards:-170.56888, queue:23.745586, delay:1.6801184, throughput:20453
REAL_TEST step:159, travel time:122.9007995262067, q_loss:100, rewards:-313.78397, queue:29.72712, delay:1.7066642, throughput:19548
REAL_TEST step:162, travel time:146.9045361899796, q_loss:100, rewards:-346.79752, queue:37.21881, delay:1.6904205, throughput:20065
REAL_TEST step:165, travel time:108.34423285923546, q_loss:100, rewards:-226.29974, queue:26.742155, delay:1.6930444, throughput:20400
REAL_TEST step:168, travel time:115.26171709066881, q_loss:100, rewards:-198.16241, queue:26.602062, delay:1.6616282, throughput:20500
REAL_TEST step:171, travel time:132.2129163898643, q_loss:100, rewards:-215.29944, queue:30.831472, delay:1.6993625, throughput:20219
REAL_TEST step:174, travel time:140.7999700404454, q_loss:100, rewards:-372.82697, queue:31.40267, delay:1.6650394, throughput:19211
REAL_TEST step:177, travel time:106.45550307038262, q_loss:100, rewards:-185.66888, queue:26.767475, delay:1.7049861, throughput:20495
REAL_TEST step:180, travel time:106.72090400789362, q_loss:100, rewards:-217.12613, queue:25.158398, delay:1.6984392, throughput:20636
REAL_TEST step:183, travel time:145.02345498783455, q_loss:100, rewards:-320.7813, queue:32.65226, delay:1.5719172, throughput:19595
REAL_TEST step:186, travel time:159.80367312072892, q_loss:100, rewards:-221.11267, queue:31.4333, delay:1.6104444, throughput:19869
REAL_TEST step:189, travel time:104.23509075194468, q_loss:100, rewards:-191.50221, queue:22.1743, delay:1.4241649, throughput:20184
REAL_TEST step:192, travel time:108.9459980260375, q_loss:100, rewards:-224.87114, queue:23.714222, delay:1.6502566, throughput:20537
REAL_TEST step:195, travel time:102.44514928932557, q_loss:100, rewards:-191.645, queue:24.424356, delay:1.6404846, throughput:20326
REAL_TEST step:198, travel time:113.94929683457974, q_loss:100, rewards:-165.93718, queue:29.756336, delay:1.6714854, throughput:20479
REAL_TEST step:201, travel time:126.77863865386443, q_loss:100, rewards:-193.97748, queue:30.833477, delay:1.7619739, throughput:20180
REAL_TEST step:204, travel time:97.13300075301204, q_loss:100, rewards:-157.22609, queue:23.385082, delay:1.6527232, throughput:20634
REAL_TEST step:207, travel time:117.79458560911897, q_loss:100, rewards:-258.32974, queue:28.022108, delay:1.6475074, throughput:20301
REAL_TEST step:210, travel time:136.14898666286962, q_loss:100, rewards:-243.14748, queue:32.99521, delay:1.6820672, throughput:20111
REAL_TEST step:213, travel time:146.24323938976283, q_loss:100, rewards:-271.92636, queue:38.29962, delay:1.7383187, throughput:20092
REAL_TEST step:216, travel time:112.71316297010607, q_loss:100, rewards:-224.60916, queue:28.653797, delay:1.6749893, throughput:20078
REAL_TEST step:219, travel time:115.41778924238082, q_loss:100, rewards:-264.73886, queue:29.460596, delay:1.6736001, throughput:20239
REAL_TEST step:222, travel time:128.83255011029058, q_loss:100, rewards:-316.03082, queue:29.577559, delay:1.514111, throughput:19985
REAL_TEST step:225, travel time:108.82997540673477, q_loss:100, rewards:-231.74501, queue:27.04349, delay:1.6670556, throughput:20501
REAL_TEST step:228, travel time:146.05813730196832, q_loss:100, rewards:-263.29413, queue:27.415085, delay:1.5184462, throughput:20006
REAL_TEST step:231, travel time:136.26750387897596, q_loss:100, rewards:-294.28745, queue:29.556236, delay:1.5709436, throughput:19691
REAL_TEST step:234, travel time:116.79946473847309, q_loss:100, rewards:-199.65807, queue:26.224104, delay:1.5439249, throughput:20524
REAL_TEST step:237, travel time:108.42629500799097, q_loss:100, rewards:-178.21028, queue:23.67614, delay:1.5887748, throughput:20549
REAL_TEST step:240, travel time:117.93386344157699, q_loss:100, rewards:-243.52556, queue:28.709743, delay:1.6300712, throughput:20242
REAL_TEST step:243, travel time:134.87270593757333, q_loss:100, rewards:-291.1067, queue:28.0255, delay:1.523178, throughput:20401
REAL_TEST step:246, travel time:114.5948250799496, q_loss:100, rewards:-251.21136, queue:26.706211, delay:1.6372958, throughput:19935
REAL_TEST step:249, travel time:109.64176691550568, q_loss:100, rewards:-188.73112, queue:24.923225, delay:1.5378141, throughput:20334
REAL_TEST step:252, travel time:118.11938617485569, q_loss:100, rewards:-195.01167, queue:27.458765, delay:1.6992679, throughput:20543
REAL_TEST step:255, travel time:105.93805101126773, q_loss:100, rewards:-190.0878, queue:25.300304, delay:1.5445344, throughput:20543
REAL_TEST step:258, travel time:117.23907038765597, q_loss:100, rewards:-234.37498, queue:25.270546, delay:1.5987769, throughput:20215
REAL_TEST step:261, travel time:103.97013320869362, q_loss:100, rewards:-176.02725, queue:25.179482, delay:1.6799693, throughput:20715
REAL_TEST step:264, travel time:120.37470087106347, q_loss:100, rewards:-292.06473, queue:31.223894, delay:1.5627397, throughput:20157
REAL_TEST step:267, travel time:130.78559293238192, q_loss:100, rewards:-336.10104, queue:29.032799, delay:1.6121979, throughput:19772
REAL_TEST step:270, travel time:121.56919170545916, q_loss:100, rewards:-289.17062, queue:31.772352, delay:1.6415286, throughput:20365
REAL_TEST step:273, travel time:166.32815021270355, q_loss:100, rewards:-243.19223, queue:34.94047, delay:1.6162974, throughput:19200
REAL_TEST step:276, travel time:105.28228678537957, q_loss:100, rewards:-183.6992, queue:25.76851, delay:1.6355447, throughput:20721
REAL_TEST step:279, travel time:139.5132946284822, q_loss:100, rewards:-352.02386, queue:35.051052, delay:1.4531146, throughput:19580
REAL_TEST step:282, travel time:148.73435114503818, q_loss:100, rewards:-238.01085, queue:30.49155, delay:1.6346653, throughput:19993
REAL_TEST step:285, travel time:140.0123010836669, q_loss:100, rewards:-411.47525, queue:34.99336, delay:1.721326, throughput:19534
