replay_curve: 99 checkpoints from data/output_data/sim2real_observations/cityflow_presslight/bullhead_1/baseline_v1_domain_randomization_s0/model/bullhead_1_noise5_presslight_domain_randomization -> eval real_setting=combine2
REAL_TEST step:3, travel time:1022.2202247191011, q_loss:100, rewards:-244.23766, queue:88.5266, delay:1.3797942, throughput:586
REAL_TEST step:6, travel time:160.60231381055675, q_loss:100, rewards:-39.666943, queue:18.577108, delay:1.483098, throughput:1325
REAL_TEST step:9, travel time:273.5677045619117, q_loss:100, rewards:-83.30588, queue:65.756386, delay:1.4880109, throughput:1225
REAL_TEST step:12, travel time:273.5973931933382, q_loss:100, rewards:-83.3703, queue:64.849205, delay:1.462561, throughput:1224
REAL_TEST step:15, travel time:273.80376538740046, q_loss:100, rewards:-83.38585, queue:65.81219, delay:1.6292489, throughput:1224
REAL_TEST step:18, travel time:229.35119478638669, q_loss:100, rewards:-66.203354, queue:47.611176, delay:1.443395, throughput:1263
REAL_TEST step:21, travel time:224.74800868935554, q_loss:100, rewards:-64.535576, queue:7.060913, delay:0.840134, throughput:1261
REAL_TEST step:24, travel time:162.5126719768284, q_loss:100, rewards:-40.506943, queue:20.815086, delay:1.6189157, throughput:1313
REAL_TEST step:27, travel time:165.5486265775798, q_loss:100, rewards:-40.46332, queue:18.874546, delay:1.4142419, throughput:1292
REAL_TEST step:30, travel time:149.12752161383284, q_loss:100, rewards:-35.391098, queue:18.516768, delay:1.622019, throughput:1329
REAL_TEST step:33, travel time:137.9309372797745, q_loss:100, rewards:-31.929733, queue:15.231747, delay:1.6376432, throughput:1365
REAL_TEST step:36, travel time:143.38377986965966, q_loss:100, rewards:-33.139164, queue:16.389854, delay:1.5771897, throughput:1329
REAL_TEST step:39, travel time:190.90266762797404, q_loss:100, rewards:-51.667786, queue:12.635476, delay:1.3633962, throughput:1295
REAL_TEST step:42, travel time:148.50181028240405, q_loss:100, rewards:-35.12666, queue:12.05622, delay:1.1759872, throughput:1325
REAL_TEST step:45, travel time:142.19250180245135, q_loss:100, rewards:-32.82694, queue:14.269375, delay:1.4649994, throughput:1335
REAL_TEST step:48, travel time:235.26551226551226, q_loss:100, rewards:-68.91724, queue:51.045704, delay:1.7271215, throughput:1263
REAL_TEST step:51, travel time:145.7832017229002, q_loss:100, rewards:-34.244728, queue:14.386008, delay:1.376911, throughput:1335
REAL_TEST step:54, travel time:146.27653429602887, q_loss:100, rewards:-34.3239, queue:17.5194, delay:1.5695797, throughput:1311
REAL_TEST step:57, travel time:144.27813163481954, q_loss:100, rewards:-34.301933, queue:16.986153, delay:1.5338075, throughput:1360
REAL_TEST step:60, travel time:153.21513353115728, q_loss:100, rewards:-35.903885, queue:17.007732, delay:1.5176525, throughput:1291
REAL_TEST step:63, travel time:152.6703952274422, q_loss:100, rewards:-35.50443, queue:12.413101, delay:1.0341306, throughput:1286
REAL_TEST step:66, travel time:157.31961077844312, q_loss:100, rewards:-37.17639, queue:18.688911, delay:1.5192912, throughput:1280
REAL_TEST step:69, travel time:204.73540280857355, q_loss:100, rewards:-55.630573, queue:18.891632, delay:1.1931679, throughput:1259
REAL_TEST step:72, travel time:148.63119533527697, q_loss:100, rewards:-34.828606, queue:17.54658, delay:1.6991634, throughput:1322
REAL_TEST step:75, travel time:243.7329842931937, q_loss:100, rewards:-69.49417, queue:50.66047, delay:1.7663052, throughput:1208
REAL_TEST step:78, travel time:141.4067055393586, q_loss:100, rewards:-31.994457, queue:15.269203, delay:1.5844214, throughput:1316
REAL_TEST step:81, travel time:174.9367448471926, q_loss:100, rewards:-46.107502, queue:13.085259, delay:1.2942809, throughput:1321
REAL_TEST step:84, travel time:152.1184210526316, q_loss:100, rewards:-36.136112, queue:18.87302, delay:1.6552378, throughput:1314
REAL_TEST step:87, travel time:156.7630014858841, q_loss:100, rewards:-37.136395, queue:14.143134, delay:1.2399217, throughput:1289
REAL_TEST step:90, travel time:143.64504373177843, q_loss:100, rewards:-32.949707, queue:15.101714, delay:1.5347619, throughput:1319
REAL_TEST step:93, travel time:155.35608308605342, q_loss:100, rewards:-36.721394, queue:19.761705, delay:1.6748967, throughput:1292
REAL_TEST step:96, travel time:152.50437317784255, q_loss:100, rewards:-36.392494, queue:15.588809, delay:1.5859448, throughput:1316
REAL_TEST step:99, travel time:195.05639913232105, q_loss:100, rewards:-53.143322, queue:34.90728, delay:1.4775243, throughput:1292
REAL_TEST step:102, travel time:156.91587417703, q_loss:100, rewards:-37.9964, queue:19.346968, delay:1.531903, throughput:1309
REAL_TEST step:105, travel time:163.5280059746079, q_loss:100, rewards:-39.599724, queue:21.73387, delay:1.6856449, throughput:1277
REAL_TEST step:108, travel time:147.5691527878349, q_loss:100, rewards:-34.616104, queue:16.70815, delay:1.4955857, throughput:1326
REAL_TEST step:111, travel time:174.00868935553947, q_loss:100, rewards:-45.016376, queue:27.182667, delay:1.6904624, throughput:1308
REAL_TEST step:114, travel time:173.55159613956943, q_loss:100, rewards:-43.631664, queue:22.02142, delay:1.4844826, throughput:1283
REAL_TEST step:117, travel time:159.62053571428572, q_loss:100, rewards:-38.21222, queue:19.575142, delay:1.5236667, throughput:1288
REAL_TEST step:120, travel time:166.07332854061826, q_loss:100, rewards:-42.338055, queue:24.786224, delay:1.6310456, throughput:1313
REAL_TEST step:123, travel time:182.67310549777116, q_loss:100, rewards:-46.99947, queue:28.833775, delay:1.6026651, throughput:1282
REAL_TEST step:126, travel time:150.6444605358436, q_loss:100, rewards:-35.963337, queue:17.660498, delay:1.4720278, throughput:1330
REAL_TEST step:129, travel time:194.71492873218304, q_loss:100, rewards:-51.018044, queue:32.828373, delay:1.6253511, throughput:1252
REAL_TEST step:132, travel time:211.5574963609898, q_loss:100, rewards:-59.220844, queue:14.853313, delay:1.3486167, throughput:1265
REAL_TEST step:135, travel time:155.79985063480208, q_loss:100, rewards:-36.673897, queue:13.7717705, delay:1.2813017, throughput:1283
REAL_TEST step:138, travel time:153.89572773352643, q_loss:100, rewards:-37.16474, queue:18.474195, delay:1.4587893, throughput:1326
REAL_TEST step:141, travel time:153.78218562874252, q_loss:100, rewards:-35.77055, queue:16.875034, delay:1.4735345, throughput:1280
REAL_TEST step:144, travel time:154.59850187265917, q_loss:100, rewards:-36.11473, queue:13.782102, delay:1.2760372, throughput:1280
REAL_TEST step:147, travel time:286.5266316579145, q_loss:100, rewards:-85.19447, queue:66.53844, delay:1.6996855, throughput:1176
REAL_TEST step:150, travel time:162.64761904761906, q_loss:100, rewards:-40.090282, queue:22.438168, delay:1.6489127, throughput:1308
