MORLGrid: 22 grid policies
SIM_TRAIN step:0, travel time:121.36760563380281, q_loss:0, rewards:-5.735832, queue:3.1444445, delay:0.6011877, throughput:1399, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:1, travel time:121.55, q_loss:0, rewards:-5.825557, queue:3.213889, delay:0.62034017, throughput:1397, raw_metrics:{'fairness': 1010.0}
SIM_TRAIN step:2, travel time:120.4274647887324, q_loss:2.499136, rewards:-5.3694444, queue:2.786111, delay:0.5895749, throughput:1399, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:3, travel time:152.18591549295775, q_loss:1.1451645, rewards:-17.912504, queue:13.922222, delay:0.64403284, throughput:1397, raw_metrics:{'fairness': 1007.0}
SIM_TRAIN step:4, travel time:122.87676056338029, q_loss:0.265735, rewards:-6.400832, queue:3.6722221, delay:0.6166436, throughput:1398, raw_metrics:{'fairness': 211.0}
SIM_TRAIN step:5, travel time:120.72957746478873, q_loss:0.21329592, rewards:-5.5472226, queue:2.7055554, delay:0.49235404, throughput:1398, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:6, travel time:120.94014084507042, q_loss:0.19533691, rewards:-5.591113, queue:2.725, delay:0.47746316, throughput:1397, raw_metrics:{'fairness': 224.0}
SIM_TRAIN step:7, travel time:122.21549295774648, q_loss:0.19628519, rewards:-6.147223, queue:3.0833333, delay:0.4625478, throughput:1399, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:8, travel time:122.8007042253521, q_loss:0.185486, rewards:-6.316387, queue:3.2638888, delay:0.49131435, throughput:1397, raw_metrics:{'fairness': 234.0}
REAL_TRAIN step:1, travel time:139.1, q_loss:100, rewards:-32.43139, queue:8.725, delay:0.5754476, throughput:1369, R_real:-11.3265, components:{'queue': 0.045, 'delay': 0.0, 'waiting': 1.031, 'pressure': 0.0, 'switches': 0.0, 'fairness': 10.251}, raw_metrics:{'fairness': 155.0, 'emission': 399.386, 'fuel': 129.476, 'emergency_stops': 2.0, 'collisions': 0.0, 'ssm_conflicts': 193.0}, grid;w=queue=0.167;delay=0.167;waiting=0.167;pressure=0.167;switches=0.167;fairness=0.167
SIM_TRAIN step:9, travel time:121.7330985915493, q_loss:0, rewards:-5.9222207, queue:3.2944446, delay:0.60209507, throughput:1397, raw_metrics:{'fairness': 203.0}
SIM_TRAIN step:10, travel time:120.89718309859155, q_loss:0, rewards:-5.582224, queue:3.0444446, delay:0.5980221, throughput:1398, raw_metrics:{'fairness': 229.0}
SIM_TRAIN step:11, travel time:120.94366197183099, q_loss:3.0455463, rewards:-5.5911083, queue:2.9805555, delay:0.58432335, throughput:1399, raw_metrics:{'fairness': 0.0}
SIM_TRAIN step:12, travel time:234.53661971830985, q_loss:1.6942753, rewards:-47.041115, queue:41.96389, delay:0.75698113, throughput:1366, raw_metrics:{'fairness': 1089.0}
SIM_TRAIN step:13, travel time:310.1943661971831, q_loss:0.6259759, rewards:-58.23112, queue:52.744446, delay:0.84181273, throughput:1294, raw_metrics:{'fairness': 1092.0}
