Delayed-Q enabled: m=2 decision(s) of assumed delay (sim_delay=20, real_delay=60)
replay_curve: 99 checkpoints from data/output_data/sim2real_actions/cityflow_dqn/ingolstadt7/action_delay_optimized_s0_delayed_q_s0/model/ingolstadt7_setting1_dqn_delayed_q -> eval real_setting=setting4
REAL_TEST step:3, travel time:513.1990317374933, q_loss:100, rewards:-111.9578884548611, queue:14.477380952380953, delay:0.23391328841920883, throughput:1476, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:6, travel time:331.9638447971781, q_loss:100, rewards:-84.547265625, queue:11.012301587301588, delay:0.2066376701233879, throughput:2058, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:9, travel time:432.3515306122449, q_loss:100, rewards:-103.0005859375, queue:13.340873015873015, delay:0.22216867113870287, throughput:1701, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:12, travel time:439.4824016563147, q_loss:100, rewards:-101.82730034722222, queue:13.073015873015873, delay:0.22143109033978176, throughput:1632, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:15, travel time:420.8485466598674, q_loss:100, rewards:-99.05863715277778, queue:12.771428571428572, delay:0.21550796750992063, throughput:1688, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:18, travel time:552.6602059357965, q_loss:100, rewards:-114.37046440972222, queue:14.44047619047619, delay:0.21956942119295636, throughput:1290, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:21, travel time:317.0993179880648, q_loss:100, rewards:-96.23211805555556, queue:12.52936507936508, delay:0.21392134409102181, throughput:2119, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:24, travel time:436.04583333333335, q_loss:100, rewards:-101.67033420138888, queue:13.128174603174603, delay:0.22246178521050347, throughput:1673, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:27, travel time:363.7712355212355, q_loss:100, rewards:-94.83522135416666, queue:12.274206349206349, delay:0.20901370578342013, throughput:1852, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:30, travel time:494.6606683804627, q_loss:100, rewards:-117.82260199652778, queue:15.223809523809523, delay:0.2301939706953745, throughput:1552, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:33, travel time:512.7805405405405, q_loss:100, rewards:-117.88626302083334, queue:15.066666666666666, delay:0.22935338096013144, throughput:1451, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:36, travel time:520.4170641229465, q_loss:100, rewards:-119.30483940972222, queue:15.229761904761904, delay:0.23301229325551837, throughput:1488, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:39, travel time:417.4418960244648, q_loss:100, rewards:-105.07188585069444, queue:13.712301587301587, delay:0.2234036642407614, throughput:1744, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:42, travel time:375.62844243792324, q_loss:100, rewards:-105.55464409722222, queue:13.7, delay:0.22775082058376736, throughput:1999, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
