MORLGrid: 16 grid policies
SIM_TRAIN step:0, travel time:130.51979858091096, q_loss:0, rewards:-4.791115, queue:3.725, delay:0.577416, throughput:4298, raw_metrics:{'fairness': 1165.333}
SIM_TRAIN step:1, travel time:129.69848901098902, q_loss:0, rewards:-4.7983346, queue:3.4666667, delay:0.5750989, throughput:4301, raw_metrics:{'fairness': 940.0}
SIM_TRAIN step:2, travel time:134.14308608058607, q_loss:27.549627, rewards:-6.41111, queue:5.037963, delay:0.5677165, throughput:4256, raw_metrics:{'fairness': 506.0}
SIM_TRAIN step:3, travel time:159.7245879120879, q_loss:19.975605, rewards:-15.167227, queue:11.927778, delay:0.5484271, throughput:4292, raw_metrics:{'fairness': 516.0}
SIM_TRAIN step:4, travel time:139.61135271229114, q_loss:12.132928, rewards:-7.4616647, queue:6.272222, delay:0.5299711, throughput:4293, raw_metrics:{'fairness': 206.667}
SIM_TRAIN step:5, travel time:144.2949656750572, q_loss:9.119095, rewards:-10.004722, queue:8.073148, delay:0.5375799, throughput:4283, raw_metrics:{'fairness': 534.667}
SIM_TRAIN step:6, travel time:164.55809698078681, q_loss:8.578475, rewards:-16.844711, queue:13.862037, delay:0.5424679, throughput:4267, raw_metrics:{'fairness': 1379.667}
SIM_TRAIN step:7, travel time:157.43900205996795, q_loss:7.700575, rewards:-14.580551, queue:11.761111, delay:0.54041904, throughput:4261, raw_metrics:{'fairness': 1535.333}
SIM_TRAIN step:8, travel time:160.88258182650492, q_loss:7.291152, rewards:-15.166385, queue:11.985186, delay:0.5412815, throughput:4279, raw_metrics:{'fairness': 506.0}
REAL_TRAIN step:1, travel time:652.1258238466147, q_loss:100, rewards:-102.64307, queue:96.525925, delay:0.6988369, throughput:2275, R_real:-18.7741, components:{'queue': 1.488, 'delay': 0.0, 'waiting': 0.0, 'pressure': 0.0, 'switches': 0.0, 'emission': 17.286}, raw_metrics:{'fairness': 482.667, 'emission': 3389.443, 'fuel': 1098.832, 'emergency_stops': 6.0, 'collisions': 0.0, 'ssm_conflicts': 1450.0}, grid;w=queue=0.2;delay=0.2;waiting=0.2;pressure=0.2;switches=0.2
SIM_TRAIN step:9, travel time:129.94528388278388, q_loss:0, rewards:-4.559997, queue:3.5453703, delay:0.56109285, throughput:4297, raw_metrics:{'fairness': 1638.0}
SIM_TRAIN step:10, travel time:129.47631036850538, q_loss:0, rewards:-3.7355556, queue:3.4629629, delay:0.5691543, throughput:4298, raw_metrics:{'fairness': 1574.667}
SIM_TRAIN step:11, travel time:133.86273164035688, q_loss:28.722898, rewards:-6.386944, queue:4.975, delay:0.58576936, throughput:4275, raw_metrics:{'fairness': 541.333}
