PRLight neighbor topology (radius=600): {0: []}
PRLight (one-shot neighbor-aware prediction): m=2 decision(s) of assumed delay (sim_delay=20, real_delay=40)
replay_curve: 99 checkpoints from data/output_data/sim2real_actions/cityflow_presslight/tempe_1x1/action_delay_optimized_s0_prlight_s0/model/tempe_1x1_setting1_presslight_prlight -> eval real_setting=setting3
REAL_TEST step:3, travel time:1187.3187571921749, q_loss:100, rewards:-559.8723958333334, queue:535.0138888888889, delay:0.7456427680121528, throughput:741, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:6, travel time:388.0209095661265, q_loss:100, rewards:-179.94053819444446, queue:144.59444444444443, delay:0.6174182044135199, throughput:1383, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:9, travel time:433.76280323450135, q_loss:100, rewards:-198.28472222222223, queue:164.28333333333333, delay:0.6057086096869575, throughput:1344, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:12, travel time:330.96549921589127, q_loss:100, rewards:-144.16170789930555, queue:108.83611111111111, delay:0.5979290856255426, throughput:1641, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:15, travel time:491.7169811320755, q_loss:100, rewards:-231.91245659722222, queue:199.76944444444445, delay:0.6498288048638238, throughput:1121, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:18, travel time:255.93883951907998, q_loss:100, rewards:-104.37191840277778, queue:67.73055555555555, delay:0.5674033694797092, throughput:1605, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:21, travel time:430.99267015706806, q_loss:100, rewards:-200.18051215277777, queue:166.48333333333332, delay:0.6165456983778211, throughput:1384, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:24, travel time:241.5180345007841, q_loss:100, rewards:-93.91719835069445, queue:56.269444444444446, delay:0.588988537258572, throughput:1787, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:27, travel time:274.8975431259801, q_loss:100, rewards:-113.28364800347222, queue:75.96388888888889, delay:0.5896830664740669, throughput:1709, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:30, travel time:302.3162571876634, q_loss:100, rewards:-128.6769314236111, queue:91.58611111111111, delay:0.5985571967230903, throughput:1666, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:33, travel time:292.2169367485625, q_loss:100, rewards:-122.43302951388888, queue:85.23055555555555, delay:0.587625715467665, throughput:1708, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:36, travel time:223.49869315211708, q_loss:100, rewards:-86.02497829861112, queue:48.53888888888889, delay:0.5781781938340929, throughput:1703, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:39, travel time:233.03659174072138, q_loss:100, rewards:-90.281396484375, queue:52.8, delay:0.5862659030490451, throughput:1740, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:42, travel time:276.95452169367485, q_loss:100, rewards:-114.49501953125, queue:77.65555555555555, delay:0.6006486256917317, throughput:1702, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:45, travel time:246.14584422373235, q_loss:100, rewards:-98.49189453125, queue:61.36944444444445, delay:0.5883568233913845, throughput:1681, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:48, travel time:234.70883429168845, q_loss:100, rewards:-90.72723524305556, queue:53.28055555555556, delay:0.5771946377224393, throughput:1745, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:51, travel time:257.1076842655515, q_loss:100, rewards:-104.19753689236111, queue:66.79722222222222, delay:0.5989165412055122, throughput:1706, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:54, travel time:330.6408782017773, q_loss:100, rewards:-143.52413194444443, queue:107.60833333333333, delay:0.609395768907335, throughput:1676, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
REAL_TEST step:57, travel time:250.491897543126, q_loss:100, rewards:-101.15190972222223, queue:64.34722222222223, delay:0.5903849707709419, throughput:1666, violation_rate:0.0000, forceoff_rate:0.0000, violations:0, force_offs:0
