MORLGrid: 22 grid policies
SIM_TRAIN step:0, travel time:172.38086518654154, q_loss:0, rewards:-34.031574, queue:7.9324074, delay:0.5326571, throughput:4222, raw_metrics:{'fairness': 182.0}
SIM_TRAIN step:1, travel time:181.568093385214, q_loss:0, rewards:-34.319626, queue:7.976852, delay:0.5321971, throughput:4152, raw_metrics:{'fairness': 1619.0}
SIM_TRAIN step:2, travel time:175.36484321355002, q_loss:5.2222953, rewards:-33.26385, queue:7.8944445, delay:0.5317005, throughput:4206, raw_metrics:{'fairness': 177.0}
SIM_TRAIN step:3, travel time:300.3058608058608, q_loss:1.3013196, rewards:-99.15536, queue:28.712963, delay:0.53916514, throughput:3910, raw_metrics:{'fairness': 105.333}
SIM_TRAIN step:4, travel time:267.4138246738384, q_loss:0.82448167, rewards:-46.544064, queue:11.361111, delay:0.5451239, throughput:4080, raw_metrics:{'fairness': 756.667}
SIM_TRAIN step:5, travel time:140.9210164835165, q_loss:0.67263, rewards:-29.483978, queue:6.7564816, delay:0.5635613, throughput:4285, raw_metrics:{'fairness': 230.333}
SIM_TRAIN step:6, travel time:139.5811398489357, q_loss:0.6214713, rewards:-28.170038, queue:6.424074, delay:0.5609858, throughput:4293, raw_metrics:{'fairness': 231.667}
SIM_TRAIN step:7, travel time:144.03294440631436, q_loss:0.59112924, rewards:-32.639908, queue:7.4185185, delay:0.5640801, throughput:4288, raw_metrics:{'fairness': 1385.667}
SIM_TRAIN step:8, travel time:165.9206131320064, q_loss:0.5860586, rewards:-32.223385, queue:7.3722224, delay:0.54370177, throughput:4170, raw_metrics:{'fairness': 0.0}
REAL_TRAIN step:1, travel time:184.0499306518724, q_loss:100, rewards:-86.08621, queue:18.749075, delay:0.5567069, throughput:4078, R_real:-89.3248, components:{'queue': 0.362, 'delay': 0.0, 'waiting': 58.565, 'pressure': 0.0, 'switches': 0.0, 'fairness': 30.398}, raw_metrics:{'fairness': 551.0, 'emission': 1493.917, 'fuel': 484.312, 'emergency_stops': 15.0, 'collisions': 0.0, 'ssm_conflicts': 1264.0}, grid;w=queue=0.167;delay=0.167;waiting=0.167;pressure=0.167;switches=0.167;fairness=0.167
SIM_TRAIN step:9, travel time:187.40311141615192, q_loss:0, rewards:-35.540836, queue:8.392592, delay:0.5202944, throughput:4167, raw_metrics:{'fairness': 1413.667}
SIM_TRAIN step:10, travel time:162.87411306935226, q_loss:0, rewards:-33.807594, queue:7.9203706, delay:0.5315819, throughput:4210, raw_metrics:{'fairness': 178.667}
SIM_TRAIN step:11, travel time:195.0272373540856, q_loss:5.7910337, rewards:-35.421764, queue:8.55, delay:0.5213935, throughput:4154, raw_metrics:{'fairness': 1566.333}
SIM_TRAIN step:12, travel time:352.8466468299382, q_loss:0.83447385, rewards:-254.65724, queue:75.848145, delay:0.6489616, throughput:3882, raw_metrics:{'fairness': 497.0}
SIM_TRAIN step:13, travel time:548.309065934066, q_loss:0.3047105, rewards:-233.9866, queue:70.493515, delay:0.6045713, throughput:3489, raw_metrics:{'fairness': 1399.333}
SIM_TRAIN step:14, travel time:443.91712454212455, q_loss:1.4975067, rewards:-108.50969, queue:30.373148, delay:0.56712466, throughput:3647, raw_metrics:{'fairness': 1379.333}
SIM_TRAIN step:15, travel time:411.40993362325474, q_loss:2.576911, rewards:-104.29733, queue:26.846296, delay:0.61583394, throughput:3635, raw_metrics:{'fairness': 1103.333}
SIM_TRAIN step:16, travel time:399.8828107118334, q_loss:1.9767377, rewards:-81.5549, queue:19.86111, delay:0.62243867, throughput:3773, raw_metrics:{'fairness': 1258.333}
SIM_TRAIN step:17, travel time:381.8619821469444, q_loss:0.87530583, rewards:-57.440495, queue:11.551852, delay:0.60693675, throughput:3633, raw_metrics:{'fairness': 734.0}
REAL_TRAIN step:2, travel time:174.95611213235293, q_loss:100, rewards:-65.235374, queue:12.918518, delay:0.5934336, throughput:4144, R_real:-43.7196, components:{'queue': 0.275, 'delay': 0.0, 'waiting': 13.019, 'pressure': 0.0, 'switches': 0.0, 'fairness': 30.426}, raw_metrics:{'fairness': 359.0, 'emission': 1441.934, 'fuel': 467.459, 'emergency_stops': 6.0, 'collisions': 0.0, 'ssm_conflicts': 1210.0}, grid;w=queue=1.0
SIM_TRAIN step:18, travel time:174.56387362637363, q_loss:0, rewards:-35.10264, queue:8.250926, delay:0.55174977, throughput:4210, raw_metrics:{'fairness': 1215.667}
SIM_TRAIN step:19, travel time:158.67818722819868, q_loss:0, rewards:-32.681293, queue:7.612037, delay:0.5390487, throughput:4216, raw_metrics:{'fairness': 1017.333}
SIM_TRAIN step:20, travel time:178.17490842490844, q_loss:5.9411907, rewards:-35.321342, queue:8.51574, delay:0.53506327, throughput:4226, raw_metrics:{'fairness': 496.667}
SIM_TRAIN step:21, travel time:334.7566391941392, q_loss:0.8749455, rewards:-211.55511, queue:64.81481, delay:0.58943117, throughput:3828, raw_metrics:{'fairness': 615.333}
SIM_TRAIN step:22, travel time:626.0615842490843, q_loss:0.101380214, rewards:-300.13434, queue:90.83981, delay:0.58848953, throughput:3232, raw_metrics:{'fairness': 1276.0}
SIM_TRAIN step:23, travel time:573.2926773455378, q_loss:0.47441718, rewards:-273.4381, queue:82.43889, delay:0.55334556, throughput:3331, raw_metrics:{'fairness': 1428.333}
SIM_TRAIN step:24, travel time:457.7989926739927, q_loss:1.2583144, rewards:-162.53099, queue:46.18148, delay:0.5722307, throughput:3554, raw_metrics:{'fairness': 566.667}
SIM_TRAIN step:25, travel time:452.88097962920574, q_loss:1.1170601, rewards:-114.80297, queue:31.90648, delay:0.5534845, throughput:3597, raw_metrics:{'fairness': 528.333}
SIM_TRAIN step:26, travel time:410.89242389562827, q_loss:0.36764362, rewards:-100.81834, queue:25.196297, delay:0.57304484, throughput:3716, raw_metrics:{'fairness': 240.333}
